disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Colorectal cancer	Alzheimer's disease	Gene Ontology	cytokine production	down-up	-1.33	2.04	5.67e-03	5.63e-09	611	607
Colorectal cancer	Alzheimer's disease	Gene Ontology	defense response	down-up	-1.28	1.66	1.13e-03	5.63e-09	1229	1216
Colorectal cancer	Alzheimer's disease	Gene Ontology	external side of plasma membrane	down-up	-1.75	2.31	3.50e-05	5.63e-09	256	258
Colorectal cancer	Alzheimer's disease	Gene Ontology	immune receptor activity	down-up	-1.67	2.8	5.01e-03	5.63e-09	98	104
Colorectal cancer	Alzheimer's disease	Gene Ontology	inflammatory response	down-up	-1.45	2.04	1.87e-04	5.63e-09	584	567
Colorectal cancer	Alzheimer's disease	Gene Ontology	intrinsic component of plasma membrane	down-up	-1.67	1.56	7.83e-09	5.63e-09	1364	1295
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte cell cell adhesion	down-up	-1.59	2.21	6.57e-04	5.63e-09	271	281
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte differentiation	down-up	-1.39	2.14	5.53e-03	5.63e-09	416	416
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte migration	down-up	-1.58	2.09	1.79e-04	5.63e-09	354	373
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte proliferation	down-up	-1.63	2.21	9.55e-04	5.63e-09	244	246
Colorectal cancer	Alzheimer's disease	Gene Ontology	lymphocyte activation	down-up	-1.57	2.09	6.45e-06	5.63e-09	534	529
Colorectal cancer	Alzheimer's disease	Gene Ontology	lymphocyte differentiation	down-up	-1.5	2.24	4.18e-03	5.63e-09	281	283
Colorectal cancer	Alzheimer's disease	Gene Ontology	molecular transducer activity	down-up	-1.71	2.28	7.83e-09	5.63e-09	914	853
Colorectal cancer	Alzheimer's disease	Gene Ontology	negative regulation of immune system process	down-up	-1.53	2.04	7.86e-04	5.63e-09	350	357
Colorectal cancer	Alzheimer's disease	Gene Ontology	negative regulation of multicellular organismal process	down-up	-1.19	1.8	2.62e-02	5.63e-09	971	967
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of developmental process	down-up	-1.21	1.66	9.27e-03	5.63e-09	1098	1092
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of immune system process	down-up	-1.53	1.71	2.27e-07	5.63e-09	821	843
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of multicellular organismal process	down-up	-1.21	1.51	5.44e-03	5.63e-09	1405	1412
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cell activation	down-up	-1.47	2.11	1.20e-03	5.63e-09	430	432
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cell adhesion	down-up	-1.44	1.83	3.23e-04	5.63e-09	534	563
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of immune system process	down-up	-1.55	1.83	7.83e-09	5.63e-09	1165	1185
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte proliferation	down-up	-1.65	2.38	1.13e-03	5.63e-09	185	183
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of lymphocyte activation	down-up	-1.41	2.09	7.96e-03	5.63e-09	340	337
Colorectal cancer	Alzheimer's disease	Gene Ontology	t cell activation	down-up	-1.67	2.18	1.15e-05	5.63e-09	369	373
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell adhesion	down-up	-1.37	2	1.92e-02	8.21e-09	318	333
Colorectal cancer	Alzheimer's disease	Gene Ontology	cytokine receptor activity	down-up	-1.54	2.6	4.71e-02	1.33e-08	82	84
Colorectal cancer	Alzheimer's disease	Gene Ontology	negative regulation of cytokine production	down-up	-1.46	2.12	1.43e-02	1.83e-08	216	220
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cell cell adhesion	down-up	-1.45	1.96	8.99e-03	2.37e-08	323	332
Colorectal cancer	Alzheimer's disease	Gene Ontology	cytokine binding	down-up	-1.49	2.4	3.80e-02	5.18e-08	112	111
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of immune response	down-up	-1.58	1.62	1.90e-07	6.55e-08	756	775
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell activation	down-up	-1.43	2.06	3.10e-02	7.28e-08	255	263
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of t cell activation	down-up	-1.58	2.07	8.24e-04	9.03e-08	252	256
Colorectal cancer	Alzheimer's disease	Gene Ontology	t cell proliferation	down-up	-1.61	2.21	6.66e-03	1.66e-07	154	154
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of intracellular signal transduction	down-up	-1.23	1.6	2.55e-02	1.67e-07	810	794
Colorectal cancer	Alzheimer's disease	Gene Ontology	receptor complex	down-up	-1.67	1.93	3.02e-05	1.67e-07	329	323
Colorectal cancer	Alzheimer's disease	Gene Ontology	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	down-up	-1.42	2.02	3.95e-02	3.03e-07	205	206
Colorectal cancer	Alzheimer's disease	Gene Ontology	g protein coupled receptor activity	down-up	-1.49	1.86	1.61e-03	7.50e-07	397	345
Colorectal cancer	Alzheimer's disease	Gene Ontology	side of membrane	down-up	-1.65	1.8	8.96e-06	7.99e-07	408	407
Colorectal cancer	Alzheimer's disease	Gene Ontology	b cell differentiation	down-up	-1.58	2.27	1.83e-02	1.85e-06	101	102
Colorectal cancer	Alzheimer's disease	Gene Ontology	t cell activation involved in immune response	down-up	-1.65	2.34	1.83e-02	1.85e-06	80	79
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of locomotion	down-up	-1.25	1.66	3.22e-02	1.96e-06	459	467
Colorectal cancer	Alzheimer's disease	Gene Ontology	signaling receptor binding	down-up	-1.15	1.4	3.20e-02	5.03e-06	1191	1185
Colorectal cancer	Alzheimer's disease	Gene Ontology	pattern recognition receptor signaling pathway	down-up	-1.54	2.04	9.06e-03	7.18e-06	156	154
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of mapk cascade	down-up	-1.36	1.65	1.28e-02	1.08e-05	424	437
Colorectal cancer	Alzheimer's disease	Gene Ontology	immune effector process	down-up	-1.27	1.43	4.71e-03	2.07e-05	890	924
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte proliferation	down-up	-1.66	2.12	8.47e-03	2.09e-05	115	109
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of immune response	down-up	-1.47	1.54	9.27e-05	2.32e-05	592	609
Colorectal cancer	Alzheimer's disease	Gene Ontology	cell chemotaxis	down-up	-1.36	1.81	4.19e-02	2.70e-05	233	246
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell differentiation	down-up	-1.32	1.47	8.92e-04	3.67e-05	788	794
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of t cell proliferation	down-up	-1.74	2.13	7.09e-03	4.59e-05	78	75
Colorectal cancer	Alzheimer's disease	Gene Ontology	toll like receptor signaling pathway	down-up	-1.61	2.02	1.37e-02	4.88e-05	118	115
Colorectal cancer	Alzheimer's disease	Gene Ontology	coagulation	down-up	-1.39	1.72	2.40e-02	5.27e-05	263	285
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of response to external stimulus	down-up	-1.33	1.45	9.54e-04	5.45e-05	843	845
Colorectal cancer	Alzheimer's disease	Gene Ontology	anchoring junction	down-up	-1.33	1.46	1.35e-03	1.01e-04	654	659
Colorectal cancer	Alzheimer's disease	Gene Ontology	taxis	down-up	-1.37	1.5	7.89e-03	1.96e-04	516	516
Colorectal cancer	Alzheimer's disease	Gene Ontology	phagocytosis	down-up	-1.56	1.72	6.33e-03	2.79e-04	199	214
Colorectal cancer	Alzheimer's disease	Gene Ontology	myeloid leukocyte migration	down-up	-1.59	1.75	4.80e-03	3.93e-04	165	175
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cell killing	down-up	-1.63	1.96	1.19e-02	4.95e-04	73	75
Colorectal cancer	Alzheimer's disease	Gene Ontology	b cell receptor signaling pathway	down-up	-2.11	2.12	5.02e-04	5.33e-04	46	43
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte migration	down-up	-1.59	1.88	1.20e-02	6.33e-04	110	114
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of response to external stimulus	down-up	-1.38	1.43	1.44e-03	6.57e-04	495	498
Colorectal cancer	Alzheimer's disease	Gene Ontology	activation of immune response	down-up	-1.62	1.49	6.78e-06	6.97e-04	459	475
Colorectal cancer	Alzheimer's disease	Gene Ontology	t cell selection	down-up	-1.78	2.14	2.14e-02	7.13e-04	41	41
Colorectal cancer	Alzheimer's disease	Gene Ontology	muscle system process	down-up	-1.77	1.54	1.18e-06	7.21e-04	352	374
Colorectal cancer	Alzheimer's disease	Gene Ontology	interferon gamma production	down-up	-1.69	1.9	9.10e-03	7.57e-04	89	87
Colorectal cancer	Alzheimer's disease	Gene Ontology	circulatory system process	down-up	-1.72	1.47	9.34e-07	9.98e-04	440	462
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of antigen receptor mediated signaling pathway	down-up	-1.66	2.06	4.13e-02	1.29e-03	47	49
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of defense response	down-up	-1.29	1.42	9.89e-03	1.42e-03	591	577
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte chemotaxis	down-up	-1.43	1.63	2.70e-02	1.63e-03	177	185
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of mapk cascade	down-up	-1.25	1.4	3.72e-02	1.88e-03	584	594
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte mediated cytotoxicity	down-up	-1.68	1.97	2.88e-02	1.92e-03	58	57
Colorectal cancer	Alzheimer's disease	Gene Ontology	inositol lipid mediated signaling	down-up	-1.45	1.69	3.93e-02	1.98e-03	150	162
Colorectal cancer	Alzheimer's disease	Gene Ontology	immunoglobulin binding	down-up	-2.15	2.16	3.90e-03	2.14e-03	15	19
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein kinase b signaling	down-up	-1.42	1.66	3.34e-02	2.33e-03	198	212
Colorectal cancer	Alzheimer's disease	Gene Ontology	lipid binding	down-up	-1.65	1.39	2.31e-07	2.35e-03	582	530
Colorectal cancer	Alzheimer's disease	Gene Ontology	muscle contraction	down-up	-1.75	1.55	2.65e-05	2.42e-03	282	299
Colorectal cancer	Alzheimer's disease	Gene Ontology	steroid hormone receptor activity	down-up	-2.01	1.95	1.20e-03	3.47e-03	51	52
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell killing	down-up	-1.75	1.95	2.65e-02	3.53e-03	53	52
Colorectal cancer	Alzheimer's disease	Gene Ontology	mhc protein complex	down-up	-1.95	2.05	2.14e-02	3.64e-03	11	13
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte mediated immunity	down-up	-1.34	1.33	2.40e-03	3.74e-03	589	622
Colorectal cancer	Alzheimer's disease	Gene Ontology	immune response regulating signaling pathway	down-up	-1.81	1.43	6.63e-08	3.82e-03	427	438
Colorectal cancer	Alzheimer's disease	Gene Ontology	apical plasma membrane	down-up	-1.57	1.55	1.07e-03	3.99e-03	271	256
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of interferon gamma production	down-up	-1.66	1.96	3.93e-02	4.27e-03	52	50
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte migration	down-up	-1.77	1.65	3.72e-04	4.48e-03	159	164
Colorectal cancer	Alzheimer's disease	Gene Ontology	cell cell junction	down-up	-1.39	1.45	7.15e-03	4.73e-03	393	379
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of toll like receptor signaling pathway	down-up	-1.9	1.89	2.64e-03	4.88e-03	55	51
Colorectal cancer	Alzheimer's disease	Gene Ontology	myeloid leukocyte activation	down-up	-1.43	1.35	4.53e-04	5.15e-03	495	528
Colorectal cancer	Alzheimer's disease	Gene Ontology	plasma membrane signaling receptor complex	down-up	-1.5	1.61	1.63e-02	5.64e-03	160	150
Colorectal cancer	Alzheimer's disease	Gene Ontology	antigen binding	down-up	-1.85	1.92	2.13e-02	6.47e-03	31	38
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cytosolic calcium ion concentration	down-up	-1.55	1.49	2.34e-03	6.56e-03	289	304
Colorectal cancer	Alzheimer's disease	Gene Ontology	g protein coupled receptor signaling pathway	down-up	-1.4	1.3	2.97e-04	7.10e-03	789	726
Colorectal cancer	Alzheimer's disease	Gene Ontology	actin filament based process	down-up	-1.48	1.31	1.36e-04	7.12e-03	600	589
Colorectal cancer	Alzheimer's disease	Gene Ontology	ligand activated transcription factor activity	down-up	-1.91	1.87	7.56e-03	7.64e-03	41	45
Colorectal cancer	Alzheimer's disease	Gene Ontology	leukocyte mediated cytotoxicity	down-up	-1.55	1.75	4.45e-02	7.90e-03	80	82
Colorectal cancer	Alzheimer's disease	Gene Ontology	cell activation involved in immune response	down-up	-1.39	1.31	2.44e-03	8.80e-03	537	566
Colorectal cancer	Alzheimer's disease	Gene Ontology	ammonium transmembrane transporter activity	down-up	-1.79	1.97	4.51e-02	1.33e-02	23	20
Colorectal cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte mediated cytotoxicity	down-up	-1.73	1.84	3.24e-02	1.37e-02	41	41
Colorectal cancer	Alzheimer's disease	Gene Ontology	metal ion homeostasis	down-up	-1.56	1.3	2.79e-05	1.57e-02	533	538
Colorectal cancer	Alzheimer's disease	Gene Ontology	sarcolemma	down-up	-1.95	1.53	8.26e-05	1.68e-02	116	115
Colorectal cancer	Alzheimer's disease	Gene Ontology	actin cytoskeleton	down-up	-1.59	1.34	8.38e-05	2.10e-02	401	391
Colorectal cancer	Alzheimer's disease	Gene Ontology	apical part of cell	down-up	-1.51	1.41	2.34e-03	2.11e-02	324	311
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of intracellular signal transduction	down-up	-1.22	1.18	5.72e-03	2.38e-02	1434	1400
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of blood pressure	down-up	-1.88	1.45	7.00e-05	2.65e-02	149	161
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of peptide secretion	down-up	-1.31	1.31	3.57e-02	2.81e-02	396	391
Colorectal cancer	Alzheimer's disease	Gene Ontology	steroid binding	down-up	-1.94	1.57	5.75e-04	3.16e-02	84	79
Colorectal cancer	Alzheimer's disease	Gene Ontology	negative regulation of antigen processing and presentation	down-up	-1.87	1.8	1.92e-02	3.29e-02	7	8
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte chemotaxis	down-up	-1.59	1.55	2.08e-02	3.32e-02	93	98
Colorectal cancer	Alzheimer's disease	Gene Ontology	plasma membrane protein complex	down-up	-1.84	1.29	7.83e-09	3.33e-02	474	441
Colorectal cancer	Alzheimer's disease	Gene Ontology	nucleotide receptor activity	down-up	-2.52	1.8	6.78e-06	3.39e-02	17	15
Colorectal cancer	Alzheimer's disease	Gene Ontology	purinergic nucleotide receptor signaling pathway	down-up	-2.39	1.8	1.28e-04	3.39e-02	18	15
Colorectal cancer	Alzheimer's disease	Gene Ontology	g protein coupled nucleotide receptor activity	down-up	-2.33	1.76	5.60e-05	3.94e-02	12	10
Colorectal cancer	Alzheimer's disease	Gene Ontology	g protein coupled purinergic nucleotide receptor signaling pathway	down-up	-2.33	1.76	5.60e-05	3.94e-02	12	10
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular response to organic cyclic compound	down-up	-1.25	1.27	3.04e-02	4.04e-02	499	509
Colorectal cancer	Alzheimer's disease	Gene Ontology	organic hydroxy compound transmembrane transporter activity	down-up	-1.78	1.71	2.97e-02	4.88e-02	34	32
Colorectal cancer	Alzheimer's disease	Gene Ontology	amide biosynthetic process	up-down	1.96	-2.19	7.83e-09	5.63e-09	590	566
Colorectal cancer	Alzheimer's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.26	-2.58	3.85e-06	5.63e-09	66	67
Colorectal cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on rna	up-down	2.69	-2.15	7.83e-09	5.63e-09	292	257
Colorectal cancer	Alzheimer's disease	Gene Ontology	catalytic complex	up-down	1.77	-2.04	7.83e-09	5.63e-09	1066	990
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular amide metabolic process	up-down	1.63	-1.91	2.46e-07	5.63e-09	787	770
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule catabolic process	up-down	1.58	-1.75	1.40e-06	5.63e-09	884	816
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule localization	up-down	1.23	-1.71	2.34e-02	5.63e-09	1477	1416
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular protein containing complex assembly	up-down	1.74	-2.06	7.83e-09	5.63e-09	766	747
Colorectal cancer	Alzheimer's disease	Gene Ontology	envelope	up-down	1.31	-2.48	1.50e-02	5.63e-09	933	826
Colorectal cancer	Alzheimer's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.48	-1.84	4.89e-04	5.63e-09	643	613
Colorectal cancer	Alzheimer's disease	Gene Ontology	intracellular protein transport	up-down	1.31	-1.94	2.07e-02	5.63e-09	847	833
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial gene expression	up-down	2.39	-2.89	7.83e-09	5.63e-09	144	109
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial matrix	up-down	1.56	-2.5	9.85e-04	5.63e-09	377	343
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial translation	up-down	2.41	-2.91	7.83e-09	5.63e-09	122	92
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial translational termination	up-down	2.09	-2.71	5.93e-05	5.63e-09	79	58
Colorectal cancer	Alzheimer's disease	Gene Ontology	modification dependent macromolecule catabolic process	up-down	1.39	-2.14	2.04e-02	5.63e-09	489	426
Colorectal cancer	Alzheimer's disease	Gene Ontology	ncrna metabolic process	up-down	2.92	-2.18	7.83e-09	5.63e-09	353	313
Colorectal cancer	Alzheimer's disease	Gene Ontology	ncrna processing	up-down	2.91	-2.13	7.83e-09	5.63e-09	288	264
Colorectal cancer	Alzheimer's disease	Gene Ontology	organellar ribosome	up-down	2.13	-2.77	1.45e-05	5.63e-09	78	56
Colorectal cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound biosynthetic process	up-down	1.4	-1.72	9.64e-05	5.63e-09	1364	1277
Colorectal cancer	Alzheimer's disease	Gene Ontology	peptidase complex	up-down	2.11	-2.57	4.56e-05	5.63e-09	71	71
Colorectal cancer	Alzheimer's disease	Gene Ontology	peptide biosynthetic process	up-down	2.23	-2.15	7.83e-09	5.63e-09	477	461
Colorectal cancer	Alzheimer's disease	Gene Ontology	peptide metabolic process	up-down	1.92	-1.95	7.83e-09	5.63e-09	583	576
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein containing complex assembly	up-down	1.5	-1.67	1.53e-07	5.63e-09	1363	1324
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation	up-down	1.6	-2.04	2.41e-06	5.63e-09	710	616
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	1.63	-2.03	7.38e-08	5.63e-09	851	748
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex	up-down	2.6	-2.11	7.83e-09	5.63e-09	501	480
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	3.09	-2.33	7.83e-09	5.63e-09	314	315
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribosome biogenesis	up-down	3.02	-2.23	7.83e-09	5.63e-09	210	211
Colorectal cancer	Alzheimer's disease	Gene Ontology	rna binding	up-down	2.55	-1.84	7.83e-09	5.63e-09	1238	1178
Colorectal cancer	Alzheimer's disease	Gene Ontology	rna processing	up-down	2.67	-1.83	7.83e-09	5.63e-09	697	653
Colorectal cancer	Alzheimer's disease	Gene Ontology	translational elongation	up-down	2.1	-2.73	6.59e-06	5.63e-09	110	90
Colorectal cancer	Alzheimer's disease	Gene Ontology	translational termination	up-down	2.23	-2.76	9.31e-07	5.63e-09	93	72
Colorectal cancer	Alzheimer's disease	Gene Ontology	trna metabolic process	up-down	2.68	-2.47	7.83e-09	5.63e-09	146	126
Colorectal cancer	Alzheimer's disease	Gene Ontology	endopeptidase complex	up-down	2.2	-2.61	1.76e-05	5.80e-09	55	55
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribosome	up-down	2.35	-2.33	7.83e-09	7.59e-09	157	149
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular amino acid metabolic process	up-down	1.88	-2.11	1.37e-06	7.85e-09	270	257
Colorectal cancer	Alzheimer's disease	Gene Ontology	cellular protein complex disassembly	up-down	1.6	-2.27	1.04e-02	9.23e-09	179	160
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribosomal subunit	up-down	2.35	-2.35	7.83e-09	1.83e-08	122	121
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	2.35	-2.18	7.83e-09	3.66e-08	171	173
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	2.04	-2.56	9.36e-04	6.99e-08	50	52
Colorectal cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on a trna	up-down	2.5	-2.42	7.83e-09	8.71e-08	96	83
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribonucleotide binding	up-down	1.38	-1.54	1.14e-04	1.28e-07	1437	1386
Colorectal cancer	Alzheimer's disease	Gene Ontology	nucleolus	up-down	2.45	-1.72	7.83e-09	1.33e-07	709	667
Colorectal cancer	Alzheimer's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	2.2	-2.07	7.83e-09	1.64e-07	215	218
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein polyubiquitination	up-down	1.45	-2.06	2.96e-02	1.83e-07	254	219
Colorectal cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	2.16	-2.33	7.26e-06	3.09e-07	85	84
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein removal	up-down	1.82	-2.03	1.06e-04	4.07e-07	221	218
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein localization to organelle	up-down	1.64	-1.65	1.78e-06	5.09e-07	716	715
Colorectal cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to organelle	up-down	1.52	-1.8	2.12e-03	5.78e-07	413	434
Colorectal cancer	Alzheimer's disease	Gene Ontology	transferase complex	up-down	1.79	-1.71	7.83e-09	9.44e-07	623	565
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial large ribosomal subunit	up-down	1.91	-2.46	5.93e-03	1.25e-06	50	35
Colorectal cancer	Alzheimer's disease	Gene Ontology	posttranscriptional regulation of gene expression	up-down	2.08	-1.81	7.83e-09	1.32e-06	451	445
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amine metabolic process	up-down	1.7	-2.36	2.41e-02	1.50e-06	66	70
Colorectal cancer	Alzheimer's disease	Gene Ontology	structural constituent of ribosome	up-down	2.32	-2.22	5.35e-08	1.75e-06	103	105
Colorectal cancer	Alzheimer's disease	Gene Ontology	organelle localization	up-down	1.56	-1.73	3.42e-04	2.02e-06	480	479
Colorectal cancer	Alzheimer's disease	Gene Ontology	ligase activity	up-down	1.9	-2.2	4.95e-04	2.05e-06	111	101
Colorectal cancer	Alzheimer's disease	Gene Ontology	rrna metabolic process	up-down	2.85	-2.1	7.83e-09	2.09e-06	165	158
Colorectal cancer	Alzheimer's disease	Gene Ontology	amino acid activation	up-down	2.2	-2.44	6.83e-05	2.63e-06	36	36
Colorectal cancer	Alzheimer's disease	Gene Ontology	transcription coupled nucleotide excision repair	up-down	2.3	-2.29	1.39e-06	2.80e-06	59	65
Colorectal cancer	Alzheimer's disease	Gene Ontology	mrna metabolic process	up-down	2.44	-1.67	7.83e-09	2.87e-06	624	614
Colorectal cancer	Alzheimer's disease	Gene Ontology	unfolded protein binding	up-down	2.1	-2.22	3.11e-05	3.94e-06	81	84
Colorectal cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex subunit organization	up-down	2.72	-2.07	7.83e-09	5.07e-06	146	151
Colorectal cancer	Alzheimer's disease	Gene Ontology	protein folding	up-down	1.84	-2.04	2.60e-04	5.43e-06	157	157
Colorectal cancer	Alzheimer's disease	Gene Ontology	large ribosomal subunit	up-down	2.12	-2.25	1.61e-05	6.16e-06	78	73
Colorectal cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton	up-down	1.79	-1.56	7.83e-09	7.96e-06	938	836
Colorectal cancer	Alzheimer's disease	Gene Ontology	microtubule	up-down	1.64	-1.84	7.00e-04	8.19e-06	307	284
Colorectal cancer	Alzheimer's disease	Gene Ontology	regulation of transcription from rna polymerase ii promoter in response to hypoxia	up-down	1.82	-2.27	8.70e-03	8.83e-06	63	70
Colorectal cancer	Alzheimer's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.51	-1.48	1.17e-06	1.24e-05	1189	1147
Colorectal cancer	Alzheimer's disease	Gene Ontology	macromolecule catabolic process	up-down	1.54	-1.5	6.24e-07	1.71e-05	1069	998
Colorectal cancer	Alzheimer's disease	Gene Ontology	mitochondrial small ribosomal subunit	up-down	1.87	-2.35	1.57e-02	2.08e-05	26	21
Colorectal cancer	Alzheimer's disease	Gene Ontology	microtubule based process	up-down	1.76	-1.66	4.83e-08	2.64e-05	573	513
