disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Brain cancer	Parkinson's disease	Gene Ontology	cytokine production	up-up	1.87	1.8	4.41e-09	1.26e-08	644	606
Brain cancer	Parkinson's disease	Gene Ontology	dna binding transcription factor activity	up-up	1.22	2.14	2.59e-02	1.26e-08	1092	908
Brain cancer	Parkinson's disease	Gene Ontology	double stranded dna binding	up-up	1.6	1.99	5.20e-07	1.26e-08	839	754
Brain cancer	Parkinson's disease	Gene Ontology	extracellular structure organization	up-up	2.29	1.97	4.41e-09	1.26e-08	326	310
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte differentiation	up-up	1.43	2.05	6.14e-03	1.26e-08	451	416
Brain cancer	Parkinson's disease	Gene Ontology	lymphocyte activation	up-up	1.64	1.87	5.52e-06	1.26e-08	572	529
Brain cancer	Parkinson's disease	Gene Ontology	lymphocyte differentiation	up-up	1.41	2.09	1.54e-02	1.26e-08	305	283
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of biosynthetic process	up-up	1.51	1.68	1.84e-07	1.26e-08	1305	1167
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of nucleobase containing compound metabolic process	up-up	1.45	1.78	8.84e-06	1.26e-08	1201	1078
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of rna biosynthetic process	up-up	1.38	1.92	2.45e-04	1.26e-08	1054	950
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of transcription by rna polymerase ii	up-up	1.45	2.03	3.81e-04	1.26e-08	737	667
Brain cancer	Parkinson's disease	Gene Ontology	nuclear chromosome	up-up	1.56	1.89	9.65e-08	1.26e-08	1040	909
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cellular biosynthetic process	up-up	1.49	1.59	3.49e-08	1.26e-08	1677	1557
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of nucleobase containing compound metabolic process	up-up	1.53	1.61	5.71e-09	1.26e-08	1592	1459
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of rna metabolic process	up-up	1.49	1.67	1.17e-07	1.26e-08	1464	1339
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of transcription by rna polymerase ii	up-up	1.44	1.8	3.88e-05	1.26e-08	1023	951
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cell population proliferation	up-up	1.61	1.5	4.41e-09	1.26e-08	1370	1308
Brain cancer	Parkinson's disease	Gene Ontology	regulation of immune system process	up-up	1.67	1.49	4.41e-09	1.26e-08	1255	1182
Brain cancer	Parkinson's disease	Gene Ontology	regulatory region nucleic acid binding	up-up	1.34	2.12	4.35e-03	1.26e-08	817	732
Brain cancer	Parkinson's disease	Gene Ontology	response to bacterium	up-up	1.68	1.85	4.26e-06	1.26e-08	506	458
Brain cancer	Parkinson's disease	Gene Ontology	sequence specific dna binding	up-up	1.51	2.06	2.70e-06	1.26e-08	987	861
Brain cancer	Parkinson's disease	Gene Ontology	sequence specific double stranded dna binding	up-up	1.54	2.12	1.40e-05	1.26e-08	759	680
Brain cancer	Parkinson's disease	Gene Ontology	transcription regulator activity	up-up	1.35	1.89	3.34e-04	1.26e-08	1410	1210
Brain cancer	Parkinson's disease	Gene Ontology	tube development	up-up	1.8	1.73	4.41e-09	1.26e-08	906	857
Brain cancer	Parkinson's disease	Gene Ontology	tube morphogenesis	up-up	1.84	1.76	4.41e-09	1.26e-08	735	694
Brain cancer	Parkinson's disease	Gene Ontology	inflammatory response	up-up	1.62	1.71	6.78e-06	1.64e-08	603	567
Brain cancer	Parkinson's disease	Gene Ontology	t cell activation	up-up	1.83	1.89	1.96e-07	1.73e-08	398	373
Brain cancer	Parkinson's disease	Gene Ontology	epithelial cell differentiation	up-up	1.33	1.73	1.98e-02	2.91e-08	573	532
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cell activation	up-up	1.61	1.8	1.02e-04	4.55e-08	462	432
Brain cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte differentiation	up-up	1.55	2.04	4.63e-03	6.21e-08	238	218
Brain cancer	Parkinson's disease	Gene Ontology	transcription coregulator activity	up-up	1.41	1.78	6.25e-03	6.21e-08	483	461
Brain cancer	Parkinson's disease	Gene Ontology	embryo development	up-up	1.45	1.55	1.55e-04	1.10e-07	895	796
Brain cancer	Parkinson's disease	Gene Ontology	t cell differentiation	up-up	1.69	2.1	5.75e-04	1.23e-07	211	197
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte cell cell adhesion	up-up	1.85	1.95	4.35e-06	1.36e-07	291	281
Brain cancer	Parkinson's disease	Gene Ontology	regulation of lymphocyte activation	up-up	1.7	1.85	3.82e-05	1.37e-07	363	337
Brain cancer	Parkinson's disease	Gene Ontology	circulatory system development	up-up	1.73	1.52	4.41e-09	1.38e-07	934	880
Brain cancer	Parkinson's disease	Gene Ontology	chromatin binding	up-up	1.74	1.75	2.90e-06	2.51e-07	465	431
Brain cancer	Parkinson's disease	Gene Ontology	cell activation	up-up	1.73	1.43	4.41e-09	2.55e-07	1153	1094
Brain cancer	Parkinson's disease	Gene Ontology	immune system development	up-up	1.69	1.52	7.47e-09	3.99e-07	834	774
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of locomotion	up-up	1.51	1.69	8.55e-04	4.16e-07	485	466
Brain cancer	Parkinson's disease	Gene Ontology	regulation of vasculature development	up-up	1.8	1.91	7.15e-06	6.22e-07	287	274
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of immune system process	up-up	1.66	1.79	5.31e-05	6.87e-07	375	357
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of multicellular organismal process	up-up	1.25	1.47	1.52e-02	7.45e-07	1051	967
Brain cancer	Parkinson's disease	Gene Ontology	b cell activation	up-up	1.59	2.03	2.66e-03	8.15e-07	206	191
Brain cancer	Parkinson's disease	Gene Ontology	defense response to bacterium	up-up	1.51	2.1	1.57e-02	8.27e-07	185	156
Brain cancer	Parkinson's disease	Gene Ontology	defense response	up-up	1.65	1.34	4.41e-09	9.10e-07	1304	1215
Brain cancer	Parkinson's disease	Gene Ontology	response to molecule of bacterial origin	up-up	1.66	1.88	2.45e-04	9.61e-07	297	289
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cell adhesion	up-up	1.62	1.6	4.09e-06	9.65e-07	588	562
Brain cancer	Parkinson's disease	Gene Ontology	covalent chromatin modification	up-up	1.32	1.73	3.78e-02	1.76e-06	403	364
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of intracellular signal transduction	up-up	1.22	1.49	4.12e-02	2.01e-06	858	792
Brain cancer	Parkinson's disease	Gene Ontology	cellular response to biotic stimulus	up-up	1.93	1.99	4.00e-06	2.46e-06	200	194
Brain cancer	Parkinson's disease	Gene Ontology	immune receptor activity	up-up	1.78	2.17	2.36e-03	3.44e-06	102	104
Brain cancer	Parkinson's disease	Gene Ontology	i kappab kinase nf kappab signaling	up-up	1.92	1.94	1.93e-06	3.94e-06	231	202
Brain cancer	Parkinson's disease	Gene Ontology	regulation of immune effector process	up-up	1.86	1.79	5.02e-07	4.49e-06	329	313
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cellular component movement	up-up	1.25	1.47	3.14e-02	5.20e-06	866	801
Brain cancer	Parkinson's disease	Gene Ontology	response to biotic stimulus	up-up	1.86	1.36	4.41e-09	5.42e-06	1173	1088
Brain cancer	Parkinson's disease	Gene Ontology	skeletal system development	up-up	1.74	1.67	1.17e-06	5.58e-06	454	419
Brain cancer	Parkinson's disease	Gene Ontology	regulation of immune response	up-up	1.75	1.47	4.41e-09	5.65e-06	806	772
Brain cancer	Parkinson's disease	Gene Ontology	external side of plasma membrane	up-up	1.42	1.79	2.32e-02	7.97e-06	268	257
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of interleukin 6 production	up-up	1.86	2.29	1.66e-03	8.50e-06	81	76
Brain cancer	Parkinson's disease	Gene Ontology	cytokine binding	up-up	1.77	2.09	1.80e-03	8.72e-06	113	110
Brain cancer	Parkinson's disease	Gene Ontology	cell motility	up-up	1.29	1.3	3.43e-03	8.91e-06	1370	1242
Brain cancer	Parkinson's disease	Gene Ontology	humoral immune response	up-up	1.41	1.92	3.64e-02	9.59e-06	187	192
Brain cancer	Parkinson's disease	Gene Ontology	embryonic organ development	up-up	1.41	1.7	1.54e-02	1.12e-05	380	347
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine production	up-up	1.91	1.68	1.89e-08	1.15e-05	385	364
Brain cancer	Parkinson's disease	Gene Ontology	regulation of t cell activation	up-up	1.7	1.83	9.97e-05	1.21e-05	271	256
Brain cancer	Parkinson's disease	Gene Ontology	regulation of adaptive immune response	up-up	1.83	2.05	3.47e-04	1.26e-05	139	129
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of vasculature development	up-up	1.82	1.97	1.87e-04	1.37e-05	163	158
Brain cancer	Parkinson's disease	Gene Ontology	phagocytosis	up-up	1.48	1.83	1.38e-02	1.38e-05	215	214
Brain cancer	Parkinson's disease	Gene Ontology	regulation of t cell differentiation	up-up	1.58	2.09	1.40e-02	1.54e-05	119	113
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of hemopoiesis	up-up	1.52	2.09	2.94e-02	1.55e-05	120	113
Brain cancer	Parkinson's disease	Gene Ontology	regulation of lymphocyte differentiation	up-up	1.52	2	1.75e-02	1.61e-05	148	136
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cell activation	up-up	1.75	1.76	2.50e-05	1.85e-05	276	263
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of immune system process	up-up	1.71	1.44	4.41e-09	1.94e-05	886	841
Brain cancer	Parkinson's disease	Gene Ontology	embryonic morphogenesis	up-up	1.46	1.61	2.13e-03	2.01e-05	516	462
Brain cancer	Parkinson's disease	Gene Ontology	extracellular matrix	up-up	1.98	1.62	4.41e-09	2.13e-05	458	412
Brain cancer	Parkinson's disease	Gene Ontology	cell surface	up-up	1.51	1.48	4.65e-05	2.25e-05	697	665
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cell population proliferation	up-up	1.71	1.46	6.52e-09	2.25e-05	765	732
Brain cancer	Parkinson's disease	Gene Ontology	chromosome organization	up-up	2.05	1.41	4.41e-09	2.42e-05	991	892
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte proliferation	up-up	1.93	1.79	5.08e-07	3.01e-05	256	246
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte migration	up-up	1.57	1.65	7.12e-04	3.06e-05	374	373
Brain cancer	Parkinson's disease	Gene Ontology	collagen metabolic process	up-up	1.99	2.09	3.07e-04	4.36e-05	94	93
Brain cancer	Parkinson's disease	Gene Ontology	interleukin 6 production	up-up	1.81	2.03	4.86e-04	5.04e-05	127	115
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of multi organism process	up-up	2.11	1.85	8.51e-08	5.18e-05	176	173
Brain cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte proliferation	up-up	2	1.86	1.72e-06	5.26e-05	192	183
Brain cancer	Parkinson's disease	Gene Ontology	tumor necrosis factor superfamily cytokine production	up-up	2.07	1.94	3.95e-06	5.26e-05	131	124
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of lymphocyte activation	up-up	1.57	2.01	1.56e-02	5.31e-05	123	120
Brain cancer	Parkinson's disease	Gene Ontology	immune effector process	up-up	2.03	1.41	4.41e-09	5.37e-05	948	922
Brain cancer	Parkinson's disease	Gene Ontology	cell cell adhesion	up-up	1.25	1.48	4.49e-02	5.81e-05	704	632
Brain cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte mediated immunity	up-up	1.64	1.86	3.01e-03	6.08e-05	171	161
Brain cancer	Parkinson's disease	Gene Ontology	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	up-up	1.83	1.79	1.40e-05	6.93e-05	222	205
Brain cancer	Parkinson's disease	Gene Ontology	cytokine receptor activity	up-up	1.61	2.08	3.05e-02	7.73e-05	85	84
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of i kappab kinase nf kappab signaling	up-up	1.96	1.94	8.02e-06	7.73e-05	163	143
Brain cancer	Parkinson's disease	Gene Ontology	transcription factor complex	up-up	1.82	1.68	2.13e-06	8.59e-05	309	298
Brain cancer	Parkinson's disease	Gene Ontology	collagen containing extracellular matrix	up-up	2.27	1.66	4.41e-09	9.15e-05	354	327
Brain cancer	Parkinson's disease	Gene Ontology	myeloid cell differentiation	up-up	1.39	1.65	2.03e-02	1.00e-04	349	329
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte differentiation	up-up	1.74	1.95	2.62e-03	1.00e-04	130	127
Brain cancer	Parkinson's disease	Gene Ontology	transcription factor binding	up-up	1.31	1.48	2.36e-02	1.02e-04	572	545
Brain cancer	Parkinson's disease	Gene Ontology	in utero embryonic development	up-up	1.47	1.71	8.72e-03	1.19e-04	330	299
Brain cancer	Parkinson's disease	Gene Ontology	response to cytokine	up-up	1.86	1.35	4.41e-09	1.40e-04	967	971
Brain cancer	Parkinson's disease	Gene Ontology	cytokine mediated signaling pathway	up-up	1.86	1.45	4.41e-09	1.51e-04	627	635
Brain cancer	Parkinson's disease	Gene Ontology	embryo development ending in birth or egg hatching	up-up	1.48	1.49	6.02e-04	1.56e-04	568	506
Brain cancer	Parkinson's disease	Gene Ontology	response to lipid	up-up	1.35	1.4	4.75e-03	1.69e-04	804	782
Brain cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell differentiation	up-up	1.64	1.87	7.86e-03	1.70e-04	123	124
Brain cancer	Parkinson's disease	Gene Ontology	regulation of lymphocyte mediated immunity	up-up	1.56	1.94	1.75e-02	1.71e-04	125	115
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte cell cell adhesion	up-up	1.92	1.77	6.95e-06	2.64e-04	189	183
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of immune response	up-up	1.73	1.42	2.90e-08	2.88e-04	634	607
Brain cancer	Parkinson's disease	Gene Ontology	epithelium development	up-up	1.45	1.32	3.11e-05	2.90e-04	1039	937
Brain cancer	Parkinson's disease	Gene Ontology	pattern recognition receptor signaling pathway	up-up	2.04	1.81	1.77e-06	3.22e-04	164	154
Brain cancer	Parkinson's disease	Gene Ontology	cell substrate adhesion	up-up	1.55	1.63	2.52e-03	3.28e-04	301	283
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of lymphocyte differentiation	up-up	1.73	1.99	6.27e-03	3.32e-04	81	83
Brain cancer	Parkinson's disease	Gene Ontology	defense response to other organism	up-up	1.89	1.38	4.41e-09	3.43e-04	864	804
Brain cancer	Parkinson's disease	Gene Ontology	tissue remodeling	up-up	1.6	1.77	6.15e-03	3.97e-04	146	145
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of cell activation	up-up	1.59	1.84	7.86e-03	4.05e-04	165	159
Brain cancer	Parkinson's disease	Gene Ontology	lymphocyte mediated immunity	up-up	1.61	1.7	2.57e-03	4.22e-04	211	199
Brain cancer	Parkinson's disease	Gene Ontology	regulation of inflammatory response	up-up	1.36	1.66	3.88e-02	4.44e-04	284	256
Brain cancer	Parkinson's disease	Gene Ontology	endothelium development	up-up	1.61	1.84	1.76e-02	6.89e-04	105	105
Brain cancer	Parkinson's disease	Gene Ontology	lymphocyte activation involved in immune response	up-up	1.62	1.79	5.57e-03	7.45e-04	147	133
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of cell adhesion	up-up	1.45	1.61	2.04e-02	7.46e-04	237	229
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of hemopoiesis	up-up	1.79	1.75	2.23e-04	8.00e-04	158	156
Brain cancer	Parkinson's disease	Gene Ontology	cell chemotaxis	up-up	1.4	1.63	4.21e-02	8.43e-04	245	244
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cell cell adhesion	up-up	1.63	1.53	2.60e-04	8.77e-04	352	332
Brain cancer	Parkinson's disease	Gene Ontology	regulation of b cell activation	up-up	1.75	1.86	3.43e-03	1.09e-03	102	94
Brain cancer	Parkinson's disease	Gene Ontology	cellular response to vascular endothelial growth factor stimulus	up-up	2.04	2.11	2.68e-04	1.10e-03	50	46
Brain cancer	Parkinson's disease	Gene Ontology	epithelial cell development	up-up	1.41	1.66	4.75e-02	1.22e-03	186	173
Brain cancer	Parkinson's disease	Gene Ontology	interferon gamma mediated signaling pathway	up-up	2.33	1.97	7.08e-07	1.25e-03	66	66
Brain cancer	Parkinson's disease	Gene Ontology	renal system development	up-up	1.74	1.6	7.03e-05	1.29e-03	263	247
Brain cancer	Parkinson's disease	Gene Ontology	toll like receptor signaling pathway	up-up	1.98	1.81	6.71e-05	1.41e-03	122	115
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of tumor necrosis factor superfamily cytokine production	up-up	2.2	1.96	6.66e-06	1.41e-03	73	73
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte apoptotic process	up-up	1.55	1.86	4.50e-02	1.41e-03	90	89
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cell adhesion	up-up	1.82	1.51	1.78e-06	1.52e-03	348	333
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of response to cytokine stimulus	up-up	1.75	2.05	1.23e-02	1.54e-03	44	41
Brain cancer	Parkinson's disease	Gene Ontology	cytokine metabolic process	up-up	1.81	1.84	1.35e-03	1.59e-03	105	100
Brain cancer	Parkinson's disease	Gene Ontology	wound healing	up-up	1.53	1.43	6.48e-04	1.61e-03	472	461
Brain cancer	Parkinson's disease	Gene Ontology	cytokine secretion	up-up	1.53	1.67	1.02e-02	1.63e-03	189	174
Brain cancer	Parkinson's disease	Gene Ontology	ossification	up-up	1.58	1.51	8.75e-04	1.63e-03	347	320
Brain cancer	Parkinson's disease	Gene Ontology	regulation of alpha beta t cell activation	up-up	1.69	1.95	1.70e-02	1.67e-03	77	71
Brain cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway	up-up	1.75	1.73	1.74e-03	1.67e-03	131	130
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of adaptive immune response	up-up	1.97	1.86	3.33e-04	1.72e-03	90	83
Brain cancer	Parkinson's disease	Gene Ontology	regulation of endothelial cell migration	up-up	1.55	1.72	1.89e-02	1.77e-03	140	133
Brain cancer	Parkinson's disease	Gene Ontology	intracellular receptor signaling pathway	up-up	1.34	1.58	4.84e-02	1.83e-03	233	231
Brain cancer	Parkinson's disease	Gene Ontology	regulation of cell death	up-up	1.44	1.2	4.36e-06	2.00e-03	1381	1311
Brain cancer	Parkinson's disease	Gene Ontology	regulation of response to external stimulus	up-up	1.44	1.3	9.59e-05	2.12e-03	906	844
Brain cancer	Parkinson's disease	Gene Ontology	innate immune response	up-up	1.89	1.33	4.41e-09	2.24e-03	710	671
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of cytokine production	up-up	1.6	1.59	1.68e-03	2.24e-03	230	220
Brain cancer	Parkinson's disease	Gene Ontology	intrinsic apoptotic signaling pathway in response to dna damage	up-up	1.91	1.84	5.73e-04	2.36e-03	89	87
Brain cancer	Parkinson's disease	Gene Ontology	t cell proliferation	up-up	2.05	1.68	6.49e-07	2.38e-03	163	154
Brain cancer	Parkinson's disease	Gene Ontology	urogenital system development	up-up	1.73	1.54	7.33e-05	2.38e-03	295	282
Brain cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte activation	up-up	1.88	1.37	4.41e-09	2.54e-03	527	528
Brain cancer	Parkinson's disease	Gene Ontology	vascular endothelial growth factor signaling pathway	up-up	1.72	2.08	2.53e-02	2.64e-03	33	30
Brain cancer	Parkinson's disease	Gene Ontology	interleukin 8 production	up-up	1.86	1.9	2.26e-03	2.81e-03	65	62
Brain cancer	Parkinson's disease	Gene Ontology	regulation of response to cytokine stimulus	up-up	1.81	1.71	4.18e-04	2.95e-03	143	138
Brain cancer	Parkinson's disease	Gene Ontology	endothelial cell migration	up-up	1.62	1.6	3.31e-03	2.96e-03	179	173
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of nik nf kappab signaling	up-up	1.62	1.9	1.80e-02	2.96e-03	68	62
Brain cancer	Parkinson's disease	Gene Ontology	secretory granule membrane	up-up	1.57	1.59	3.91e-03	3.00e-03	238	223
Brain cancer	Parkinson's disease	Gene Ontology	protein dna complex	up-up	1.62	1.69	7.44e-03	3.08e-03	140	143
Brain cancer	Parkinson's disease	Gene Ontology	alpha beta t cell activation	up-up	1.72	1.79	3.02e-03	3.18e-03	117	106
Brain cancer	Parkinson's disease	Gene Ontology	homeostasis of number of cells	up-up	1.66	1.6	1.94e-03	3.24e-03	210	204
Brain cancer	Parkinson's disease	Gene Ontology	regulation of dna binding transcription factor activity	up-up	1.4	1.46	1.25e-02	3.29e-03	369	336
Brain cancer	Parkinson's disease	Gene Ontology	histone binding	up-up	1.62	1.67	4.08e-03	3.43e-03	164	150
Brain cancer	Parkinson's disease	Gene Ontology	leukocyte mediated immunity	up-up	1.94	1.33	4.41e-09	3.53e-03	633	621
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of cell population proliferation	up-up	1.34	1.36	1.02e-02	3.69e-03	598	579
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of cell cell adhesion	up-up	1.76	1.55	4.68e-05	3.84e-03	225	217
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of inflammatory response	up-up	1.56	1.74	2.20e-02	3.84e-03	118	112
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway	up-up	1.81	1.83	3.69e-03	4.04e-03	90	85
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of immune effector process	up-up	1.6	1.74	2.57e-02	4.06e-03	99	99
Brain cancer	Parkinson's disease	Gene Ontology	regulation of b cell proliferation	up-up	1.69	1.96	1.77e-02	4.17e-03	55	52
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cycle g1 s phase transition	up-up	2.52	1.83	4.41e-09	4.23e-03	93	90
Brain cancer	Parkinson's disease	Gene Ontology	regulation of response to stress	up-up	1.54	1.17	4.12e-08	4.27e-03	1246	1169
Brain cancer	Parkinson's disease	Gene Ontology	integrin mediated signaling pathway	up-up	1.87	1.83	1.59e-03	4.29e-03	94	90
Brain cancer	Parkinson's disease	Gene Ontology	skeletal system morphogenesis	up-up	1.66	1.59	9.02e-04	4.35e-03	207	191
Brain cancer	Parkinson's disease	Gene Ontology	blood vessel endothelial cell migration	up-up	1.68	1.7	8.47e-03	4.37e-03	105	101
Brain cancer	Parkinson's disease	Gene Ontology	g0 to g1 transition	up-up	1.74	1.99	1.75e-02	4.37e-03	38	35
Brain cancer	Parkinson's disease	Gene Ontology	response to wounding	up-up	1.5	1.34	4.02e-04	4.68e-03	570	557
Brain cancer	Parkinson's disease	Gene Ontology	chemokine production	up-up	1.7	1.84	1.50e-02	4.76e-03	74	75
Brain cancer	Parkinson's disease	Gene Ontology	activation of immune response	up-up	1.82	1.38	4.08e-08	4.77e-03	493	473
Brain cancer	Parkinson's disease	Gene Ontology	negative regulation of immune response	up-up	1.76	1.73	1.18e-03	5.14e-03	124	120
Brain cancer	Parkinson's disease	Gene Ontology	regulation of humoral immune response	up-up	1.74	1.9	1.17e-02	5.14e-03	55	59
Brain cancer	Parkinson's disease	Gene Ontology	positive regulation of immune effector process	up-up	1.68	1.58	1.72e-03	5.18e-03	177	175
