disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Parkinson's disease	Stomach cancer	HallMark	il6 jak stat3 signaling	up-up	2.09	2.04	1.26e-05	1.76e-05	85	78
Parkinson's disease	Stomach cancer	HallMark	complement	up-up	1.56	1.93	2.79e-03	3.57e-06	178	164
Parkinson's disease	Stomach cancer	HallMark	coagulation	up-up	1.6	1.62	3.50e-03	2.82e-03	130	121
Parkinson's disease	Stomach cancer	HallMark	allograft rejection	up-up	1.44	2.25	7.95e-03	5.00e-10	186	178
Parkinson's disease	Stomach cancer	HallMark	tgf beta signaling	up-up	1.65	1.48	1.04e-02	3.46e-02	49	50
Parkinson's disease	Stomach cancer	HallMark	interferon gamma response	up-up	1.44	2.49	1.44e-02	5.00e-10	170	172
Parkinson's disease	Stomach cancer	HallMark	interferon alpha response	up-up	1.51	2.27	1.74e-02	7.20e-08	77	79
Parkinson's disease	Stomach cancer	HallMark	epithelial mesenchymal transition	up-up	1.36	2.81	2.19e-02	5.00e-10	190	187
Parkinson's disease	Stomach cancer	HallMark	wnt beta catenin signaling	up-up	1.66	1.56	2.37e-02	3.46e-02	34	37
Parkinson's disease	Stomach cancer	HallMark	oxidative phosphorylation	down-down	-3.09	-1.77	5.00e-09	3.27e-05	187	172
Parkinson's disease	Stomach cancer	HallMark	fatty acid metabolism	down-down	-1.9	-2.2	2.09e-05	6.24e-08	138	130
Parkinson's disease	Stomach cancer	HallMark	adipogenesis	down-down	-1.69	-1.67	3.97e-04	3.42e-04	174	178
Parkinson's disease	Stomach cancer	HallMark	peroxisome	down-down	-1.51	-1.62	1.35e-02	2.03e-03	94	92
Parkinson's disease	Stomach cancer	HallMark	pancreas beta cells	down-down	-1.66	-1.94	1.65e-02	9.75e-04	39	39
Parkinson's disease	Thyroid cancer	HallMark	tnfa signaling via nfkb	up-up	2.02	1.62	1.63e-07	5.71e-04	190	196
Parkinson's disease	Thyroid cancer	HallMark	inflammatory response	up-up	1.99	2.28	8.68e-07	1.25e-09	192	200
Parkinson's disease	Thyroid cancer	HallMark	il2 stat5 signaling	up-up	1.92	1.64	4.49e-06	2.75e-04	172	198
Parkinson's disease	Thyroid cancer	HallMark	il6 jak stat3 signaling	up-up	2.09	2.01	1.26e-05	1.68e-05	85	87
Parkinson's disease	Thyroid cancer	HallMark	hypoxia	up-up	1.66	1.31	2.10e-04	3.11e-02	193	200
Parkinson's disease	Thyroid cancer	HallMark	p53 pathway	up-up	1.64	1.68	2.25e-04	3.23e-04	186	195
Parkinson's disease	Thyroid cancer	HallMark	complement	up-up	1.56	1.8	2.79e-03	1.17e-05	178	198
Parkinson's disease	Thyroid cancer	HallMark	coagulation	up-up	1.6	2.16	3.50e-03	5.56e-08	130	137
Parkinson's disease	Thyroid cancer	HallMark	allograft rejection	up-up	1.44	2.06	7.95e-03	2.09e-08	186	198
Parkinson's disease	Thyroid cancer	HallMark	interferon gamma response	up-up	1.44	2.29	1.44e-02	1.25e-09	170	196
Parkinson's disease	Thyroid cancer	HallMark	interferon alpha response	up-up	1.51	2.29	1.74e-02	5.56e-08	77	94
Parkinson's disease	Thyroid cancer	HallMark	epithelial mesenchymal transition	up-up	1.36	2.38	2.19e-02	1.25e-09	190	199
Parkinson's disease	Thyroid cancer	HallMark	wnt beta catenin signaling	up-up	1.66	1.72	2.37e-02	9.26e-03	34	41
Parkinson's disease	Thyroid cancer	HallMark	oxidative phosphorylation	down-down	-3.09	-2.56	5.00e-09	1.25e-09	187	196
Parkinson's disease	Thyroid cancer	HallMark	fatty acid metabolism	down-down	-1.9	-1.65	2.09e-05	1.49e-03	138	154
Parkinson's disease	Thyroid cancer	HallMark	adipogenesis	down-down	-1.69	-1.69	3.97e-04	2.84e-04	174	197
Alzheimer's disease	Brain cancer	HallMark	epithelial mesenchymal transition	up-up	2.13	2.57	4.14e-08	7.14e-10	190	187
Alzheimer's disease	Brain cancer	HallMark	inflammatory response	up-up	2.12	1.84	4.46e-08	7.59e-06	192	197
Alzheimer's disease	Brain cancer	HallMark	allograft rejection	up-up	2.09	2.17	7.03e-08	2.17e-09	186	178
Alzheimer's disease	Brain cancer	HallMark	il6 jak stat3 signaling	up-up	2.19	2.34	4.69e-06	1.68e-08	85	78
Alzheimer's disease	Brain cancer	HallMark	coagulation	up-up	2.01	1.82	9.30e-06	7.37e-05	130	123
Alzheimer's disease	Brain cancer	HallMark	tnfa signaling via nfkb	up-up	1.74	2.24	1.21e-04	7.14e-10	190	183
Alzheimer's disease	Brain cancer	HallMark	il2 stat5 signaling	up-up	1.7	1.82	2.69e-04	8.11e-06	173	184
Alzheimer's disease	Brain cancer	HallMark	hypoxia	up-up	1.61	1.55	3.75e-04	1.18e-03	193	184
Alzheimer's disease	Brain cancer	HallMark	interferon gamma response	up-up	1.54	2.78	3.51e-03	7.14e-10	170	173
Alzheimer's disease	Brain cancer	HallMark	p53 pathway	up-up	1.5	1.82	3.51e-03	2.04e-05	186	173
Alzheimer's disease	Brain cancer	HallMark	complement	up-up	1.45	1.57	1.01e-02	1.96e-03	179	168
Alzheimer's disease	Thyroid cancer	HallMark	epithelial mesenchymal transition	up-up	2.13	2.38	4.14e-08	1.25e-09	190	199
Alzheimer's disease	Thyroid cancer	HallMark	inflammatory response	up-up	2.12	2.28	4.46e-08	1.25e-09	192	200
Alzheimer's disease	Thyroid cancer	HallMark	allograft rejection	up-up	2.09	2.06	7.03e-08	2.09e-08	186	198
Alzheimer's disease	Thyroid cancer	HallMark	il6 jak stat3 signaling	up-up	2.19	2.01	4.69e-06	1.68e-05	85	87
Alzheimer's disease	Thyroid cancer	HallMark	coagulation	up-up	2.01	2.16	9.30e-06	5.56e-08	130	137
Alzheimer's disease	Thyroid cancer	HallMark	tnfa signaling via nfkb	up-up	1.74	1.62	1.21e-04	5.71e-04	190	196
Alzheimer's disease	Thyroid cancer	HallMark	il2 stat5 signaling	up-up	1.7	1.64	2.69e-04	2.75e-04	173	198
Alzheimer's disease	Thyroid cancer	HallMark	hypoxia	up-up	1.61	1.31	3.75e-04	3.11e-02	193	200
Alzheimer's disease	Thyroid cancer	HallMark	interferon gamma response	up-up	1.54	2.29	3.51e-03	1.25e-09	170	196
Alzheimer's disease	Thyroid cancer	HallMark	p53 pathway	up-up	1.5	1.68	3.51e-03	3.23e-04	186	195
Alzheimer's disease	Thyroid cancer	HallMark	complement	up-up	1.45	1.8	1.01e-02	1.17e-05	179	198
Alzheimer's disease	Thyroid cancer	HallMark	kras signaling up	up-up	1.43	1.49	1.10e-02	2.88e-03	190	198
Alzheimer's disease	Thyroid cancer	HallMark	apical junction	up-up	1.37	2.07	1.69e-02	3.90e-08	176	195
Alzheimer's disease	Thyroid cancer	HallMark	oxidative phosphorylation	down-down	-3.37	-2.56	2.50e-09	1.25e-09	187	196
Alzheimer's disease	Thyroid cancer	HallMark	fatty acid metabolism	down-down	-1.98	-1.65	1.01e-05	1.49e-03	138	154
Alzheimer's disease	Thyroid cancer	HallMark	unfolded protein response	down-down	-1.99	-1.45	2.28e-05	4.39e-02	105	109
Alzheimer's disease	Thyroid cancer	HallMark	adipogenesis	down-down	-1.6	-1.69	3.43e-03	2.84e-04	174	197
Parkinson's disease	Breast cancer	HallMark	tnfa signaling via nfkb	up-down	2.02	-1.81	1.63e-07	1.98e-06	190	196
Parkinson's disease	Breast cancer	HallMark	il2 stat5 signaling	up-down	1.92	-1.38	4.49e-06	1.41e-02	172	198
Parkinson's disease	Breast cancer	HallMark	hypoxia	up-down	1.66	-1.66	2.10e-04	7.03e-05	193	200
Parkinson's disease	Breast cancer	HallMark	p53 pathway	up-down	1.64	-1.33	2.25e-04	1.13e-02	186	195
Parkinson's disease	Breast cancer	HallMark	coagulation	up-down	1.6	-1.52	3.50e-03	4.93e-03	130	137
Parkinson's disease	Breast cancer	HallMark	epithelial mesenchymal transition	up-down	1.36	-1.26	2.19e-02	4.32e-02	190	199
Parkinson's disease	Breast cancer	HallMark	wnt beta catenin signaling	up-down	1.66	-1.54	2.37e-02	2.41e-02	34	41
Parkinson's disease	Breast cancer	HallMark	myogenesis	up-down	1.32	-2.08	3.80e-02	3.18e-09	194	198
Parkinson's disease	Breast cancer	HallMark	myc targets v1	down-up	-1.98	2.3	1.03e-06	8.33e-10	182	193
Parkinson's disease	Breast cancer	HallMark	mtorc1 signaling	down-up	-1.9	2.23	1.67e-06	8.33e-10	190	196
Parkinson's disease	Breast cancer	HallMark	dna repair	down-up	-1.47	1.76	2.19e-02	5.90e-05	128	146
Parkinson's disease	Breast cancer	HallMark	myc targets v2	down-up	-1.57	2.07	2.62e-02	8.83e-06	52	56
Parkinson's disease	Breast cancer	HallMark	glycolysis	down-up	-1.37	1.74	4.88e-02	1.17e-05	182	198
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	tnfa signaling via nfkb	up-down	2.02	-2.92	1.63e-07	5.00e-09	190	191
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	inflammatory response	up-down	1.99	-1.58	8.68e-07	8.09e-04	192	198
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	il2 stat5 signaling	up-down	1.92	-1.32	4.49e-06	4.66e-02	172	195
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	il6 jak stat3 signaling	up-down	2.09	-1.73	1.26e-05	2.73e-03	85	84
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	hypoxia	up-down	1.66	-2.03	2.10e-04	2.64e-07	193	195
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	p53 pathway	up-down	1.64	-1.33	2.25e-04	4.96e-02	186	187
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	complement	up-down	1.56	-1.51	2.79e-03	4.57e-03	178	191
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	interferon gamma response	up-down	1.44	-1.34	1.44e-02	4.62e-02	170	187
Parkinson's disease	Lung cancer	HallMark	tnfa signaling via nfkb	up-down	2.02	-2.88	1.63e-07	8.33e-10	190	179
Parkinson's disease	Lung cancer	HallMark	inflammatory response	up-down	1.99	-2.39	8.68e-07	8.33e-10	192	197
Parkinson's disease	Lung cancer	HallMark	il2 stat5 signaling	up-down	1.92	-1.75	4.49e-06	1.04e-04	172	184
Parkinson's disease	Lung cancer	HallMark	il6 jak stat3 signaling	up-down	2.09	-1.79	1.26e-05	1.09e-03	85	78
Parkinson's disease	Lung cancer	HallMark	hypoxia	up-down	1.66	-1.51	2.10e-04	5.22e-03	193	181
Parkinson's disease	Lung cancer	HallMark	complement	up-down	1.56	-1.77	2.79e-03	6.20e-05	178	164
Parkinson's disease	Lung cancer	HallMark	allograft rejection	up-down	1.44	-1.47	7.95e-03	7.05e-03	186	172
Parkinson's disease	Lung cancer	HallMark	tgf beta signaling	up-down	1.65	-2.19	1.04e-02	2.31e-05	49	50
Parkinson's disease	Lung cancer	HallMark	interferon gamma response	up-down	1.44	-2.2	1.44e-02	5.03e-09	170	172
Parkinson's disease	Lung cancer	HallMark	interferon alpha response	up-down	1.51	-2.07	1.74e-02	2.31e-05	77	78
Parkinson's disease	Lung cancer	HallMark	myogenesis	up-down	1.32	-1.92	3.80e-02	5.43e-06	194	176
Parkinson's disease	Lung cancer	HallMark	oxidative phosphorylation	down-up	-3.09	1.62	5.00e-09	1.48e-03	187	171
Parkinson's disease	Lung cancer	HallMark	myc targets v1	down-up	-1.98	2.4	1.03e-06	8.33e-10	182	167
Parkinson's disease	Lung cancer	HallMark	mtorc1 signaling	down-up	-1.9	1.75	1.67e-06	1.05e-04	190	174
Parkinson's disease	Lung cancer	HallMark	dna repair	down-up	-1.47	1.68	2.19e-02	9.23e-04	128	131
Parkinson's disease	Lung cancer	HallMark	myc targets v2	down-up	-1.57	2.29	2.62e-02	1.21e-06	52	49
Parkinson's disease	Lung cancer	HallMark	glycolysis	down-up	-1.37	2.41	4.88e-02	8.33e-10	182	176
Parkinson's disease	Prostate cancer	HallMark	hypoxia	up-down	1.66	-1.79	2.10e-04	1.98e-05	193	184
Parkinson's disease	Prostate cancer	HallMark	tgf beta signaling	up-down	1.65	-1.53	1.04e-02	2.72e-02	49	51
Parkinson's disease	Prostate cancer	HallMark	interferon alpha response	up-down	1.51	-1.53	1.74e-02	1.52e-02	77	79
Parkinson's disease	Prostate cancer	HallMark	epithelial mesenchymal transition	up-down	1.36	-2.1	2.19e-02	1.48e-09	190	187
Parkinson's disease	Prostate cancer	HallMark	myogenesis	up-down	1.32	-2.07	3.80e-02	1.96e-08	194	177
Parkinson's disease	Prostate cancer	HallMark	myc targets v1	down-up	-1.98	2.61	1.03e-06	1.48e-09	182	169
Parkinson's disease	Prostate cancer	HallMark	mtorc1 signaling	down-up	-1.9	1.67	1.67e-06	4.74e-04	190	175
Parkinson's disease	Prostate cancer	HallMark	myc targets v2	down-up	-1.57	2.43	2.62e-02	4.26e-07	52	50
Parkinson's disease	Prostate cancer	HallMark	glycolysis	down-up	-1.37	1.42	4.88e-02	2.22e-02	182	177
Alzheimer's disease	Bladder cancer	HallMark	epithelial mesenchymal transition	up-down	2.13	-2.64	4.14e-08	4.55e-10	190	193
Alzheimer's disease	Bladder cancer	HallMark	inflammatory response	up-down	2.12	-2.39	4.46e-08	4.55e-10	192	198
Alzheimer's disease	Bladder cancer	HallMark	allograft rejection	up-down	2.09	-2.49	7.03e-08	4.55e-10	186	185
Alzheimer's disease	Bladder cancer	HallMark	il6 jak stat3 signaling	up-down	2.19	-1.72	4.69e-06	1.35e-03	85	85
Alzheimer's disease	Bladder cancer	HallMark	coagulation	up-down	2.01	-1.75	9.30e-06	1.30e-04	130	131
Alzheimer's disease	Bladder cancer	HallMark	myogenesis	up-down	1.85	-2.02	1.64e-05	2.85e-08	194	193
Alzheimer's disease	Bladder cancer	HallMark	tnfa signaling via nfkb	up-down	1.74	-2.83	1.21e-04	4.55e-10	190	190
Alzheimer's disease	Bladder cancer	HallMark	il2 stat5 signaling	up-down	1.7	-1.87	2.69e-04	1.31e-06	173	194
Alzheimer's disease	Bladder cancer	HallMark	hypoxia	up-down	1.61	-1.37	3.75e-04	1.45e-02	193	196
Alzheimer's disease	Bladder cancer	HallMark	interferon gamma response	up-down	1.54	-2.16	3.51e-03	4.55e-10	170	189
Alzheimer's disease	Bladder cancer	HallMark	complement	up-down	1.45	-1.93	1.01e-02	1.31e-06	179	187
Alzheimer's disease	Bladder cancer	HallMark	kras signaling up	up-down	1.43	-2.45	1.10e-02	4.55e-10	190	188
Alzheimer's disease	Bladder cancer	HallMark	apical junction	up-down	1.37	-1.41	1.69e-02	1.00e-02	176	190
Alzheimer's disease	Bladder cancer	HallMark	estrogen response early	up-down	1.32	-1.72	2.86e-02	6.58e-05	186	184
Alzheimer's disease	Bladder cancer	HallMark	myc targets v1	down-up	-2.54	2.65	2.50e-09	4.55e-10	182	183
Alzheimer's disease	Bladder cancer	HallMark	mtorc1 signaling	down-up	-2.19	1.67	6.78e-09	3.20e-04	191	191
Alzheimer's disease	Bladder cancer	HallMark	dna repair	down-up	-2.01	1.99	9.30e-06	1.71e-06	128	139
Alzheimer's disease	Bladder cancer	HallMark	unfolded protein response	down-up	-1.99	1.87	2.28e-05	6.69e-05	105	104
Alzheimer's disease	Bladder cancer	HallMark	uv response up	down-up	-1.48	1.42	1.49e-02	1.90e-02	152	154
Alzheimer's disease	Bladder cancer	HallMark	myc targets v2	down-up	-1.57	2.65	1.99e-02	4.55e-10	52	53
Alzheimer's disease	Breast cancer	HallMark	epithelial mesenchymal transition	up-down	2.13	-1.26	4.14e-08	4.32e-02	190	199
Alzheimer's disease	Breast cancer	HallMark	coagulation	up-down	2.01	-1.52	9.30e-06	4.93e-03	130	137
Alzheimer's disease	Breast cancer	HallMark	myogenesis	up-down	1.85	-2.08	1.64e-05	3.18e-09	194	198
Alzheimer's disease	Breast cancer	HallMark	tnfa signaling via nfkb	up-down	1.74	-1.81	1.21e-04	1.98e-06	190	196
Alzheimer's disease	Breast cancer	HallMark	il2 stat5 signaling	up-down	1.7	-1.38	2.69e-04	1.41e-02	173	198
Alzheimer's disease	Breast cancer	HallMark	hypoxia	up-down	1.61	-1.66	3.75e-04	7.03e-05	193	200
Alzheimer's disease	Breast cancer	HallMark	p53 pathway	up-down	1.5	-1.33	3.51e-03	1.13e-02	186	195
Alzheimer's disease	Breast cancer	HallMark	kras signaling up	up-down	1.43	-1.5	1.10e-02	3.15e-03	190	198
Alzheimer's disease	Breast cancer	HallMark	apical junction	up-down	1.37	-1.31	1.69e-02	1.64e-02	176	195
Alzheimer's disease	Breast cancer	HallMark	myc targets v1	down-up	-2.54	2.3	2.50e-09	8.33e-10	182	193
Alzheimer's disease	Breast cancer	HallMark	mtorc1 signaling	down-up	-2.19	2.23	6.78e-09	8.33e-10	191	196
Alzheimer's disease	Breast cancer	HallMark	dna repair	down-up	-2.01	1.76	9.30e-06	5.90e-05	128	146
Alzheimer's disease	Breast cancer	HallMark	unfolded protein response	down-up	-1.99	1.82	2.28e-05	9.22e-05	105	109
Alzheimer's disease	Breast cancer	HallMark	uv response up	down-up	-1.48	1.47	1.49e-02	7.99e-03	152	158
Alzheimer's disease	Breast cancer	HallMark	myc targets v2	down-up	-1.57	2.07	1.99e-02	8.83e-06	52	56
Alzheimer's disease	Cervical cancer	HallMark	myogenesis	up-down	1.85	-1.79	1.64e-05	2.18e-05	194	183
Alzheimer's disease	Cervical cancer	HallMark	kras signaling dn	up-down	1.67	-1.62	3.75e-04	2.24e-04	190	176
Alzheimer's disease	Cervical cancer	HallMark	estrogen response early	up-down	1.32	-2.1	2.86e-02	1.56e-08	186	181
Alzheimer's disease	Cervical cancer	HallMark	myc targets v1	down-up	-2.54	2.64	2.50e-09	6.25e-10	182	180
Alzheimer's disease	Cervical cancer	HallMark	mtorc1 signaling	down-up	-2.19	2.25	6.78e-09	6.25e-10	191	180
Alzheimer's disease	Cervical cancer	HallMark	dna repair	down-up	-2.01	2.24	9.30e-06	6.25e-10	128	129
Alzheimer's disease	Cervical cancer	HallMark	unfolded protein response	down-up	-1.99	1.92	2.28e-05	1.87e-05	105	103
Alzheimer's disease	Cervical cancer	HallMark	uv response up	down-up	-1.48	1.68	1.49e-02	6.52e-04	152	148
Alzheimer's disease	Cervical cancer	HallMark	myc targets v2	down-up	-1.57	2.3	1.99e-02	1.21e-07	52	52
Alzheimer's disease	Colorectal cancer	HallMark	allograft rejection	up-down	2.09	-1.59	7.03e-08	1.71e-03	186	171
Alzheimer's disease	Colorectal cancer	HallMark	myogenesis	up-down	1.85	-1.51	1.64e-05	3.34e-03	194	163
Alzheimer's disease	Colorectal cancer	HallMark	kras signaling up	up-down	1.43	-1.31	1.10e-02	4.90e-02	190	161
Alzheimer's disease	Colorectal cancer	HallMark	myc targets v1	down-up	-2.54	3.15	2.50e-09	8.33e-10	182	157
Alzheimer's disease	Colorectal cancer	HallMark	mtorc1 signaling	down-up	-2.19	2.39	6.78e-09	8.33e-10	191	167
Alzheimer's disease	Colorectal cancer	HallMark	dna repair	down-up	-2.01	2.3	9.30e-06	3.51e-09	128	123
Alzheimer's disease	Colorectal cancer	HallMark	unfolded protein response	down-up	-1.99	2.46	2.28e-05	8.33e-10	105	89
Alzheimer's disease	Colorectal cancer	HallMark	uv response up	down-up	-1.48	1.45	1.49e-02	2.41e-02	152	140
Alzheimer's disease	Colorectal cancer	HallMark	myc targets v2	down-up	-1.57	2.75	1.99e-02	8.33e-10	52	46
Alzheimer's disease	Head and neck cancer	HallMark	myogenesis	up-down	1.85	-1.38	1.64e-05	1.40e-02	194	177
Alzheimer's disease	Head and neck cancer	HallMark	kras signaling dn	up-down	1.67	-1.43	3.75e-04	7.79e-03	190	176
Alzheimer's disease	Head and neck cancer	HallMark	estrogen response early	up-down	1.32	-1.51	2.86e-02	2.95e-03	186	177
Alzheimer's disease	Head and neck cancer	HallMark	myc targets v1	down-up	-2.54	2.63	2.50e-09	5.00e-10	182	169
Alzheimer's disease	Head and neck cancer	HallMark	mtorc1 signaling	down-up	-2.19	2.4	6.78e-09	5.00e-10	191	175
Alzheimer's disease	Head and neck cancer	HallMark	dna repair	down-up	-2.01	2.06	9.30e-06	6.27e-07	128	131
Alzheimer's disease	Head and neck cancer	HallMark	unfolded protein response	down-up	-1.99	2.04	2.28e-05	3.28e-06	105	100
Alzheimer's disease	Head and neck cancer	HallMark	uv response up	down-up	-1.48	1.71	1.49e-02	1.11e-03	152	140
Alzheimer's disease	Head and neck cancer	HallMark	myc targets v2	down-up	-1.57	2.5	1.99e-02	5.00e-10	52	49
Alzheimer's disease	Lung cancer	HallMark	inflammatory response	up-down	2.12	-2.39	4.46e-08	8.33e-10	192	197
Alzheimer's disease	Lung cancer	HallMark	allograft rejection	up-down	2.09	-1.47	7.03e-08	7.05e-03	186	172
Alzheimer's disease	Lung cancer	HallMark	il6 jak stat3 signaling	up-down	2.19	-1.79	4.69e-06	1.09e-03	85	78
Alzheimer's disease	Lung cancer	HallMark	myogenesis	up-down	1.85	-1.92	1.64e-05	5.43e-06	194	176
Alzheimer's disease	Lung cancer	HallMark	tnfa signaling via nfkb	up-down	1.74	-2.88	1.21e-04	8.33e-10	190	179
Alzheimer's disease	Lung cancer	HallMark	il2 stat5 signaling	up-down	1.7	-1.75	2.69e-04	1.04e-04	173	184
Alzheimer's disease	Lung cancer	HallMark	hypoxia	up-down	1.61	-1.51	3.75e-04	5.22e-03	193	181
Alzheimer's disease	Lung cancer	HallMark	interferon gamma response	up-down	1.54	-2.2	3.51e-03	5.03e-09	170	172
Alzheimer's disease	Lung cancer	HallMark	complement	up-down	1.45	-1.77	1.01e-02	6.20e-05	179	164
Alzheimer's disease	Lung cancer	HallMark	kras signaling up	up-down	1.43	-1.92	1.10e-02	3.78e-06	190	171
Alzheimer's disease	Lung cancer	HallMark	apical junction	up-down	1.37	-1.29	1.69e-02	4.48e-02	176	180
Alzheimer's disease	Lung cancer	HallMark	estrogen response early	up-down	1.32	-1.56	2.86e-02	2.08e-03	186	174
Alzheimer's disease	Lung cancer	HallMark	myc targets v1	down-up	-2.54	2.4	2.50e-09	8.33e-10	182	167
Alzheimer's disease	Lung cancer	HallMark	oxidative phosphorylation	down-up	-3.37	1.62	2.50e-09	1.48e-03	187	171
Alzheimer's disease	Lung cancer	HallMark	mtorc1 signaling	down-up	-2.19	1.75	6.78e-09	1.05e-04	191	174
Alzheimer's disease	Lung cancer	HallMark	dna repair	down-up	-2.01	1.68	9.30e-06	9.23e-04	128	131
Alzheimer's disease	Lung cancer	HallMark	unfolded protein response	down-up	-1.99	1.7	2.28e-05	1.75e-03	105	97
Alzheimer's disease	Lung cancer	HallMark	myc targets v2	down-up	-1.57	2.29	1.99e-02	1.21e-06	52	49
Alzheimer's disease	Liver cancer	HallMark	inflammatory response	up-down	2.12	-1.87	4.46e-08	8.76e-06	192	192
Alzheimer's disease	Liver cancer	HallMark	allograft rejection	up-down	2.09	-1.84	7.03e-08	2.38e-05	186	174
Alzheimer's disease	Liver cancer	HallMark	il6 jak stat3 signaling	up-down	2.19	-1.67	4.69e-06	1.43e-03	85	78
Alzheimer's disease	Liver cancer	HallMark	coagulation	up-down	2.01	-2.05	9.30e-06	3.04e-06	130	122
Alzheimer's disease	Liver cancer	HallMark	myogenesis	up-down	1.85	-1.41	1.64e-05	2.24e-02	194	177
Alzheimer's disease	Liver cancer	HallMark	tnfa signaling via nfkb	up-down	1.74	-1.41	1.21e-04	2.44e-02	190	178
Alzheimer's disease	Liver cancer	HallMark	il2 stat5 signaling	up-down	1.7	-1.29	2.69e-04	5.00e-02	173	164
Alzheimer's disease	Liver cancer	HallMark	hypoxia	up-down	1.61	-1.29	3.75e-04	5.00e-02	193	179
