disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Pancreatic cancer	Alzheimer's disease	Gene Ontology	sensory perception of smell	down-up	-2.69	1.68	6.36e-09	2.61e-02	68	52
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of blood pressure	down-up	-1.46	1.45	3.54e-02	2.65e-02	150	161
Pancreatic cancer	Alzheimer's disease	Gene Ontology	detection of stimulus	down-up	-1.88	1.38	3.24e-05	3.27e-02	262	238
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ammonium transmembrane transport	down-up	-1.85	1.78	2.78e-02	4.22e-02	12	11
Pancreatic cancer	Alzheimer's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.28	-2.58	7.68e-06	5.63e-09	69	67
Pancreatic cancer	Alzheimer's disease	Gene Ontology	atp metabolic process	up-down	1.59	-2.61	5.30e-03	5.63e-09	236	227
Pancreatic cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on rna	up-down	1.77	-2.15	3.98e-05	5.63e-09	298	257
Pancreatic cancer	Alzheimer's disease	Gene Ontology	catalytic complex	up-down	2.08	-2.04	6.36e-09	5.63e-09	1106	990
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule catabolic process	up-down	1.99	-1.75	6.36e-09	5.63e-09	908	816
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule localization	up-down	1.89	-1.71	6.36e-09	5.63e-09	1508	1416
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular protein catabolic process	up-down	2.02	-1.96	6.36e-09	5.63e-09	621	531
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular protein containing complex assembly	up-down	1.79	-2.06	1.04e-08	5.63e-09	790	747
Pancreatic cancer	Alzheimer's disease	Gene Ontology	envelope	up-down	1.46	-2.48	3.43e-04	5.63e-09	961	826
Pancreatic cancer	Alzheimer's disease	Gene Ontology	golgi vesicle transport	up-down	1.77	-2.16	1.21e-04	5.63e-09	284	277
Pancreatic cancer	Alzheimer's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.84	-1.84	6.36e-09	5.63e-09	665	613
Pancreatic cancer	Alzheimer's disease	Gene Ontology	intracellular protein transport	up-down	1.64	-1.94	1.41e-06	5.63e-09	867	833
Pancreatic cancer	Alzheimer's disease	Gene Ontology	intracellular transport	up-down	1.82	-2.01	6.36e-09	5.63e-09	1330	1265
Pancreatic cancer	Alzheimer's disease	Gene Ontology	macroautophagy	up-down	2	-2.21	8.90e-07	5.63e-09	243	209
Pancreatic cancer	Alzheimer's disease	Gene Ontology	mitochondrion organization	up-down	1.5	-2.63	5.46e-03	5.63e-09	410	374
Pancreatic cancer	Alzheimer's disease	Gene Ontology	modification dependent macromolecule catabolic process	up-down	1.95	-2.14	6.36e-09	5.63e-09	506	426
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ncrna metabolic process	up-down	1.49	-2.18	7.51e-03	5.63e-09	363	313
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ncrna processing	up-down	1.45	-2.13	1.85e-02	5.63e-09	295	264
Pancreatic cancer	Alzheimer's disease	Gene Ontology	peptidase complex	up-down	2.02	-2.57	2.49e-04	5.63e-09	75	71
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasomal protein catabolic process	up-down	1.9	-2.08	3.35e-07	5.63e-09	390	338
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein containing complex assembly	up-down	1.72	-1.67	6.36e-09	5.63e-09	1410	1324
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation	up-down	2.04	-2.04	6.36e-09	5.63e-09	731	616
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	2.09	-2.03	6.36e-09	5.63e-09	887	748
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex	up-down	1.69	-2.11	4.67e-05	5.63e-09	511	480
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	1.49	-2.33	7.66e-03	5.63e-09	322	315
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna binding	up-down	2	-1.84	6.36e-09	5.63e-09	1271	1178
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna processing	up-down	2.01	-1.83	6.36e-09	5.63e-09	715	653
Pancreatic cancer	Alzheimer's disease	Gene Ontology	scf dependent proteasomal ubiquitin dependent protein catabolic process	up-down	1.95	-2.56	3.52e-04	5.63e-09	81	69
Pancreatic cancer	Alzheimer's disease	Gene Ontology	endopeptidase complex	up-down	2.29	-2.61	8.78e-06	5.80e-09	57	55
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular protein complex disassembly	up-down	1.58	-2.27	1.33e-02	9.23e-09	186	160
Pancreatic cancer	Alzheimer's disease	Gene Ontology	membrane organization	up-down	1.81	-1.78	3.00e-08	1.90e-08	645	616
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	2.46	-2.18	6.36e-09	3.66e-08	178	173
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	2.27	-2.56	7.11e-05	6.99e-08	52	52
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein catabolic process	up-down	1.97	-1.72	6.36e-09	9.09e-08	741	648
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ribonucleotide binding	up-down	1.71	-1.54	6.36e-09	1.28e-07	1482	1386
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nucleolus	up-down	1.95	-1.72	6.36e-09	1.33e-07	726	667
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organophosphate metabolic process	up-down	1.39	-1.67	4.78e-03	1.46e-07	838	771
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	2.37	-2.07	6.36e-09	1.64e-07	221	218
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein polyubiquitination	up-down	2.02	-2.06	5.50e-07	1.83e-07	259	219
Pancreatic cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	2.4	-2.33	2.74e-07	3.09e-07	88	84
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein removal	up-down	2.28	-2.03	6.36e-09	4.07e-07	241	218
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein transferase activity	up-down	1.48	-1.98	9.72e-03	4.55e-07	331	257
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein localization to organelle	up-down	1.77	-1.65	7.91e-08	5.09e-07	732	715
Pancreatic cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to organelle	up-down	1.41	-1.8	1.87e-02	5.78e-07	418	434
Pancreatic cancer	Alzheimer's disease	Gene Ontology	transferase complex	up-down	1.9	-1.71	6.36e-09	9.44e-07	649	565
Pancreatic cancer	Alzheimer's disease	Gene Ontology	posttranscriptional regulation of gene expression	up-down	1.96	-1.81	6.36e-09	1.32e-06	468	445
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amine metabolic process	up-down	1.97	-2.36	1.07e-03	1.50e-06	68	70
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organelle localization	up-down	2	-1.73	6.36e-09	2.02e-06	501	479
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein containing complex disassembly	up-down	1.79	-1.96	6.26e-05	2.06e-06	274	238
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein localization to mitochondrion	up-down	1.76	-2.16	3.20e-03	2.43e-06	110	107
Pancreatic cancer	Alzheimer's disease	Gene Ontology	mrna metabolic process	up-down	2.02	-1.67	6.36e-09	2.87e-06	640	614
Pancreatic cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton	up-down	1.99	-1.56	6.36e-09	7.96e-06	977	836
Pancreatic cancer	Alzheimer's disease	Gene Ontology	microtubule	up-down	1.59	-1.84	1.64e-03	8.19e-06	323	284
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of transcription from rna polymerase ii promoter in response to hypoxia	up-down	2.18	-2.27	3.53e-05	8.83e-06	65	70
Pancreatic cancer	Alzheimer's disease	Gene Ontology	vesicle organization	up-down	1.81	-1.88	3.68e-05	1.02e-05	263	244
Pancreatic cancer	Alzheimer's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.66	-1.48	8.65e-09	1.24e-05	1230	1147
Pancreatic cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen	up-down	2.72	-2	6.36e-09	1.42e-05	140	154
Pancreatic cancer	Alzheimer's disease	Gene Ontology	macromolecule catabolic process	up-down	1.98	-1.5	6.36e-09	1.71e-05	1098	998
Pancreatic cancer	Alzheimer's disease	Gene Ontology	microtubule based process	up-down	1.9	-1.66	6.36e-09	2.64e-05	597	513
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasome accessory complex	up-down	2.29	-2.35	1.62e-04	2.73e-05	23	23
Pancreatic cancer	Alzheimer's disease	Gene Ontology	golgi membrane	up-down	1.6	-1.66	1.14e-04	2.94e-05	563	516
Pancreatic cancer	Alzheimer's disease	Gene Ontology	vacuolar transport	up-down	2.1	-2.06	7.92e-06	3.74e-05	114	100
Pancreatic cancer	Alzheimer's disease	Gene Ontology	process utilizing autophagic mechanism	up-down	1.78	-1.73	6.31e-06	4.59e-05	401	362
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organelle disassembly	up-down	1.52	-2.12	4.84e-02	4.66e-05	79	77
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ubiquitin ligase complex	up-down	1.67	-1.88	1.09e-03	4.82e-05	245	184
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna splicing via transesterification reactions	up-down	2.18	-1.79	6.36e-09	4.97e-05	280	261
Pancreatic cancer	Alzheimer's disease	Gene Ontology	membrane coat	up-down	1.88	-2.14	3.20e-03	5.22e-05	72	67
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna catabolic process	up-down	1.78	-1.74	1.10e-04	6.04e-05	292	294
Pancreatic cancer	Alzheimer's disease	Gene Ontology	endosomal transport	up-down	1.84	-1.9	2.68e-04	7.23e-05	183	154
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein containing complex localization	up-down	1.7	-1.8	7.42e-04	8.83e-05	224	214
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein localization to membrane	up-down	1.42	-1.64	1.77e-02	9.15e-05	483	456
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	1.56	-2.02	2.51e-02	9.86e-05	105	97
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nucleotide excision repair	up-down	1.72	-2.06	1.06e-02	1.14e-04	91	94
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna localization	up-down	2.08	-1.83	1.30e-06	1.67e-04	177	176
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasome core complex	up-down	1.98	-2.18	9.73e-03	1.69e-04	15	16
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nuclear outer membrane endoplasmic reticulum membrane network	up-down	1.36	-1.5	8.17e-03	1.73e-04	848	740
Pancreatic cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of exogenous peptide antigen via mhc class i	up-down	2.65	-2.14	6.94e-09	1.76e-04	59	61
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cytoskeleton dependent intracellular transport	up-down	1.71	-1.95	5.29e-03	1.84e-04	133	127
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of mrna catabolic process	up-down	2.13	-1.88	9.27e-07	1.99e-04	162	156
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organelle subcompartment	up-down	1.79	-1.74	1.19e-04	2.05e-04	278	259
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular component disassembly	up-down	2.06	-1.64	6.36e-09	2.39e-04	452	414
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nuclear envelope	up-down	1.87	-1.66	6.64e-07	2.51e-04	387	357
Pancreatic cancer	Alzheimer's disease	Gene Ontology	amine metabolic process	up-down	1.68	-1.96	8.79e-03	2.73e-04	115	111
Pancreatic cancer	Alzheimer's disease	Gene Ontology	drug binding	up-down	1.54	-1.4	1.07e-06	2.88e-04	1368	1289
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasomal ubiquitin independent protein catabolic process	up-down	2.09	-2.15	4.25e-03	2.89e-04	17	18
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of macroautophagy	up-down	1.89	-1.92	3.29e-04	3.00e-04	149	127
Pancreatic cancer	Alzheimer's disease	Gene Ontology	establishment of organelle localization	up-down	2.01	-1.69	6.53e-08	3.31e-04	322	316
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of catabolic process	up-down	1.89	-1.49	6.36e-09	4.09e-04	797	747
Pancreatic cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation	up-down	2.74	-1.77	6.36e-09	4.17e-04	171	184
Pancreatic cancer	Alzheimer's disease	Gene Ontology	neuron projection organization	up-down	1.58	-2	4.56e-02	4.36e-04	70	73
Pancreatic cancer	Alzheimer's disease	Gene Ontology	tubulin binding	up-down	1.63	-1.73	4.31e-03	4.80e-04	273	245
Pancreatic cancer	Alzheimer's disease	Gene Ontology	retrograde vesicle mediated transport golgi to endoplasmic reticulum	up-down	1.67	-1.98	2.74e-02	4.85e-04	64	71
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound catabolic process	up-down	1.57	-1.43	7.14e-06	4.85e-04	1016	911
Pancreatic cancer	Alzheimer's disease	Gene Ontology	atpase activity	up-down	1.98	-1.66	7.98e-08	5.30e-04	339	320
Pancreatic cancer	Alzheimer's disease	Gene Ontology	fc epsilon receptor signaling pathway	up-down	2.34	-1.96	2.80e-07	5.50e-04	92	102
Pancreatic cancer	Alzheimer's disease	Gene Ontology	post translational protein modification	up-down	1.62	-1.67	1.57e-03	5.94e-04	305	270
Pancreatic cancer	Alzheimer's disease	Gene Ontology	interleukin 1 mediated signaling pathway	up-down	2.28	-1.96	1.21e-06	5.98e-04	86	88
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of cellular catabolic process	up-down	1.9	-1.5	6.36e-09	6.11e-04	674	627
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasome regulatory particle base subcomplex	up-down	2.26	-2.14	3.16e-04	6.72e-04	12	12
Pancreatic cancer	Alzheimer's disease	Gene Ontology	gtpase activity	up-down	1.63	-1.73	2.11e-03	7.57e-04	240	222
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein ligase binding	up-down	2.38	-1.7	6.36e-09	7.77e-04	240	255
Pancreatic cancer	Alzheimer's disease	Gene Ontology	spliceosomal tri snrnp complex	up-down	1.77	-2.13	4.84e-02	8.09e-04	26	27
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cytoplasmic dynein complex	up-down	2.27	-2.08	3.60e-04	8.95e-04	15	16
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna splicing	up-down	2.17	-1.63	6.36e-09	1.06e-03	344	320
Pancreatic cancer	Alzheimer's disease	Gene Ontology	mrna processing	up-down	2.1	-1.6	6.36e-09	1.21e-03	397	365
Pancreatic cancer	Alzheimer's disease	Gene Ontology	phospholipid biosynthetic process	up-down	1.66	-1.72	2.95e-03	1.28e-03	216	196
Pancreatic cancer	Alzheimer's disease	Gene Ontology	clathrin coat	up-down	1.73	-2.04	3.00e-02	1.34e-03	36	33
Pancreatic cancer	Alzheimer's disease	Gene Ontology	sm like protein family complex	up-down	2.01	-1.93	9.15e-04	1.40e-03	63	58
Pancreatic cancer	Alzheimer's disease	Gene Ontology	late endosome	up-down	1.62	-1.72	5.90e-03	1.45e-03	213	182
Pancreatic cancer	Alzheimer's disease	Gene Ontology	u2 type spliceosomal complex	up-down	2.04	-1.93	1.32e-04	1.70e-03	73	70
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cell cycle phase transition	up-down	2.39	-1.49	6.36e-09	1.81e-03	492	479
Pancreatic cancer	Alzheimer's disease	Gene Ontology	guanyl nucleotide binding	up-down	1.56	-1.61	6.90e-03	1.84e-03	282	270
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of establishment of planar polarity	up-down	2.26	-1.88	1.91e-06	2.02e-03	97	88
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nuclear transcribed mrna catabolic process exonucleolytic	up-down	1.77	-2.03	3.40e-02	2.05e-03	30	29
Pancreatic cancer	Alzheimer's disease	Gene Ontology	vesicle coat	up-down	1.81	-2	1.76e-02	2.26e-03	42	43
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of protein containing complex assembly	up-down	1.83	-1.58	1.15e-05	2.29e-03	342	321
Pancreatic cancer	Alzheimer's disease	Gene Ontology	endosome organization	up-down	2.3	-1.97	5.65e-06	2.56e-03	67	51
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cytosolic transport	up-down	1.69	-1.83	1.01e-02	2.64e-03	119	115
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein polymerization	up-down	1.65	-1.62	5.86e-03	2.67e-03	212	202
Pancreatic cancer	Alzheimer's disease	Gene Ontology	threonine type peptidase activity	up-down	1.97	-2.05	9.28e-03	2.68e-03	16	17
Pancreatic cancer	Alzheimer's disease	Gene Ontology	kinetochore	up-down	2.65	-1.78	6.36e-09	2.90e-03	118	101
Pancreatic cancer	Alzheimer's disease	Gene Ontology	spliceosomal complex	up-down	2.25	-1.74	8.13e-08	3.09e-03	141	135
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle phase transition	up-down	2.34	-1.54	6.36e-09	3.14e-03	367	351
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular nitrogen compound catabolic process	up-down	1.56	-1.49	1.00e-03	3.20e-03	435	427
Pancreatic cancer	Alzheimer's disease	Gene Ontology	endomembrane system organization	up-down	2.04	-1.56	1.91e-08	3.32e-03	330	296
Pancreatic cancer	Alzheimer's disease	Gene Ontology	hematopoietic stem cell differentiation	up-down	2.21	-1.86	2.01e-05	3.48e-03	68	75
Pancreatic cancer	Alzheimer's disease	Gene Ontology	dna repair	up-down	2.28	-1.5	6.36e-09	3.85e-03	443	394
Pancreatic cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen via mhc class i	up-down	2.66	-1.84	6.36e-09	3.95e-03	73	79
Pancreatic cancer	Alzheimer's disease	Gene Ontology	cellular response to oxygen levels	up-down	1.93	-1.63	5.04e-05	4.16e-03	194	197
Pancreatic cancer	Alzheimer's disease	Gene Ontology	vacuolar membrane	up-down	1.81	-1.56	3.71e-05	4.30e-03	334	292
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of mitochondrion organization	up-down	1.73	-1.7	4.47e-03	4.33e-03	147	145
Pancreatic cancer	Alzheimer's disease	Gene Ontology	spliceosomal snrnp assembly	up-down	1.94	-1.96	5.26e-03	4.45e-03	36	33
Pancreatic cancer	Alzheimer's disease	Gene Ontology	golgi organization	up-down	1.58	-1.81	4.59e-02	4.49e-03	94	90
Pancreatic cancer	Alzheimer's disease	Gene Ontology	catalytic step 2 spliceosome	up-down	2.44	-1.83	2.96e-07	4.52e-03	69	64
Pancreatic cancer	Alzheimer's disease	Gene Ontology	receptor catabolic process	up-down	1.74	-1.95	3.78e-02	4.58e-03	33	28
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein localization to chromosome telomeric region	up-down	1.94	-1.99	9.31e-03	5.08e-03	24	25
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of mrna metabolic process	up-down	1.9	-1.59	5.89e-06	5.10e-03	263	250
Pancreatic cancer	Alzheimer's disease	Gene Ontology	de novo protein folding	up-down	1.92	-1.94	8.92e-03	5.26e-03	27	28
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna export from nucleus	up-down	1.85	-1.72	1.13e-03	5.26e-03	101	101
Pancreatic cancer	Alzheimer's disease	Gene Ontology	nuclear export	up-down	2.07	-1.66	5.33e-06	5.27e-03	151	148
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of dna templated transcription in response to stress	up-down	2.08	-1.73	3.01e-05	5.31e-03	101	104
Pancreatic cancer	Alzheimer's disease	Gene Ontology	establishment of rna localization	up-down	1.97	-1.69	7.56e-05	5.52e-03	149	150
Pancreatic cancer	Alzheimer's disease	Gene Ontology	whole membrane	up-down	1.67	-1.3	6.36e-09	5.52e-03	1360	1261
Pancreatic cancer	Alzheimer's disease	Gene Ontology	endosome membrane	up-down	1.89	-1.53	1.27e-06	5.53e-03	389	348
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna polymerase ii holoenzyme	up-down	1.74	-1.81	2.08e-02	5.53e-03	60	64
Pancreatic cancer	Alzheimer's disease	Gene Ontology	trans golgi network	up-down	1.79	-1.69	5.91e-04	5.74e-03	179	165
Pancreatic cancer	Alzheimer's disease	Gene Ontology	lysosomal transport	up-down	1.96	-1.74	7.75e-04	6.12e-03	82	77
Pancreatic cancer	Alzheimer's disease	Gene Ontology	membrane docking	up-down	1.78	-1.71	1.02e-03	6.36e-03	153	142
Pancreatic cancer	Alzheimer's disease	Gene Ontology	proteasome assembly	up-down	1.87	-1.96	3.12e-02	6.38e-03	12	11
Pancreatic cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton organization	up-down	1.98	-1.49	6.36e-09	6.47e-03	448	389
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organelle assembly	up-down	1.52	-1.41	6.64e-04	6.47e-03	648	571
Pancreatic cancer	Alzheimer's disease	Gene Ontology	rna polymerase complex	up-down	1.63	-1.81	2.39e-02	7.01e-03	82	83
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of microtubule based process	up-down	1.82	-1.62	3.46e-04	7.17e-03	178	166
Pancreatic cancer	Alzheimer's disease	Gene Ontology	establishment of localization in cell	up-down	1.62	-1.48	3.40e-04	7.25e-03	429	416
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein conjugating enzyme activity	up-down	1.63	-1.91	4.78e-02	7.42e-03	34	29
Pancreatic cancer	Alzheimer's disease	Gene Ontology	u2 type catalytic step 2 spliceosome	up-down	2.1	-1.91	2.12e-03	7.54e-03	25	24
Pancreatic cancer	Alzheimer's disease	Gene Ontology	positive regulation of dendrite morphogenesis	up-down	1.66	-1.91	3.99e-02	7.64e-03	34	35
Pancreatic cancer	Alzheimer's disease	Gene Ontology	late endosome to vacuole transport	up-down	1.91	-1.95	1.54e-02	7.65e-03	14	12
Pancreatic cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii	up-down	2.21	-1.78	8.08e-06	7.81e-03	75	82
Pancreatic cancer	Alzheimer's disease	Gene Ontology	protein monoubiquitination	up-down	1.75	-1.88	1.01e-02	7.81e-03	61	50
Pancreatic cancer	Alzheimer's disease	Gene Ontology	mitochondrion morphogenesis	up-down	1.91	-1.91	1.43e-02	8.02e-03	20	19
Pancreatic cancer	Alzheimer's disease	Gene Ontology	organic cyclic compound catabolic process	up-down	1.47	-1.43	8.28e-03	8.02e-03	469	469
Pancreatic cancer	Alzheimer's disease	Gene Ontology	ficolin 1 rich granule	up-down	2.35	-1.69	2.80e-07	8.18e-03	97	111
Pancreatic cancer	Alzheimer's disease	Gene Ontology	regulation of hematopoietic progenitor cell differentiation	up-down	2.26	-1.79	9.12e-06	8.23e-03	72	75
Pancreatic cancer	Alzheimer's disease	Gene Ontology	small nuclear ribonucleoprotein complex	up-down	2.01	-1.86	2.12e-03	9.04e-03	54	51
