disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	cell junction assembly	down-up	-1.5	1.41	3.53e-02	3.79e-02	231	204
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	respiratory burst	down-up	-2.22	1.75	5.33e-03	4.62e-02	30	26
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	mitochondrial gene expression	up-down	1.67	-2.41	2.73e-02	1.26e-08	153	109
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	catalytic complex	up-down	1.36	-1.61	5.84e-03	6.01e-08	1236	987
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	1.47	-1.61	4.91e-04	1.09e-06	995	748
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	trna metabolic process	up-down	1.89	-2.15	1.12e-03	1.09e-06	170	125
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	protein modification by small protein conjugation	up-down	1.43	-1.57	6.35e-03	5.29e-05	829	616
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	protein polyubiquitination	up-down	1.59	-1.69	1.65e-02	9.66e-04	286	219
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	golgi organization	up-down	1.82	-1.84	1.51e-02	1.61e-03	111	90
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	catalytic activity acting on a trna	up-down	1.77	-1.88	1.45e-02	1.61e-03	113	83
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	ncrna metabolic process	up-down	1.58	-1.55	4.07e-03	3.18e-03	418	311
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	trna processing	up-down	1.98	-1.77	4.91e-04	5.12e-03	120	88
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	catalytic activity acting on rna	up-down	1.9	-1.58	1.67e-06	5.48e-03	340	256
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	ubiquitin like protein specific protease activity	up-down	1.74	-1.76	2.50e-02	8.41e-03	93	66
Chronic lymphocytic leukemia	Parkinson's disease	Gene Ontology	ncrna processing	up-down	1.66	-1.44	2.12e-03	3.13e-02	334	262
Chronic lymphocytic leukemia	Parkinson's disease	Canonical Pathways	naba - matrisome	down-up	-1.31	1.66	4.11e-02	2.26e-08	906	731
Chronic lymphocytic leukemia	Parkinson's disease	Canonical Pathways	naba - matrisome associated	down-up	-1.35	1.61	4.11e-02	1.22e-07	646	535
Chronic lymphocytic leukemia	Parkinson's disease	Canonical Pathways	reactome - metabolism of rna	up-down	1.45	-1.64	4.11e-02	1.80e-05	579	506
