disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Thyroid cancer	Parkinson's disease	Gene Ontology	molecular transducer activity	up-up	1.61	1.67	1.50e-08	1.26e-08	1085	851
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cell population proliferation	up-up	1.42	1.5	7.88e-07	1.26e-08	1529	1308
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of immune system process	up-up	1.5	1.49	3.26e-08	1.26e-08	1456	1182
Thyroid cancer	Parkinson's disease	Gene Ontology	response to bacterium	up-up	1.5	1.85	2.04e-04	1.26e-08	575	458
Thyroid cancer	Parkinson's disease	Gene Ontology	tube development	up-up	1.59	1.73	3.47e-08	1.26e-08	996	857
Thyroid cancer	Parkinson's disease	Gene Ontology	tube morphogenesis	up-up	1.69	1.76	1.50e-08	1.26e-08	805	694
Thyroid cancer	Parkinson's disease	Gene Ontology	inflammatory response	up-up	1.88	1.71	1.50e-08	1.64e-08	679	567
Thyroid cancer	Parkinson's disease	Gene Ontology	epithelial cell differentiation	up-up	1.41	1.73	1.00e-03	2.91e-08	660	532
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cell activation	up-up	1.51	1.8	1.41e-04	4.55e-08	532	432
Thyroid cancer	Parkinson's disease	Gene Ontology	embryo development	up-up	1.4	1.55	7.71e-05	1.10e-07	987	796
Thyroid cancer	Parkinson's disease	Gene Ontology	leukocyte cell cell adhesion	up-up	1.37	1.95	1.55e-02	1.36e-07	323	281
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of lymphocyte activation	up-up	1.36	1.85	1.76e-02	1.37e-07	417	337
Thyroid cancer	Parkinson's disease	Gene Ontology	circulatory system development	up-up	1.41	1.52	2.53e-05	1.38e-07	1029	880
Thyroid cancer	Parkinson's disease	Gene Ontology	cell activation	up-up	1.77	1.43	1.50e-08	2.55e-07	1320	1094
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of locomotion	up-up	1.5	1.69	3.11e-04	4.16e-07	537	466
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of vasculature development	up-up	1.62	1.91	3.33e-04	6.22e-07	311	274
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of multicellular organismal process	up-up	1.5	1.47	2.77e-07	7.45e-07	1148	967
Thyroid cancer	Parkinson's disease	Gene Ontology	defense response to bacterium	up-up	1.71	2.1	3.00e-04	8.27e-07	219	156
Thyroid cancer	Parkinson's disease	Gene Ontology	defense response	up-up	1.84	1.34	1.50e-08	9.10e-07	1516	1215
Thyroid cancer	Parkinson's disease	Gene Ontology	response to molecule of bacterial origin	up-up	1.49	1.88	4.11e-03	9.61e-07	326	289
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cell adhesion	up-up	1.61	1.6	1.61e-06	9.65e-07	656	562
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of intracellular signal transduction	up-up	1.62	1.49	1.50e-08	2.01e-06	951	792
Thyroid cancer	Parkinson's disease	Gene Ontology	cellular response to biotic stimulus	up-up	1.4	1.99	3.30e-02	2.46e-06	221	194
Thyroid cancer	Parkinson's disease	Gene Ontology	immune receptor activity	up-up	1.83	2.17	1.22e-03	3.44e-06	122	104
Thyroid cancer	Parkinson's disease	Gene Ontology	i kappab kinase nf kappab signaling	up-up	1.63	1.94	5.75e-04	3.94e-06	254	202
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of immune effector process	up-up	1.45	1.79	2.74e-03	4.49e-06	380	313
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cellular component movement	up-up	1.59	1.47	3.62e-08	5.20e-06	956	801
Thyroid cancer	Parkinson's disease	Gene Ontology	epidermis development	up-up	1.74	1.84	4.75e-06	5.40e-06	370	274
Thyroid cancer	Parkinson's disease	Gene Ontology	response to biotic stimulus	up-up	1.62	1.36	1.50e-08	5.42e-06	1363	1088
Thyroid cancer	Parkinson's disease	Gene Ontology	skeletal system development	up-up	1.39	1.67	6.74e-03	5.58e-06	508	419
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of immune response	up-up	1.67	1.47	1.50e-08	5.65e-06	953	772
Thyroid cancer	Parkinson's disease	Gene Ontology	external side of plasma membrane	up-up	1.53	1.79	2.07e-03	7.97e-06	308	257
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of interleukin 6 production	up-up	1.64	2.29	2.54e-02	8.50e-06	90	76
Thyroid cancer	Parkinson's disease	Gene Ontology	cell motility	up-up	1.71	1.3	1.50e-08	8.91e-06	1519	1242
Thyroid cancer	Parkinson's disease	Gene Ontology	humoral immune response	up-up	1.41	1.92	4.44e-02	9.59e-06	238	192
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of multicellular organismal process	up-up	1.44	1.3	1.13e-07	1.12e-05	1668	1410
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine production	up-up	1.69	1.68	6.10e-06	1.15e-05	434	364
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of vasculature development	up-up	1.47	1.97	2.94e-02	1.37e-05	180	158
Thyroid cancer	Parkinson's disease	Gene Ontology	phagocytosis	up-up	1.92	1.83	6.63e-07	1.38e-05	253	214
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of developmental process	up-up	1.44	1.32	1.85e-06	1.81e-05	1308	1090
Thyroid cancer	Parkinson's disease	Gene Ontology	reproductive system development	up-up	1.41	1.66	5.76e-03	1.81e-05	419	361
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cell activation	up-up	1.41	1.76	1.97e-02	1.85e-05	321	263
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of immune system process	up-up	1.57	1.44	1.50e-08	1.94e-05	1022	841
Thyroid cancer	Parkinson's disease	Gene Ontology	embryonic morphogenesis	up-up	1.27	1.61	3.53e-02	2.01e-05	566	462
Thyroid cancer	Parkinson's disease	Gene Ontology	extracellular matrix	up-up	1.92	1.62	1.50e-08	2.13e-05	505	412
Thyroid cancer	Parkinson's disease	Gene Ontology	cell surface	up-up	1.89	1.48	1.50e-08	2.25e-05	799	665
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cell population proliferation	up-up	1.47	1.46	1.54e-05	2.25e-05	861	732
Thyroid cancer	Parkinson's disease	Gene Ontology	leukocyte proliferation	up-up	1.42	1.79	1.60e-02	3.01e-05	289	246
Thyroid cancer	Parkinson's disease	Gene Ontology	leukocyte migration	up-up	1.99	1.65	1.50e-08	3.06e-05	426	373
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of developmental process	up-up	1.4	1.44	2.38e-04	3.69e-05	898	741
Thyroid cancer	Parkinson's disease	Gene Ontology	epidermal cell differentiation	up-up	1.72	1.86	1.50e-04	3.99e-05	264	188
Thyroid cancer	Parkinson's disease	Gene Ontology	collagen metabolic process	up-up	2.21	2.09	1.83e-06	4.36e-05	103	93
Thyroid cancer	Parkinson's disease	Gene Ontology	interleukin 6 production	up-up	1.57	2.03	1.95e-02	5.04e-05	141	115
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of multi organism process	up-up	1.47	1.85	2.70e-02	5.18e-05	206	173
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of lymphocyte activation	up-up	1.64	2.01	7.49e-03	5.31e-05	142	120
Thyroid cancer	Parkinson's disease	Gene Ontology	immune effector process	up-up	1.94	1.41	1.50e-08	5.37e-05	1115	922
Thyroid cancer	Parkinson's disease	Gene Ontology	cell cell adhesion	up-up	1.65	1.48	2.55e-08	5.81e-05	791	632
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of i kappab kinase nf kappab signaling	up-up	1.74	1.94	7.53e-04	7.73e-05	175	143
Thyroid cancer	Parkinson's disease	Gene Ontology	collagen containing extracellular matrix	up-up	1.92	1.66	1.50e-08	9.15e-05	394	327
Thyroid cancer	Parkinson's disease	Gene Ontology	cytokine receptor binding	up-up	1.57	1.73	1.43e-03	9.62e-05	252	218
Thyroid cancer	Parkinson's disease	Gene Ontology	response to cytokine	up-up	1.67	1.35	1.50e-08	1.40e-04	1114	971
Thyroid cancer	Parkinson's disease	Gene Ontology	cytokine mediated signaling pathway	up-up	1.87	1.45	1.50e-08	1.51e-04	730	635
Thyroid cancer	Parkinson's disease	Gene Ontology	embryo development ending in birth or egg hatching	up-up	1.44	1.49	5.44e-04	1.56e-04	625	506
Thyroid cancer	Parkinson's disease	Gene Ontology	response to lipid	up-up	1.3	1.4	4.91e-03	1.69e-04	878	782
Thyroid cancer	Parkinson's disease	Gene Ontology	keratinocyte differentiation	up-up	1.87	1.83	6.10e-06	1.97e-04	210	146
Thyroid cancer	Parkinson's disease	Gene Ontology	skin development	up-up	1.8	1.7	3.14e-06	2.55e-04	321	237
Thyroid cancer	Parkinson's disease	Gene Ontology	locomotion	up-up	1.74	1.21	1.50e-08	2.73e-04	1736	1404
Thyroid cancer	Parkinson's disease	Gene Ontology	peptidyl tyrosine modification	up-up	1.54	1.6	1.20e-03	2.83e-04	353	308
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of immune response	up-up	1.63	1.42	1.40e-07	2.88e-04	745	607
Thyroid cancer	Parkinson's disease	Gene Ontology	epithelium development	up-up	1.58	1.32	1.50e-08	2.90e-04	1166	937
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of intracellular signal transduction	up-up	1.34	1.24	2.24e-05	3.16e-04	1722	1398
Thyroid cancer	Parkinson's disease	Gene Ontology	cell substrate adhesion	up-up	1.73	1.63	2.08e-05	3.28e-04	331	283
Thyroid cancer	Parkinson's disease	Gene Ontology	defense response to other organism	up-up	1.81	1.38	1.50e-08	3.43e-04	1017	804
Thyroid cancer	Parkinson's disease	Gene Ontology	tissue remodeling	up-up	1.83	1.77	1.04e-04	3.97e-04	163	145
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of cell activation	up-up	1.68	1.84	1.46e-03	4.05e-04	189	159
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of inflammatory response	up-up	1.57	1.66	8.78e-04	4.44e-04	321	256
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of cell adhesion	up-up	1.59	1.61	2.07e-03	7.46e-04	265	229
Thyroid cancer	Parkinson's disease	Gene Ontology	cell chemotaxis	up-up	1.71	1.63	8.98e-05	8.43e-04	276	244
Thyroid cancer	Parkinson's disease	Gene Ontology	interferon gamma mediated signaling pathway	up-up	1.94	1.97	8.29e-04	1.25e-03	80	66
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of tumor necrosis factor superfamily cytokine production	up-up	1.62	1.96	4.56e-02	1.41e-03	81	73
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cell adhesion	up-up	1.52	1.51	1.49e-03	1.52e-03	388	333
Thyroid cancer	Parkinson's disease	Gene Ontology	wound healing	up-up	1.83	1.43	1.50e-08	1.61e-03	540	461
Thyroid cancer	Parkinson's disease	Gene Ontology	cytokine secretion	up-up	1.81	1.67	6.20e-05	1.63e-03	220	174
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway	up-up	1.75	1.73	1.62e-03	1.67e-03	146	130
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cell death	up-up	1.37	1.2	1.89e-05	2.00e-03	1557	1311
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of response to external stimulus	up-up	1.64	1.3	1.50e-08	2.12e-03	1029	844
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cell differentiation	up-up	1.38	1.3	4.74e-04	2.20e-03	937	792
Thyroid cancer	Parkinson's disease	Gene Ontology	innate immune response	up-up	1.86	1.33	1.50e-08	2.24e-03	844	671
Thyroid cancer	Parkinson's disease	Gene Ontology	g protein coupled receptor activity	up-up	1.46	1.48	1.36e-03	2.29e-03	485	345
Thyroid cancer	Parkinson's disease	Gene Ontology	t cell proliferation	up-up	1.46	1.68	3.71e-02	2.38e-03	181	154
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of cell differentiation	up-up	1.28	1.4	2.56e-02	2.49e-03	663	539
Thyroid cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte activation	up-up	2.05	1.37	1.50e-08	2.54e-03	616	528
Thyroid cancer	Parkinson's disease	Gene Ontology	extracellular matrix disassembly	up-up	2.28	1.9	4.38e-06	2.54e-03	76	64
Thyroid cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte migration	up-up	1.63	1.62	3.59e-03	2.79e-03	196	175
Thyroid cancer	Parkinson's disease	Gene Ontology	interleukin 8 production	up-up	1.61	1.9	3.52e-02	2.81e-03	74	62
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of response to cytokine stimulus	up-up	1.48	1.71	2.89e-02	2.95e-03	163	138
Thyroid cancer	Parkinson's disease	Gene Ontology	endothelial cell migration	up-up	1.61	1.6	3.52e-03	2.96e-03	198	173
Thyroid cancer	Parkinson's disease	Gene Ontology	secretory granule membrane	up-up	1.77	1.59	3.70e-05	3.00e-03	287	223
Thyroid cancer	Parkinson's disease	Gene Ontology	leukocyte mediated immunity	up-up	1.95	1.33	1.50e-08	3.53e-03	743	621
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of inflammatory response	up-up	1.5	1.74	3.40e-02	3.84e-03	132	112
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway	up-up	1.85	1.83	2.96e-03	4.04e-03	96	85
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of response to stress	up-up	1.37	1.17	2.53e-05	4.27e-03	1427	1169
Thyroid cancer	Parkinson's disease	Gene Ontology	integrin mediated signaling pathway	up-up	2.03	1.83	9.50e-05	4.29e-03	101	90
Thyroid cancer	Parkinson's disease	Gene Ontology	response to wounding	up-up	1.73	1.34	2.77e-08	4.68e-03	649	557
Thyroid cancer	Parkinson's disease	Gene Ontology	activation of immune response	up-up	1.57	1.38	2.24e-05	4.77e-03	581	473
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of immune response	up-up	1.54	1.73	1.93e-02	5.14e-03	145	120
Thyroid cancer	Parkinson's disease	Gene Ontology	reproduction	up-up	1.3	1.22	4.70e-04	5.55e-03	1353	1024
Thyroid cancer	Parkinson's disease	Gene Ontology	apoptotic cell clearance	up-up	2.07	1.99	1.31e-03	5.68e-03	42	36
Thyroid cancer	Parkinson's disease	Gene Ontology	granulocyte migration	up-up	2	1.72	2.51e-05	5.72e-03	132	119
Thyroid cancer	Parkinson's disease	Gene Ontology	neutrophil migration	up-up	1.84	1.74	8.12e-04	5.75e-03	109	97
Thyroid cancer	Parkinson's disease	Gene Ontology	gliogenesis	up-up	1.58	1.53	1.56e-03	6.78e-03	279	239
Thyroid cancer	Parkinson's disease	Gene Ontology	interleukin 1 production	up-up	1.63	1.81	3.03e-02	7.50e-03	96	75
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of defense response	up-up	1.58	1.33	2.19e-06	7.74e-03	717	577
Thyroid cancer	Parkinson's disease	Gene Ontology	signaling receptor binding	up-up	1.57	1.15	1.50e-08	7.74e-03	1437	1183
Thyroid cancer	Parkinson's disease	Gene Ontology	extracellular matrix structural constituent	up-up	1.64	1.62	3.23e-03	7.91e-03	161	133
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.77	1.96	2.98e-02	8.13e-03	35	31
Thyroid cancer	Parkinson's disease	Gene Ontology	cellular defense response	up-up	1.92	1.9	2.45e-03	8.15e-03	49	45
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.8	1.84	2.24e-02	8.16e-03	54	48
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of epidermal cell differentiation	up-up	1.69	1.82	2.55e-02	8.41e-03	59	50
Thyroid cancer	Parkinson's disease	Gene Ontology	tertiary granule membrane	up-up	2.28	1.85	3.09e-06	9.25e-03	71	59
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of cell differentiation	up-up	1.35	1.16	8.94e-06	9.34e-03	1730	1406
Thyroid cancer	Parkinson's disease	Gene Ontology	glial cell differentiation	up-up	1.53	1.54	8.16e-03	9.83e-03	209	178
Thyroid cancer	Parkinson's disease	Gene Ontology	cell adhesion mediated by integrin	up-up	1.93	1.8	2.68e-03	1.00e-02	66	58
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte migration	up-up	1.64	1.67	1.20e-02	1.00e-02	126	114
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte migration	up-up	1.67	1.56	9.44e-04	1.04e-02	187	164
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of extracellular matrix organization	up-up	1.78	1.87	1.93e-02	1.05e-02	37	33
Thyroid cancer	Parkinson's disease	Gene Ontology	cytokine activity	up-up	1.7	1.53	6.51e-04	1.06e-02	203	162
Thyroid cancer	Parkinson's disease	Gene Ontology	keratinization	up-up	1.88	1.7	5.20e-04	1.10e-02	135	81
Thyroid cancer	Parkinson's disease	Gene Ontology	response to interferon gamma	up-up	1.94	1.58	8.83e-06	1.14e-02	178	148
Thyroid cancer	Parkinson's disease	Gene Ontology	cell activation involved in immune response	up-up	1.99	1.32	1.50e-08	1.20e-02	679	566
Thyroid cancer	Parkinson's disease	Gene Ontology	coagulation	up-up	1.45	1.43	3.71e-03	1.25e-02	323	285
Thyroid cancer	Parkinson's disease	Gene Ontology	cell matrix adhesion	up-up	1.72	1.52	1.89e-04	1.32e-02	210	186
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of gliogenesis	up-up	1.7	1.63	8.62e-03	1.33e-02	115	96
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of epidermis development	up-up	1.79	1.77	9.12e-03	1.37e-02	82	71
Thyroid cancer	Parkinson's disease	Gene Ontology	regulation of chemotaxis	up-up	1.7	1.51	6.09e-04	1.43e-02	203	179
Thyroid cancer	Parkinson's disease	Gene Ontology	heterochromatin	up-up	1.91	1.77	1.62e-03	1.43e-02	76	61
Thyroid cancer	Parkinson's disease	Gene Ontology	extrinsic apoptotic signaling pathway	up-up	1.6	1.5	3.31e-03	1.44e-02	213	191
Thyroid cancer	Parkinson's disease	Gene Ontology	entry into host	up-up	1.9	1.63	2.18e-04	1.46e-02	128	114
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of peptidyl tyrosine phosphorylation	up-up	1.61	1.58	5.36e-03	1.56e-02	182	159
Thyroid cancer	Parkinson's disease	Gene Ontology	tissue migration	up-up	1.66	1.45	4.21e-04	1.57e-02	285	249
Thyroid cancer	Parkinson's disease	Gene Ontology	hepatocyte apoptotic process	up-up	2.12	1.92	2.44e-03	1.61e-02	12	11
Thyroid cancer	Parkinson's disease	Gene Ontology	tube formation	up-up	1.52	1.56	4.20e-02	1.67e-02	147	116
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of receptor signaling pathway via stat	up-up	1.74	1.73	1.39e-02	1.70e-02	88	75
Thyroid cancer	Parkinson's disease	Gene Ontology	enzyme linked receptor protein signaling pathway	up-up	1.25	1.24	8.36e-03	1.74e-02	986	826
Thyroid cancer	Parkinson's disease	Gene Ontology	taxis	up-up	1.87	1.28	1.50e-08	1.81e-02	611	514
Thyroid cancer	Parkinson's disease	Gene Ontology	epithelial tube morphogenesis	up-up	1.53	1.41	1.44e-03	1.99e-02	318	264
Thyroid cancer	Parkinson's disease	Gene Ontology	bone remodeling	up-up	1.6	1.68	3.21e-02	1.99e-02	90	79
Thyroid cancer	Parkinson's disease	Gene Ontology	cd40 signaling pathway	up-up	1.84	1.9	4.97e-02	2.02e-02	12	10
Thyroid cancer	Parkinson's disease	Gene Ontology	side of membrane	up-up	1.38	1.36	8.16e-03	2.09e-02	492	406
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of cytokine secretion	up-up	1.54	1.56	4.76e-02	2.12e-02	130	108
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of mapk cascade	up-up	1.59	1.33	3.30e-05	2.17e-02	501	437
Thyroid cancer	Parkinson's disease	Gene Ontology	leukocyte chemotaxis	up-up	1.76	1.49	2.91e-04	2.42e-02	206	185
Thyroid cancer	Parkinson's disease	Gene Ontology	exogenous protein binding	up-up	2.06	1.72	2.72e-04	2.52e-02	70	63
Thyroid cancer	Parkinson's disease	Gene Ontology	ruffle	up-up	1.75	1.48	9.13e-04	2.53e-02	167	145
Thyroid cancer	Parkinson's disease	Gene Ontology	extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.62	1.69	4.91e-02	2.65e-02	81	71
Thyroid cancer	Parkinson's disease	Gene Ontology	immune response regulating signaling pathway	up-up	1.53	1.29	7.52e-05	2.66e-02	543	436
Thyroid cancer	Parkinson's disease	Gene Ontology	negative regulation of defense response	up-up	1.47	1.48	1.80e-02	2.68e-02	199	157
Thyroid cancer	Parkinson's disease	Gene Ontology	cellular response to abiotic stimulus	up-up	1.52	1.4	2.57e-03	2.78e-02	317	270
Thyroid cancer	Parkinson's disease	Gene Ontology	collagen fibril organization	up-up	2.25	1.74	5.01e-05	2.84e-02	52	43
Thyroid cancer	Parkinson's disease	Gene Ontology	ameboidal type cell migration	up-up	1.57	1.34	3.11e-04	2.89e-02	382	330
Thyroid cancer	Parkinson's disease	Gene Ontology	natural killer cell activation	up-up	1.59	1.71	4.67e-02	3.02e-02	79	59
Thyroid cancer	Parkinson's disease	Gene Ontology	peptidyl amino acid modification	up-up	1.22	1.19	2.90e-02	3.02e-02	1189	948
Thyroid cancer	Parkinson's disease	Gene Ontology	anchoring junction	up-up	1.76	1.25	1.50e-08	3.15e-02	791	657
Thyroid cancer	Parkinson's disease	Gene Ontology	cell substrate junction organization	up-up	1.95	1.58	4.75e-04	3.17e-02	98	87
Thyroid cancer	Parkinson's disease	Gene Ontology	multi multicellular organism process	up-up	1.58	1.42	3.34e-03	3.17e-02	221	195
Thyroid cancer	Parkinson's disease	Gene Ontology	positive regulation of protein modification process	up-up	1.41	1.18	2.32e-05	3.23e-02	1162	963
Thyroid cancer	Parkinson's disease	Gene Ontology	animal organ morphogenesis	up-up	1.36	1.2	2.39e-04	3.32e-02	1029	845
Thyroid cancer	Parkinson's disease	Gene Ontology	cornification	up-up	1.72	1.67	1.20e-02	3.61e-02	95	73
