disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Bladder cancer	Alzheimer's disease	Gene Ontology	tissue remodeling	down-up	-1.81	2.12	6.22e-04	1.40e-06	155	145
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of receptor signaling pathway via stat	down-up	-1.95	2.33	7.96e-04	1.52e-06	83	75
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of lymphocyte activation	down-up	-1.92	2.23	1.86e-04	1.62e-06	135	120
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell activation	down-up	-2.08	2.13	2.95e-07	1.69e-06	180	159
Bladder cancer	Alzheimer's disease	Gene Ontology	interleukin 6 production	down-up	-1.97	2.19	7.61e-05	1.81e-06	136	115
Bladder cancer	Alzheimer's disease	Gene Ontology	b cell differentiation	down-up	-1.97	2.27	9.58e-05	1.85e-06	115	102
Bladder cancer	Alzheimer's disease	Gene Ontology	t cell activation involved in immune response	down-up	-1.89	2.34	9.26e-04	1.85e-06	94	79
Bladder cancer	Alzheimer's disease	Gene Ontology	epithelial cell proliferation	down-up	-1.65	1.82	2.70e-05	1.95e-06	358	321
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of locomotion	down-up	-2.38	1.66	6.96e-09	1.96e-06	515	467
Bladder cancer	Alzheimer's disease	Gene Ontology	alpha beta t cell differentiation	down-up	-1.88	2.36	4.98e-04	2.09e-06	95	81
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cellular component movement	down-up	-2.14	1.54	6.96e-09	2.19e-06	909	803
Bladder cancer	Alzheimer's disease	Gene Ontology	growth factor binding	down-up	-1.54	2.21	3.10e-02	2.36e-06	134	120
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell cell adhesion	down-up	-1.98	1.96	6.13e-07	2.54e-06	239	217
Bladder cancer	Alzheimer's disease	Gene Ontology	cytokine metabolic process	down-up	-1.72	2.23	3.73e-03	2.99e-06	111	100
Bladder cancer	Alzheimer's disease	Gene Ontology	heart morphogenesis	down-up	-1.75	1.93	1.26e-04	3.20e-06	238	209
Bladder cancer	Alzheimer's disease	Gene Ontology	cytokine receptor binding	down-up	-1.36	1.9	4.28e-02	4.02e-06	237	219
Bladder cancer	Alzheimer's disease	Gene Ontology	gastrulation	down-up	-1.71	2.08	6.74e-04	4.50e-06	162	143
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of hemopoiesis	down-up	-1.88	2.19	3.88e-04	4.79e-06	128	113
Bladder cancer	Alzheimer's disease	Gene Ontology	epithelial cell apoptotic process	down-up	-1.63	2.26	1.64e-02	4.88e-06	94	90
Bladder cancer	Alzheimer's disease	Gene Ontology	signaling receptor binding	down-up	-1.49	1.4	8.99e-09	5.03e-06	1342	1185
Bladder cancer	Alzheimer's disease	Gene Ontology	interleukin 8 production	down-up	-2.02	2.38	5.40e-04	5.47e-06	68	62
Bladder cancer	Alzheimer's disease	Gene Ontology	muscle organ development	down-up	-1.91	1.86	1.11e-08	5.95e-06	358	308
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of phosphatidylinositol 3 kinase signaling	down-up	-2.16	2.31	4.17e-05	6.06e-06	83	80
Bladder cancer	Alzheimer's disease	Gene Ontology	formation of primary germ layer	down-up	-2	2.21	4.41e-05	6.70e-06	106	94
Bladder cancer	Alzheimer's disease	Gene Ontology	response to growth factor	down-up	-1.52	1.56	4.54e-06	6.97e-06	640	572
Bladder cancer	Alzheimer's disease	Gene Ontology	metanephros development	down-up	-1.45	2.29	3.88e-02	7.02e-06	89	78
Bladder cancer	Alzheimer's disease	Gene Ontology	collagen trimer	down-up	-2.27	2.39	1.35e-05	7.14e-06	72	55
Bladder cancer	Alzheimer's disease	Gene Ontology	pattern recognition receptor signaling pathway	down-up	-1.43	2.04	2.55e-02	7.18e-06	177	154
Bladder cancer	Alzheimer's disease	Gene Ontology	nephron development	down-up	-1.67	2.14	5.82e-03	7.47e-06	137	120
Bladder cancer	Alzheimer's disease	Gene Ontology	ossification	down-up	-1.81	1.8	1.64e-07	7.58e-06	359	320
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of tyrosine phosphorylation of stat protein	down-up	-2.04	2.38	6.08e-04	8.06e-06	63	55
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of interleukin 8 production	down-up	-1.76	2.46	3.78e-02	8.16e-06	46	41
Bladder cancer	Alzheimer's disease	Gene Ontology	cell substrate adhesion	down-up	-2.1	1.83	6.96e-09	8.74e-06	314	284
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of mapk cascade	down-up	-1.83	1.65	1.32e-08	1.08e-05	485	437
Bladder cancer	Alzheimer's disease	Gene Ontology	response to bmp	down-up	-1.89	2.12	1.80e-04	1.23e-05	143	122
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of lymphocyte differentiation	down-up	-1.68	2.06	2.23e-03	1.24e-05	158	136
Bladder cancer	Alzheimer's disease	Gene Ontology	innate immune response	down-up	-1.49	1.54	2.81e-06	1.30e-05	772	671
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of body fluid levels	down-up	-1.3	1.66	1.96e-02	1.46e-05	457	419
Bladder cancer	Alzheimer's disease	Gene Ontology	bone morphogenesis	down-up	-1.57	2.2	3.92e-02	1.77e-05	103	91
Bladder cancer	Alzheimer's disease	Gene Ontology	cytokine secretion	down-up	-1.65	1.94	5.97e-04	1.82e-05	207	175
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of interleukin 6 production	down-up	-1.49	2.21	2.70e-02	1.95e-05	89	76
Bladder cancer	Alzheimer's disease	Gene Ontology	immune effector process	down-up	-1.51	1.43	1.74e-08	2.07e-05	1036	924
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte proliferation	down-up	-2.05	2.12	2.02e-05	2.09e-05	129	109
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of cartilage development	down-up	-2.07	2.32	4.60e-04	2.09e-05	63	56
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of immune response	down-up	-1.67	1.54	6.96e-09	2.32e-05	688	609
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of phosphorus metabolic process	down-up	-1.63	1.44	6.96e-09	2.40e-05	1016	905
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of myeloid cell differentiation	down-up	-1.66	1.88	6.15e-04	2.46e-05	209	184
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cytokine production	down-up	-1.57	1.7	2.65e-04	2.55e-05	418	365
Bladder cancer	Alzheimer's disease	Gene Ontology	cell chemotaxis	down-up	-2.17	1.81	6.96e-09	2.70e-05	262	246
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of phagocytosis	down-up	-1.74	2.18	7.55e-03	2.99e-05	85	79
Bladder cancer	Alzheimer's disease	Gene Ontology	glomerulus development	down-up	-2.06	2.3	8.35e-04	3.36e-05	61	56
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of leukocyte differentiation	down-up	-2.19	2.01	1.49e-06	3.43e-05	136	127
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of cell differentiation	down-up	-1.89	1.47	6.96e-09	3.67e-05	892	794
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of leukocyte mediated immunity	down-up	-1.55	1.91	6.67e-03	3.95e-05	179	161
Bladder cancer	Alzheimer's disease	Gene Ontology	endoderm development	down-up	-1.55	2.27	3.85e-02	4.27e-05	68	60
Bladder cancer	Alzheimer's disease	Gene Ontology	cellular response to lipid	down-up	-1.57	1.56	2.73e-05	4.28e-05	550	509
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of leukocyte cell cell adhesion	down-up	-1.79	2.11	1.63e-03	4.28e-05	109	99
Bladder cancer	Alzheimer's disease	Gene Ontology	granulocyte migration	down-up	-2.1	2.01	9.63e-06	4.55e-05	129	119
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of t cell proliferation	down-up	-2.12	2.13	1.60e-05	4.59e-05	89	75
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell cell adhesion	down-up	-1.65	1.96	1.74e-03	4.82e-05	159	140
Bladder cancer	Alzheimer's disease	Gene Ontology	toll like receptor signaling pathway	down-up	-1.58	2.02	7.60e-03	4.88e-05	132	115
Bladder cancer	Alzheimer's disease	Gene Ontology	coagulation	down-up	-1.66	1.72	8.06e-05	5.27e-05	305	285
Bladder cancer	Alzheimer's disease	Gene Ontology	endothelial cell apoptotic process	down-up	-1.76	2.32	1.75e-02	5.38e-05	51	48
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of response to external stimulus	down-up	-1.56	1.45	6.29e-08	5.45e-05	968	845
Bladder cancer	Alzheimer's disease	Gene Ontology	pri mirna transcription by rna polymerase ii	down-up	-1.87	2.33	6.94e-03	5.45e-05	44	41
Bladder cancer	Alzheimer's disease	Gene Ontology	mesoderm development	down-up	-1.59	2.06	1.07e-02	5.83e-05	114	101
Bladder cancer	Alzheimer's disease	Gene Ontology	basement membrane	down-up	-1.92	2.16	3.85e-04	6.03e-05	87	71
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of hemopoiesis	down-up	-1.51	1.66	7.77e-04	6.39e-05	417	365
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of chondrocyte differentiation	down-up	-1.77	2.28	2.92e-02	6.79e-05	48	42
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of inflammatory response	down-up	-1.66	1.77	1.12e-04	8.09e-05	303	256
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of bmp signaling pathway	down-up	-1.69	2.16	6.49e-03	8.13e-05	80	67
Bladder cancer	Alzheimer's disease	Gene Ontology	erk1 and erk2 cascade	down-up	-1.88	1.76	1.19e-06	8.79e-05	271	245
Bladder cancer	Alzheimer's disease	Gene Ontology	lymphocyte mediated immunity	down-up	-1.67	1.81	7.88e-04	9.19e-05	225	200
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell population proliferation	down-up	-1.5	1.49	2.43e-05	9.24e-05	634	580
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of epithelial cell apoptotic process	down-up	-1.84	2.18	3.36e-03	9.26e-05	72	69
Bladder cancer	Alzheimer's disease	Gene Ontology	cell differentiation involved in kidney development	down-up	-1.96	2.25	2.60e-03	1.00e-04	55	51
Bladder cancer	Alzheimer's disease	Gene Ontology	anchoring junction	down-up	-1.73	1.46	6.96e-09	1.01e-04	761	659
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of phagocytosis	down-up	-1.86	2.22	5.99e-03	1.01e-04	61	57
Bladder cancer	Alzheimer's disease	Gene Ontology	positive regulation of hemopoiesis	down-up	-2.2	1.9	6.37e-08	1.02e-04	169	156
Bladder cancer	Alzheimer's disease	Gene Ontology	cardiac septum morphogenesis	down-up	-1.7	2.11	1.11e-02	1.08e-04	71	65
Bladder cancer	Alzheimer's disease	Gene Ontology	endothelium development	down-up	-2.09	2.03	1.71e-05	1.18e-04	113	105
Bladder cancer	Alzheimer's disease	Gene Ontology	mesenchyme development	down-up	-1.88	1.81	2.43e-05	1.23e-04	249	210
Bladder cancer	Alzheimer's disease	Gene Ontology	negative regulation of leukocyte proliferation	down-up	-1.55	2.11	4.11e-02	1.24e-04	74	71
Bladder cancer	Alzheimer's disease	Gene Ontology	regulation of alpha beta t cell activation	down-up	-1.86	2.11	1.50e-03	1.24e-04	81	71
Bladder cancer	Alzheimer's disease	Gene Ontology	cellular defense response	down-up	-2.11	2.25	2.05e-03	1.27e-04	46	45
Bladder cancer	Alzheimer's disease	Gene Ontology	cell adhesion mediated by integrin	down-up	-1.97	2.25	4.76e-04	1.28e-04	66	58
Bladder cancer	Alzheimer's disease	Gene Ontology	outflow tract morphogenesis	down-up	-1.95	2.14	9.94e-04	1.30e-04	76	72
