disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Kidney cancer	Parkinson's disease	Gene Ontology	response to cytokine	up-up	1.98	1.35	8.93e-09	1.40e-04	898	971
Kidney cancer	Parkinson's disease	Gene Ontology	cytokine mediated signaling pathway	up-up	2.22	1.45	8.93e-09	1.51e-04	584	635
Kidney cancer	Parkinson's disease	Gene Ontology	response to lipid	up-up	1.27	1.4	4.89e-02	1.69e-04	759	782
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of lymphocyte mediated immunity	up-up	1.88	1.94	7.62e-04	1.71e-04	114	115
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte cell cell adhesion	up-up	2.3	1.77	8.93e-09	2.64e-04	174	183
Kidney cancer	Parkinson's disease	Gene Ontology	locomotion	up-up	1.32	1.21	1.60e-03	2.73e-04	1457	1404
Kidney cancer	Parkinson's disease	Gene Ontology	peptidyl tyrosine modification	up-up	1.49	1.6	8.51e-03	2.83e-04	296	308
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of immune response	up-up	2.2	1.42	8.93e-09	2.88e-04	591	607
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of chromatin organization	up-up	1.54	1.83	3.33e-02	3.08e-04	155	148
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of intracellular signal transduction	up-up	1.47	1.24	7.21e-07	3.16e-04	1424	1398
Kidney cancer	Parkinson's disease	Gene Ontology	pattern recognition receptor signaling pathway	up-up	2.18	1.81	5.06e-08	3.22e-04	157	154
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of lymphocyte differentiation	up-up	2.05	1.99	1.31e-04	3.32e-04	74	83
Kidney cancer	Parkinson's disease	Gene Ontology	defense response to other organism	up-up	2.24	1.38	8.93e-09	3.43e-04	796	804
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cell activation	up-up	2.05	1.84	3.53e-06	4.05e-04	161	159
Kidney cancer	Parkinson's disease	Gene Ontology	lymphocyte mediated immunity	up-up	2	1.7	4.47e-06	4.22e-04	190	199
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of inflammatory response	up-up	1.81	1.66	1.59e-05	4.44e-04	268	256
Kidney cancer	Parkinson's disease	Gene Ontology	b cell proliferation	up-up	1.95	2	5.68e-04	6.71e-04	76	75
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of gene expression epigenetic	up-up	1.65	1.94	1.62e-02	6.93e-04	91	87
Kidney cancer	Parkinson's disease	Gene Ontology	lymphocyte activation involved in immune response	up-up	1.94	1.79	9.01e-05	7.45e-04	137	133
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cell adhesion	up-up	1.48	1.61	2.81e-02	7.46e-04	220	229
Kidney cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte differentiation	up-up	1.68	1.71	4.66e-03	7.53e-04	170	168
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of hemopoiesis	up-up	1.69	1.75	3.71e-03	8.00e-04	144	156
Kidney cancer	Parkinson's disease	Gene Ontology	cell chemotaxis	up-up	1.98	1.63	1.45e-06	8.43e-04	225	244
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of cell cell adhesion	up-up	1.91	1.53	1.95e-07	8.77e-04	326	332
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of phagocytosis	up-up	2.12	1.98	3.04e-05	1.03e-03	74	79
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of b cell activation	up-up	2.15	1.86	3.27e-06	1.09e-03	100	94
Kidney cancer	Parkinson's disease	Gene Ontology	interferon gamma mediated signaling pathway	up-up	2.09	1.97	9.50e-05	1.25e-03	57	66
Kidney cancer	Parkinson's disease	Gene Ontology	toll like receptor signaling pathway	up-up	2.07	1.81	1.12e-05	1.41e-03	118	115
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of tumor necrosis factor superfamily cytokine production	up-up	2.16	1.96	2.06e-05	1.41e-03	66	73
Kidney cancer	Parkinson's disease	Gene Ontology	leukocyte apoptotic process	up-up	2.02	1.86	2.24e-04	1.41e-03	85	89
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of cell adhesion	up-up	1.93	1.51	1.15e-07	1.52e-03	319	333
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of response to cytokine stimulus	up-up	2.18	2.05	7.75e-05	1.54e-03	41	41
Kidney cancer	Parkinson's disease	Gene Ontology	cytokine metabolic process	up-up	1.8	1.84	4.24e-03	1.59e-03	102	100
Kidney cancer	Parkinson's disease	Gene Ontology	cytokine secretion	up-up	1.89	1.67	2.89e-05	1.63e-03	173	174
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway	up-up	1.64	1.73	1.19e-02	1.67e-03	128	130
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of nik nf kappab signaling	up-up	1.64	1.86	2.26e-02	1.72e-03	88	81
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of adaptive immune response	up-up	2.14	1.86	1.71e-05	1.72e-03	81	83
Kidney cancer	Parkinson's disease	Gene Ontology	histone methyltransferase complex	up-up	1.78	1.93	8.03e-03	1.96e-03	63	66
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of cell death	up-up	1.55	1.2	2.49e-08	2.00e-03	1294	1311
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of response to external stimulus	up-up	1.86	1.3	8.93e-09	2.12e-03	834	844
Kidney cancer	Parkinson's disease	Gene Ontology	innate immune response	up-up	2.2	1.33	8.93e-09	2.24e-03	654	671
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cytokine production	up-up	1.85	1.59	4.29e-05	2.24e-03	213	220
Kidney cancer	Parkinson's disease	Gene Ontology	intrinsic apoptotic signaling pathway in response to dna damage	up-up	1.85	1.84	1.97e-03	2.36e-03	81	87
Kidney cancer	Parkinson's disease	Gene Ontology	t cell proliferation	up-up	2.13	1.68	2.37e-07	2.38e-03	154	154
Kidney cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte activation	up-up	2.08	1.37	8.93e-09	2.54e-03	499	528
Kidney cancer	Parkinson's disease	Gene Ontology	myeloid leukocyte migration	up-up	2.12	1.62	6.48e-07	2.79e-03	162	175
Kidney cancer	Parkinson's disease	Gene Ontology	interleukin 8 production	up-up	1.86	1.9	2.98e-03	2.81e-03	62	62
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of leukocyte cell cell adhesion	up-up	1.64	1.78	2.03e-02	2.81e-03	97	99
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of response to cytokine stimulus	up-up	2.39	1.71	8.93e-09	2.95e-03	133	138
Kidney cancer	Parkinson's disease	Gene Ontology	endothelial cell migration	up-up	1.53	1.6	3.10e-02	2.96e-03	165	173
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of nik nf kappab signaling	up-up	1.65	1.9	3.06e-02	2.96e-03	67	62
Kidney cancer	Parkinson's disease	Gene Ontology	secretory granule membrane	up-up	1.71	1.59	8.94e-04	3.00e-03	233	223
Kidney cancer	Parkinson's disease	Gene Ontology	alpha beta t cell activation	up-up	1.86	1.79	1.13e-03	3.18e-03	106	106
Kidney cancer	Parkinson's disease	Gene Ontology	homeostasis of number of cells	up-up	1.67	1.6	3.69e-03	3.24e-03	197	204
Kidney cancer	Parkinson's disease	Gene Ontology	t cell activation involved in immune response	up-up	1.78	1.86	5.30e-03	3.27e-03	80	79
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of dna binding transcription factor activity	up-up	1.78	1.46	6.81e-06	3.29e-03	344	336
Kidney cancer	Parkinson's disease	Gene Ontology	histone binding	up-up	1.79	1.67	8.81e-04	3.43e-03	150	150
Kidney cancer	Parkinson's disease	Gene Ontology	leukocyte mediated immunity	up-up	2.07	1.33	8.93e-09	3.53e-03	592	621
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of cell cell adhesion	up-up	2.15	1.55	8.93e-09	3.84e-03	207	217
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of inflammatory response	up-up	1.89	1.74	7.61e-04	3.84e-03	111	112
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway	up-up	1.76	1.83	1.25e-02	4.04e-03	87	85
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of immune effector process	up-up	1.73	1.74	6.59e-03	4.06e-03	92	99
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of b cell proliferation	up-up	2.1	1.96	2.32e-04	4.17e-03	53	52
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cycle g1 s phase transition	up-up	1.7	1.83	1.69e-02	4.23e-03	82	90
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of response to stress	up-up	1.76	1.17	8.93e-09	4.27e-03	1163	1169
Kidney cancer	Parkinson's disease	Gene Ontology	response to wounding	up-up	1.37	1.34	2.14e-02	4.68e-03	535	557
Kidney cancer	Parkinson's disease	Gene Ontology	chemokine production	up-up	1.64	1.84	2.69e-02	4.76e-03	72	75
Kidney cancer	Parkinson's disease	Gene Ontology	activation of immune response	up-up	2.19	1.38	8.93e-09	4.77e-03	462	473
Kidney cancer	Parkinson's disease	Gene Ontology	cellular response to lipid	up-up	1.35	1.37	2.55e-02	5.03e-03	487	508
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of immune response	up-up	1.97	1.73	1.05e-04	5.14e-03	117	120
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte apoptotic process	up-up	2.12	1.83	5.57e-05	5.17e-03	65	67
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of immune effector process	up-up	2.1	1.58	7.65e-07	5.18e-03	161	175
Kidney cancer	Parkinson's disease	Gene Ontology	interleukin 1 beta production	up-up	2.02	1.83	1.05e-04	5.34e-03	71	67
Kidney cancer	Parkinson's disease	Gene Ontology	apoptotic cell clearance	up-up	1.86	1.99	7.28e-03	5.68e-03	35	36
Kidney cancer	Parkinson's disease	Gene Ontology	granulocyte migration	up-up	2.04	1.72	7.35e-05	5.72e-03	110	119
Kidney cancer	Parkinson's disease	Gene Ontology	neutrophil migration	up-up	2.05	1.74	6.57e-05	5.75e-03	93	97
Kidney cancer	Parkinson's disease	Gene Ontology	interleukin 12 production	up-up	1.77	1.85	1.56e-02	6.35e-03	48	50
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of interleukin 8 production	up-up	1.86	1.91	6.37e-03	6.40e-03	41	41
Kidney cancer	Parkinson's disease	Gene Ontology	methylation dependent chromatin silencing	up-up	1.85	2.11	1.58e-02	6.62e-03	18	17
Kidney cancer	Parkinson's disease	Gene Ontology	nuclear matrix	up-up	1.7	1.71	1.89e-02	7.24e-03	86	89
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of response to biotic stimulus	up-up	1.67	1.82	1.64e-02	7.43e-03	71	72
Kidney cancer	Parkinson's disease	Gene Ontology	interleukin 1 production	up-up	1.86	1.81	1.66e-03	7.50e-03	81	75
Kidney cancer	Parkinson's disease	Gene Ontology	alpha beta t cell differentiation	up-up	1.67	1.73	1.66e-02	7.51e-03	81	81
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of defense response	up-up	2.04	1.33	8.93e-09	7.74e-03	585	577
Kidney cancer	Parkinson's disease	Gene Ontology	signaling receptor binding	up-up	1.31	1.15	6.68e-03	7.74e-03	1188	1183
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	2.04	1.96	8.97e-04	8.13e-03	33	31
Kidney cancer	Parkinson's disease	Gene Ontology	cellular defense response	up-up	2.08	1.9	4.18e-04	8.15e-03	41	45
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cell death	up-up	1.5	1.26	2.11e-04	8.16e-03	762	793
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of extrinsic apoptotic signaling pathway via death domain receptors	up-up	1.95	1.84	2.93e-03	8.16e-03	51	48
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of production of molecular mediator of immune response	up-up	1.87	1.64	1.38e-03	8.41e-03	112	118
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of tumor necrosis factor superfamily cytokine production	up-up	1.78	1.83	1.37e-02	8.49e-03	48	48
Kidney cancer	Parkinson's disease	Gene Ontology	production of molecular mediator of immune response	up-up	2.04	1.55	4.46e-06	8.72e-03	163	172
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of myeloid cell differentiation	up-up	1.5	1.55	3.57e-02	8.89e-03	180	184
Kidney cancer	Parkinson's disease	Gene Ontology	myeloid cell apoptotic process	up-up	1.8	1.93	2.16e-02	8.97e-03	25	29
Kidney cancer	Parkinson's disease	Gene Ontology	tertiary granule membrane	up-up	1.86	1.85	5.65e-03	9.25e-03	59	59
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte migration	up-up	2.04	1.67	3.37e-05	1.00e-02	109	114
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of nf kappab transcription factor activity	up-up	2.19	1.65	4.37e-07	1.02e-02	121	123
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of leukocyte migration	up-up	1.91	1.56	8.30e-05	1.04e-02	158	164
Kidney cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cell adhesion	up-up	1.54	1.61	3.79e-02	1.10e-02	140	140
Kidney cancer	Parkinson's disease	Gene Ontology	lipopolysaccharide mediated signaling pathway	up-up	2.09	1.79	2.47e-04	1.14e-02	48	50
Kidney cancer	Parkinson's disease	Gene Ontology	response to interferon gamma	up-up	1.98	1.58	5.29e-05	1.14e-02	133	148
Kidney cancer	Parkinson's disease	Gene Ontology	interferon beta production	up-up	2.3	1.85	5.01e-06	1.18e-02	47	43
Kidney cancer	Parkinson's disease	Gene Ontology	b cell mediated immunity	up-up	1.8	1.67	7.51e-03	1.19e-02	87	97
Kidney cancer	Parkinson's disease	Gene Ontology	positive regulation of leukocyte proliferation	up-up	2.01	1.63	1.10e-04	1.20e-02	112	109
Kidney cancer	Parkinson's disease	Gene Ontology	cell activation involved in immune response	up-up	2.04	1.32	8.93e-09	1.20e-02	543	566
Kidney cancer	Parkinson's disease	Gene Ontology	regulation of toll like receptor signaling pathway	up-up	1.89	1.77	3.79e-03	1.20e-02	55	51
