disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Breast cancer	Alzheimer's disease	HallMark	myc targets v1	up-down	2.3	-2.54	8.33e-10	2.50e-09	193	182
Breast cancer	Alzheimer's disease	HallMark	mtorc1 signaling	up-down	2.23	-2.19	8.33e-10	6.78e-09	196	191
Breast cancer	Alzheimer's disease	HallMark	dna repair	up-down	1.76	-2.01	5.90e-05	9.30e-06	146	128
Breast cancer	Alzheimer's disease	HallMark	unfolded protein response	up-down	1.82	-1.99	9.22e-05	2.28e-05	109	105
Breast cancer	Alzheimer's disease	HallMark	uv response up	up-down	1.47	-1.48	7.99e-03	1.49e-02	158	152
Breast cancer	Alzheimer's disease	HallMark	myc targets v2	up-down	2.07	-1.57	8.83e-06	1.99e-02	56	52
Breast cancer	Parkinson's disease	Gene Ontology	anatomical structure formation involved in morphogenesis	down-up	-1.47	1.61	1.73e-08	1.26e-08	1048	882
Breast cancer	Parkinson's disease	Gene Ontology	biological adhesion	down-up	-1.39	1.53	1.91e-07	1.26e-08	1330	1082
Breast cancer	Parkinson's disease	Gene Ontology	blood vessel morphogenesis	down-up	-1.74	1.83	1.07e-08	1.26e-08	572	510
Breast cancer	Parkinson's disease	Gene Ontology	cardiovascular system development	down-up	-1.78	1.77	1.07e-08	1.26e-08	688	599
Breast cancer	Parkinson's disease	Gene Ontology	dna binding transcription activator activity	down-up	-1.49	2.06	3.96e-04	1.26e-08	412	345
Breast cancer	Parkinson's disease	Gene Ontology	dna binding transcription factor activity	down-up	-1.19	2.14	1.29e-02	1.26e-08	1235	908
Breast cancer	Parkinson's disease	Gene Ontology	dna binding transcription factor activity rna polymerase ii specific	down-up	-1.28	2.29	6.75e-04	1.26e-08	1016	771
Breast cancer	Parkinson's disease	Gene Ontology	molecular transducer activity	down-up	-1.21	1.67	8.95e-03	1.26e-08	1085	851
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of transcription by rna polymerase ii	down-up	-1.24	1.8	7.50e-04	1.26e-08	1144	951
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cell population proliferation	down-up	-1.26	1.5	2.31e-04	1.26e-08	1529	1308
Breast cancer	Parkinson's disease	Gene Ontology	response to bacterium	down-up	-1.29	1.85	1.29e-02	1.26e-08	575	458
Breast cancer	Parkinson's disease	Gene Ontology	tube development	down-up	-1.51	1.73	3.24e-08	1.26e-08	996	857
Breast cancer	Parkinson's disease	Gene Ontology	tube morphogenesis	down-up	-1.59	1.76	1.35e-08	1.26e-08	805	694
Breast cancer	Parkinson's disease	Gene Ontology	epithelial cell differentiation	down-up	-1.32	1.73	1.46e-03	2.91e-08	660	532
Breast cancer	Parkinson's disease	Gene Ontology	circulatory system development	down-up	-1.67	1.52	1.07e-08	1.38e-07	1029	880
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of locomotion	down-up	-1.66	1.69	8.09e-08	4.16e-07	537	466
Breast cancer	Parkinson's disease	Gene Ontology	regulation of vasculature development	down-up	-1.95	1.91	1.07e-08	6.22e-07	311	274
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of multicellular organismal process	down-up	-1.44	1.47	1.17e-07	7.45e-07	1148	967
Breast cancer	Parkinson's disease	Gene Ontology	response to molecule of bacterial origin	down-up	-1.29	1.88	4.48e-02	9.61e-07	326	289
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cell adhesion	down-up	-1.25	1.6	1.58e-02	9.65e-07	656	562
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of intracellular signal transduction	down-up	-1.26	1.49	3.95e-03	2.01e-06	951	792
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cellular component movement	down-up	-1.72	1.47	1.07e-08	5.20e-06	956	801
Breast cancer	Parkinson's disease	Gene Ontology	skeletal system development	down-up	-1.33	1.67	4.10e-03	5.58e-06	508	419
Breast cancer	Parkinson's disease	Gene Ontology	cell motility	down-up	-1.5	1.3	1.07e-08	8.91e-06	1519	1242
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of multicellular organismal process	down-up	-1.32	1.3	4.73e-06	1.12e-05	1668	1410
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of vasculature development	down-up	-1.84	1.97	6.03e-05	1.37e-05	180	158
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of developmental process	down-up	-1.43	1.32	2.67e-08	1.81e-05	1308	1090
Breast cancer	Parkinson's disease	Gene Ontology	embryonic morphogenesis	down-up	-1.32	1.61	4.32e-03	2.01e-05	566	462
Breast cancer	Parkinson's disease	Gene Ontology	extracellular matrix	down-up	-1.53	1.62	1.36e-05	2.13e-05	505	412
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of developmental process	down-up	-1.48	1.44	4.08e-07	3.69e-05	898	741
Breast cancer	Parkinson's disease	Gene Ontology	muscle structure development	down-up	-1.66	1.56	2.18e-08	4.01e-05	612	504
Breast cancer	Parkinson's disease	Gene Ontology	collagen containing extracellular matrix	down-up	-1.64	1.66	1.92e-05	9.15e-05	394	327
Breast cancer	Parkinson's disease	Gene Ontology	regulation of ossification	down-up	-1.59	1.8	4.96e-03	1.56e-04	182	157
Breast cancer	Parkinson's disease	Gene Ontology	response to lipid	down-up	-1.42	1.4	1.07e-05	1.69e-04	878	782
Breast cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell differentiation	down-up	-1.51	1.87	2.13e-02	1.70e-04	142	124
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of phosphatidylinositol 3 kinase signaling	down-up	-1.54	2.04	4.32e-02	2.20e-04	86	80
Breast cancer	Parkinson's disease	Gene Ontology	locomotion	down-up	-1.49	1.21	1.07e-08	2.73e-04	1736	1404
Breast cancer	Parkinson's disease	Gene Ontology	peptidyl tyrosine modification	down-up	-1.28	1.6	4.34e-02	2.83e-04	353	308
Breast cancer	Parkinson's disease	Gene Ontology	epithelium development	down-up	-1.22	1.32	5.28e-03	2.90e-04	1166	937
Breast cancer	Parkinson's disease	Gene Ontology	regulation of intracellular signal transduction	down-up	-1.23	1.24	9.79e-04	3.16e-04	1722	1398
Breast cancer	Parkinson's disease	Gene Ontology	cell substrate adhesion	down-up	-1.82	1.63	1.18e-07	3.28e-04	331	283
Breast cancer	Parkinson's disease	Gene Ontology	endothelium development	down-up	-2	1.84	2.93e-05	6.89e-04	122	105
Breast cancer	Parkinson's disease	Gene Ontology	cell fate commitment	down-up	-1.39	1.64	1.03e-02	7.72e-04	255	206
Breast cancer	Parkinson's disease	Gene Ontology	cellular response to vascular endothelial growth factor stimulus	down-up	-2.03	2.11	1.42e-03	1.10e-03	52	46
Breast cancer	Parkinson's disease	Gene Ontology	platelet derived growth factor receptor signaling pathway	down-up	-1.64	2.03	4.09e-02	1.16e-03	55	49
Breast cancer	Parkinson's disease	Gene Ontology	regulation of osteoblast differentiation	down-up	-1.62	1.85	1.19e-02	1.24e-03	110	94
Breast cancer	Parkinson's disease	Gene Ontology	muscle organ development	down-up	-1.69	1.52	4.63e-06	1.28e-03	373	308
Breast cancer	Parkinson's disease	Gene Ontology	renal system development	down-up	-1.66	1.6	4.43e-05	1.29e-03	290	247
Breast cancer	Parkinson's disease	Gene Ontology	wound healing	down-up	-1.3	1.43	8.36e-03	1.61e-03	540	461
Breast cancer	Parkinson's disease	Gene Ontology	ossification	down-up	-1.29	1.51	2.20e-02	1.63e-03	369	320
Breast cancer	Parkinson's disease	Gene Ontology	regulation of endothelial cell migration	down-up	-2.15	1.72	1.32e-07	1.77e-03	153	133
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of cell differentiation	down-up	-1.43	1.3	2.85e-06	2.20e-03	937	792
Breast cancer	Parkinson's disease	Gene Ontology	urogenital system development	down-up	-1.64	1.54	6.33e-05	2.38e-03	326	282
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of cell differentiation	down-up	-1.36	1.4	1.21e-03	2.49e-03	663	539
Breast cancer	Parkinson's disease	Gene Ontology	vascular endothelial growth factor signaling pathway	down-up	-1.95	2.08	6.88e-03	2.64e-03	35	30
Breast cancer	Parkinson's disease	Gene Ontology	sensory organ development	down-up	-1.37	1.41	3.18e-03	2.65e-03	531	429
Breast cancer	Parkinson's disease	Gene Ontology	adaptive thermogenesis	down-up	-1.86	1.64	7.04e-05	2.94e-03	151	137
Breast cancer	Parkinson's disease	Gene Ontology	endothelial cell migration	down-up	-2	1.6	2.93e-07	2.96e-03	198	173
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of cell population proliferation	down-up	-1.5	1.36	9.69e-06	3.69e-03	657	579
Breast cancer	Parkinson's disease	Gene Ontology	blood vessel endothelial cell migration	down-up	-2.09	1.7	4.15e-06	4.37e-03	112	101
Breast cancer	Parkinson's disease	Gene Ontology	response to wounding	down-up	-1.33	1.34	2.35e-03	4.68e-03	649	557
Breast cancer	Parkinson's disease	Gene Ontology	cellular response to lipid	down-up	-1.35	1.37	2.12e-03	5.03e-03	571	508
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of small molecule metabolic process	down-up	-1.92	1.66	1.14e-04	6.08e-03	132	116
Breast cancer	Parkinson's disease	Gene Ontology	gliogenesis	down-up	-1.58	1.53	3.93e-04	6.78e-03	279	239
Breast cancer	Parkinson's disease	Gene Ontology	gland morphogenesis	down-up	-1.62	1.69	1.49e-02	6.88e-03	117	109
Breast cancer	Parkinson's disease	Gene Ontology	glomerulus development	down-up	-1.75	1.85	2.83e-02	7.23e-03	62	56
Breast cancer	Parkinson's disease	Gene Ontology	signaling receptor binding	down-up	-1.24	1.15	6.50e-04	7.74e-03	1437	1183
Breast cancer	Parkinson's disease	Gene Ontology	extracellular matrix structural constituent	down-up	-1.45	1.62	2.90e-02	7.91e-03	161	133
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cell differentiation	down-up	-1.35	1.16	6.88e-07	9.34e-03	1730	1406
Breast cancer	Parkinson's disease	Gene Ontology	glial cell differentiation	down-up	-1.69	1.54	2.29e-04	9.83e-03	209	178
Breast cancer	Parkinson's disease	Gene Ontology	detoxification of inorganic compound	down-up	-2.05	1.94	3.29e-03	1.22e-02	14	13
Breast cancer	Parkinson's disease	Gene Ontology	temperature homeostasis	down-up	-1.96	1.54	3.09e-06	1.24e-02	170	154
Breast cancer	Parkinson's disease	Gene Ontology	cell matrix adhesion	down-up	-1.66	1.52	5.95e-04	1.32e-02	210	186
Breast cancer	Parkinson's disease	Gene Ontology	digestive system development	down-up	-1.7	1.64	1.87e-03	1.32e-02	137	119
Breast cancer	Parkinson's disease	Gene Ontology	regionalization	down-up	-1.47	1.47	3.45e-03	1.38e-02	336	265
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of endothelial cell migration	down-up	-1.94	1.7	1.27e-04	1.41e-02	96	82
Breast cancer	Parkinson's disease	Gene Ontology	tissue migration	down-up	-1.93	1.45	1.07e-08	1.57e-02	285	249
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of blood vessel endothelial cell migration	down-up	-1.75	1.74	1.79e-02	1.60e-02	55	48
Breast cancer	Parkinson's disease	Gene Ontology	enzyme linked receptor protein signaling pathway	down-up	-1.56	1.24	1.07e-08	1.74e-02	986	826
Breast cancer	Parkinson's disease	Gene Ontology	complement activation	down-up	-1.67	1.77	2.79e-02	1.75e-02	73	59
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of growth	down-up	-1.47	1.48	6.42e-03	1.75e-02	231	204
Breast cancer	Parkinson's disease	Gene Ontology	taxis	down-up	-1.37	1.28	4.61e-04	1.81e-02	611	514
Breast cancer	Parkinson's disease	Gene Ontology	cardiac septum morphogenesis	down-up	-1.59	1.71	3.58e-02	1.99e-02	74	65
Breast cancer	Parkinson's disease	Gene Ontology	renal system vasculature development	down-up	-2.04	1.84	3.53e-03	2.06e-02	27	25
Breast cancer	Parkinson's disease	Gene Ontology	lipid storage	down-up	-1.78	1.79	5.78e-03	2.13e-02	65	54
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of mapk cascade	down-up	-1.41	1.33	6.43e-04	2.17e-02	501	437
Breast cancer	Parkinson's disease	Gene Ontology	regulation of epithelial cell migration	down-up	-2.07	1.45	1.33e-08	2.29e-02	215	190
Breast cancer	Parkinson's disease	Gene Ontology	anterior posterior pattern specification	down-up	-1.5	1.48	5.93e-03	2.30e-02	207	170
Breast cancer	Parkinson's disease	Gene Ontology	regulation of endothelial cell differentiation	down-up	-1.89	1.81	1.64e-02	2.30e-02	35	29
Breast cancer	Parkinson's disease	Gene Ontology	nephron development	down-up	-1.57	1.57	1.27e-02	2.36e-02	141	120
Breast cancer	Parkinson's disease	Gene Ontology	pri mirna transcription by rna polymerase ii	down-up	-1.78	1.73	3.15e-02	2.60e-02	46	41
Breast cancer	Parkinson's disease	Gene Ontology	connective tissue development	down-up	-1.42	1.39	1.02e-02	2.74e-02	261	218
Breast cancer	Parkinson's disease	Gene Ontology	roof of mouth development	down-up	-1.62	1.68	1.99e-02	2.75e-02	88	76
Breast cancer	Parkinson's disease	Gene Ontology	ameboidal type cell migration	down-up	-1.96	1.34	1.07e-08	2.89e-02	382	330
Breast cancer	Parkinson's disease	Gene Ontology	multicellular organismal homeostasis	down-up	-1.44	1.32	9.79e-04	2.90e-02	464	388
Breast cancer	Parkinson's disease	Gene Ontology	cellular response to zinc ion	down-up	-1.92	1.94	1.67e-02	2.90e-02	20	17
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of epithelial cell migration	down-up	-1.97	1.51	1.55e-05	3.08e-02	139	122
Breast cancer	Parkinson's disease	Gene Ontology	muscle tissue development	down-up	-1.8	1.37	1.81e-08	3.10e-02	374	316
Breast cancer	Parkinson's disease	Gene Ontology	anchoring junction	down-up	-1.5	1.25	6.91e-07	3.15e-02	791	657
Breast cancer	Parkinson's disease	Gene Ontology	cell substrate junction organization	down-up	-2.04	1.58	2.60e-05	3.17e-02	98	87
Breast cancer	Parkinson's disease	Gene Ontology	platelet derived growth factor receptor binding	down-up	-1.86	1.9	3.61e-02	3.23e-02	14	14
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of protein modification process	down-up	-1.17	1.18	2.27e-02	3.23e-02	1162	963
Breast cancer	Parkinson's disease	Gene Ontology	animal organ morphogenesis	down-up	-1.4	1.2	4.89e-06	3.32e-02	1029	845
Breast cancer	Parkinson's disease	Gene Ontology	inositol lipid mediated signaling	down-up	-1.55	1.42	9.05e-03	3.40e-02	184	162
Breast cancer	Parkinson's disease	Gene Ontology	pulmonary valve development	down-up	-1.89	1.86	1.29e-02	3.79e-02	21	19
Breast cancer	Parkinson's disease	Gene Ontology	cell junction assembly	down-up	-1.66	1.41	6.34e-04	3.79e-02	239	204
Breast cancer	Parkinson's disease	Gene Ontology	regulation of lipid storage	down-up	-1.94	1.74	6.88e-03	4.00e-02	43	36
Breast cancer	Parkinson's disease	Gene Ontology	transmembrane receptor protein tyrosine kinase signaling pathway	down-up	-1.47	1.24	2.64e-05	4.00e-02	685	584
Breast cancer	Parkinson's disease	Gene Ontology	hormone mediated signaling pathway	down-up	-1.44	1.4	8.91e-03	4.01e-02	217	190
Breast cancer	Parkinson's disease	Gene Ontology	regulation of phosphatidylinositol 3 kinase signaling	down-up	-1.53	1.48	3.15e-02	4.13e-02	120	109
Breast cancer	Parkinson's disease	Gene Ontology	positive regulation of cell death	down-up	-1.32	1.25	2.40e-03	4.39e-02	670	575
Breast cancer	Parkinson's disease	Gene Ontology	growth factor binding	down-up	-1.68	1.53	2.51e-03	4.62e-02	137	119
Breast cancer	Parkinson's disease	Gene Ontology	transcription coactivator binding	down-up	-1.84	1.82	1.81e-02	4.68e-02	22	19
Breast cancer	Parkinson's disease	Gene Ontology	nephron epithelium development	down-up	-1.73	1.52	2.36e-03	4.84e-02	109	92
Breast cancer	Parkinson's disease	Gene Ontology	response to steroid hormone	down-up	-1.59	1.29	6.84e-05	4.90e-02	371	335
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of macrophage derived foam cell differentiation	down-up	-1.76	1.8	4.81e-02	4.91e-02	13	13
Breast cancer	Parkinson's disease	Gene Ontology	cell cell junction	down-up	-1.3	1.25	1.23e-02	4.97e-02	470	378
Breast cancer	Parkinson's disease	Gene Ontology	cellular protein containing complex assembly	up-down	1.42	-1.73	2.66e-04	1.26e-08	939	745
Breast cancer	Parkinson's disease	Gene Ontology	endopeptidase complex	up-down	1.95	-2.63	5.89e-04	1.26e-08	61	55
Breast cancer	Parkinson's disease	Gene Ontology	envelope	up-down	1.24	-2.08	3.18e-02	1.26e-08	1129	826
Breast cancer	Parkinson's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.63	-1.86	3.85e-08	1.26e-08	811	609
Breast cancer	Parkinson's disease	Gene Ontology	mitochondrial gene expression	up-down	1.76	-2.41	2.18e-04	1.26e-08	162	109
Breast cancer	Parkinson's disease	Gene Ontology	mitochondrial protein complex	up-down	1.46	-2.96	2.61e-02	1.26e-08	235	168
Breast cancer	Parkinson's disease	Gene Ontology	mitochondrial translation	up-down	1.85	-2.45	3.98e-04	1.26e-08	134	92
Breast cancer	Parkinson's disease	Gene Ontology	peptidase complex	up-down	1.82	-2.57	1.27e-03	1.26e-08	82	71
Breast cancer	Parkinson's disease	Gene Ontology	cellular macromolecule localization	up-down	1.21	-1.54	1.27e-02	1.29e-08	1813	1410
Breast cancer	Parkinson's disease	Gene Ontology	protein containing complex assembly	up-down	1.34	-1.55	1.33e-04	1.64e-08	1660	1320
Breast cancer	Parkinson's disease	Gene Ontology	catalytic complex	up-down	1.58	-1.61	1.07e-08	6.01e-08	1281	987
Breast cancer	Parkinson's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.08	-2.39	1.33e-05	7.15e-08	77	67
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	1.83	-2.42	3.79e-03	1.85e-07	58	52
Breast cancer	Parkinson's disease	Gene Ontology	antigen processing and presentation of peptide antigen	up-down	1.95	-2.12	7.20e-07	3.51e-07	179	154
Breast cancer	Parkinson's disease	Gene Ontology	modification dependent macromolecule catabolic process	up-down	1.31	-1.78	3.89e-02	4.36e-07	591	426
Breast cancer	Parkinson's disease	Gene Ontology	organellar ribosome	up-down	1.83	-2.36	2.39e-03	5.41e-07	85	56
Breast cancer	Parkinson's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	1.4	-1.61	1.42e-04	1.09e-06	1036	748
Breast cancer	Parkinson's disease	Gene Ontology	trna metabolic process	up-down	1.79	-2.15	2.26e-04	1.09e-06	172	125
Breast cancer	Parkinson's disease	Gene Ontology	translational termination	up-down	1.75	-2.26	3.53e-03	1.18e-06	102	72
Breast cancer	Parkinson's disease	Gene Ontology	mitochondrial translational termination	up-down	1.79	-2.3	3.21e-03	1.82e-06	87	58
Breast cancer	Parkinson's disease	Gene Ontology	proteasome accessory complex	up-down	1.79	-2.37	2.34e-02	1.93e-06	23	23
Breast cancer	Parkinson's disease	Gene Ontology	cellular protein catabolic process	up-down	1.3	-1.66	2.49e-02	6.85e-06	721	531
Breast cancer	Parkinson's disease	Gene Ontology	organelle localization	up-down	1.53	-1.7	1.12e-04	1.01e-05	607	475
Breast cancer	Parkinson's disease	Gene Ontology	protein modification by small protein removal	up-down	1.49	-1.88	1.19e-02	1.02e-05	265	218
Breast cancer	Parkinson's disease	Gene Ontology	proteasomal protein catabolic process	up-down	1.35	-1.76	2.54e-02	1.27e-05	455	338
Breast cancer	Parkinson's disease	Gene Ontology	antigen processing and presentation	up-down	1.9	-1.92	2.19e-06	1.36e-05	212	184
Breast cancer	Parkinson's disease	Gene Ontology	antigen processing and presentation of exogenous peptide antigen via mhc class i	up-down	1.74	-2.2	8.57e-03	1.42e-05	70	61
Breast cancer	Parkinson's disease	Gene Ontology	tubulin binding	up-down	1.46	-1.83	8.22e-03	1.54e-05	329	245
Breast cancer	Parkinson's disease	Gene Ontology	ribonucleotide binding	up-down	1.45	-1.43	2.97e-08	1.81e-05	1780	1383
Breast cancer	Parkinson's disease	Gene Ontology	microtubule based movement	up-down	1.5	-1.91	1.06e-02	2.10e-05	271	177
Breast cancer	Parkinson's disease	Gene Ontology	microtubule based process	up-down	1.71	-1.63	1.07e-08	2.10e-05	719	511
Breast cancer	Parkinson's disease	Gene Ontology	intrinsic component of organelle membrane	up-down	1.46	-1.8	8.38e-03	2.55e-05	363	253
Breast cancer	Parkinson's disease	Gene Ontology	translational elongation	up-down	1.65	-2.09	7.29e-03	2.66e-05	126	90
Breast cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative metabolic process	up-down	1.26	-1.52	1.86e-02	2.68e-05	1061	835
Breast cancer	Parkinson's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	2.05	-1.83	1.07e-08	4.57e-05	261	218
Breast cancer	Parkinson's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	2.06	-1.9	1.07e-08	4.65e-05	206	173
Breast cancer	Parkinson's disease	Gene Ontology	microtubule	up-down	1.59	-1.76	1.88e-04	4.87e-05	406	283
Breast cancer	Parkinson's disease	Gene Ontology	establishment of organelle localization	up-down	1.57	-1.76	2.92e-04	5.29e-05	396	314
Breast cancer	Parkinson's disease	Gene Ontology	protein modification by small protein conjugation	up-down	1.38	-1.57	9.21e-04	5.29e-05	864	616
Breast cancer	Parkinson's disease	Gene Ontology	establishment of localization in cell	up-down	1.44	-1.65	2.43e-03	6.11e-05	517	413
Breast cancer	Parkinson's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	1.73	-2.06	4.16e-03	6.17e-05	98	84
Breast cancer	Parkinson's disease	Gene Ontology	protein catabolic process	up-down	1.26	-1.52	4.20e-02	9.62e-05	869	648
Breast cancer	Parkinson's disease	Gene Ontology	microtubule cytoskeleton	up-down	1.69	-1.47	1.07e-08	1.57e-04	1178	833
Breast cancer	Parkinson's disease	Gene Ontology	threonine type peptidase activity	up-down	1.73	-2.26	4.23e-02	1.60e-04	19	17
Breast cancer	Parkinson's disease	Gene Ontology	antigen processing and presentation of peptide antigen via mhc class i	up-down	1.71	-2.01	7.62e-03	1.65e-04	91	79
Breast cancer	Parkinson's disease	Gene Ontology	proteasome core complex	up-down	1.74	-2.2	2.99e-02	2.71e-04	18	16
Breast cancer	Parkinson's disease	Gene Ontology	retrograde vesicle mediated transport golgi to endoplasmic reticulum	up-down	1.96	-1.99	1.58e-04	3.34e-04	81	70
Breast cancer	Parkinson's disease	Gene Ontology	proteasomal ubiquitin independent protein catabolic process	up-down	1.7	-2.13	4.83e-02	1.09e-03	20	18
Breast cancer	Parkinson's disease	Gene Ontology	microtubule binding	up-down	1.46	-1.71	2.30e-02	1.32e-03	244	178
Breast cancer	Parkinson's disease	Gene Ontology	mitochondrial large ribosomal subunit	up-down	1.74	-2.03	1.21e-02	1.37e-03	56	35
Breast cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on a trna	up-down	1.86	-1.88	3.56e-04	1.61e-03	114	83
Breast cancer	Parkinson's disease	Gene Ontology	transcription coupled nucleotide excision repair	up-down	1.58	-1.92	4.80e-02	1.83e-03	72	64
Breast cancer	Parkinson's disease	Gene Ontology	nuclear outer membrane endoplasmic reticulum membrane network	up-down	1.29	-1.42	1.17e-02	1.84e-03	1028	740
Breast cancer	Parkinson's disease	Gene Ontology	glycolytic process through fructose 6 phosphate	up-down	1.67	-2.06	3.24e-02	1.99e-03	28	25
Breast cancer	Parkinson's disease	Gene Ontology	proteasome core complex beta subunit complex	up-down	1.79	-2.1	1.68e-02	2.33e-03	10	10
Breast cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative biosynthetic process	up-down	1.35	-1.49	9.49e-03	2.44e-03	638	493
Breast cancer	Parkinson's disease	Gene Ontology	antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii	up-down	1.9	-1.81	1.79e-04	3.01e-03	96	82
Breast cancer	Parkinson's disease	Gene Ontology	organelle assembly	up-down	1.38	-1.44	3.12e-03	3.13e-03	791	568
Breast cancer	Parkinson's disease	Gene Ontology	ncrna metabolic process	up-down	1.74	-1.55	1.03e-07	3.18e-03	429	311
Breast cancer	Parkinson's disease	Gene Ontology	cilium organization	up-down	1.33	-1.63	4.74e-02	3.27e-03	367	234
Breast cancer	Parkinson's disease	Gene Ontology	ribosome biogenesis	up-down	1.51	-1.58	4.91e-03	4.63e-03	268	210
Breast cancer	Parkinson's disease	Gene Ontology	cellular macromolecule catabolic process	up-down	1.23	-1.37	4.03e-02	4.95e-03	1085	816
Breast cancer	Parkinson's disease	Gene Ontology	trna processing	up-down	1.7	-1.77	3.05e-03	5.12e-03	121	88
Breast cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on rna	up-down	1.73	-1.58	4.41e-06	5.48e-03	353	256
Breast cancer	Parkinson's disease	Gene Ontology	microtubule associated complex	up-down	1.75	-1.72	7.00e-04	5.60e-03	147	104
