disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Prostate cancer	Parkinson's disease	Gene Ontology	hindlimb morphogenesis	down-up	-1.76	1.71	3.60e-02	4.71e-02	35	31
Prostate cancer	Parkinson's disease	Gene Ontology	response to steroid hormone	down-up	-1.43	1.29	2.80e-02	4.90e-02	339	335
Prostate cancer	Parkinson's disease	Gene Ontology	negative regulation of cytokine production involved in immune response	down-up	-1.82	1.77	1.95e-02	4.96e-02	21	24
Prostate cancer	Parkinson's disease	Gene Ontology	cell cell junction	down-up	-1.53	1.25	3.05e-03	4.97e-02	428	378
Prostate cancer	Parkinson's disease	Gene Ontology	negative regulation of cellular response to growth factor stimulus	down-up	-1.87	1.46	3.17e-04	4.99e-02	126	108
Prostate cancer	Parkinson's disease	Gene Ontology	cellular protein containing complex assembly	up-down	1.21	-1.73	4.06e-02	1.26e-08	802	745
Prostate cancer	Parkinson's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.22	-1.86	3.46e-02	1.26e-08	701	609
Prostate cancer	Parkinson's disease	Gene Ontology	intracellular transport	up-down	1.16	-1.74	4.27e-02	1.26e-08	1387	1258
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrial gene expression	up-down	2.05	-2.41	6.76e-06	1.26e-08	146	109
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrial matrix	up-down	1.81	-2.42	1.93e-07	1.26e-08	400	343
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrial protein complex	up-down	1.88	-2.96	6.03e-06	1.26e-08	209	168
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrial translation	up-down	2.06	-2.45	1.15e-05	1.26e-08	122	92
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrion	up-down	1.29	-2.23	7.93e-04	1.26e-08	1311	1099
Prostate cancer	Parkinson's disease	Gene Ontology	nucleobase containing small molecule metabolic process	up-down	1.4	-1.89	2.38e-03	1.26e-08	523	475
Prostate cancer	Parkinson's disease	Gene Ontology	organelle inner membrane	up-down	1.39	-2.6	8.27e-03	1.26e-08	444	340
Prostate cancer	Parkinson's disease	Gene Ontology	organophosphate metabolic process	up-down	1.21	-1.71	4.37e-02	1.26e-08	872	770
Prostate cancer	Parkinson's disease	Gene Ontology	small molecule metabolic process	up-down	1.24	-1.64	5.96e-04	1.26e-08	1611	1469
Prostate cancer	Parkinson's disease	Gene Ontology	organic acid metabolic process	up-down	1.37	-1.65	2.06e-04	3.20e-08	943	875
Prostate cancer	Parkinson's disease	Gene Ontology	cellular amino acid metabolic process	up-down	1.79	-1.99	3.15e-06	4.15e-08	290	257
Prostate cancer	Parkinson's disease	Gene Ontology	golgi vesicle transport	up-down	1.4	-1.96	3.01e-02	6.95e-08	289	274
Prostate cancer	Parkinson's disease	Gene Ontology	organellar ribosome	up-down	1.83	-2.36	9.82e-03	5.41e-07	78	56
Prostate cancer	Parkinson's disease	Gene Ontology	organonitrogen compound biosynthetic process	up-down	1.46	-1.49	3.40e-08	1.04e-06	1467	1275
Prostate cancer	Parkinson's disease	Gene Ontology	trna metabolic process	up-down	1.91	-2.15	3.96e-05	1.09e-06	159	125
Prostate cancer	Parkinson's disease	Gene Ontology	translational termination	up-down	1.82	-2.26	1.90e-03	1.18e-06	94	72
Prostate cancer	Parkinson's disease	Gene Ontology	mitochondrial translational termination	up-down	1.95	-2.3	1.34e-03	1.82e-06	80	58
Prostate cancer	Parkinson's disease	Gene Ontology	amine metabolic process	up-down	1.57	-2.14	3.85e-02	1.85e-06	119	111
Prostate cancer	Parkinson's disease	Gene Ontology	cellular amide metabolic process	up-down	1.62	-1.56	3.20e-08	6.56e-06	855	767
Prostate cancer	Parkinson's disease	Gene Ontology	ribonucleotide binding	up-down	1.23	-1.43	2.47e-03	1.81e-05	1555	1383
Prostate cancer	Parkinson's disease	Gene Ontology	translational elongation	up-down	1.77	-2.09	3.05e-03	2.66e-05	115	90
Prostate cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative metabolic process	up-down	1.27	-1.52	3.84e-03	2.68e-05	940	835
Prostate cancer	Parkinson's disease	Gene Ontology	amide biosynthetic process	up-down	1.81	-1.6	3.20e-08	3.30e-05	634	566
Prostate cancer	Parkinson's disease	Gene Ontology	protein targeting	up-down	1.46	-1.73	4.86e-03	1.01e-04	329	305
Prostate cancer	Parkinson's disease	Gene Ontology	ligase activity	up-down	1.79	-1.99	1.64e-03	1.28e-04	120	101
Prostate cancer	Parkinson's disease	Gene Ontology	retrograde vesicle mediated transport golgi to endoplasmic reticulum	up-down	1.66	-1.99	3.80e-02	3.34e-04	68	70
Prostate cancer	Parkinson's disease	Gene Ontology	coenzyme metabolic process	up-down	1.52	-1.8	6.96e-03	3.74e-04	215	188
Prostate cancer	Parkinson's disease	Gene Ontology	amino acid activation	up-down	2.31	-2.04	2.75e-05	8.43e-04	40	36
Prostate cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on a trna	up-down	2.28	-1.88	1.02e-07	1.61e-03	107	83
Prostate cancer	Parkinson's disease	Gene Ontology	ligase activity forming carbon oxygen bonds	up-down	2.22	-2.03	3.31e-04	2.37e-03	33	30
Prostate cancer	Parkinson's disease	Gene Ontology	carbohydrate derivative biosynthetic process	up-down	1.38	-1.49	3.84e-03	2.44e-03	565	493
Prostate cancer	Parkinson's disease	Gene Ontology	protein localization to organelle	up-down	1.27	-1.42	1.18e-02	2.64e-03	765	712
Prostate cancer	Parkinson's disease	Gene Ontology	ncrna metabolic process	up-down	2.12	-1.55	3.20e-08	3.18e-03	387	311
Prostate cancer	Parkinson's disease	Gene Ontology	ribosome biogenesis	up-down	2.35	-1.58	3.20e-08	4.63e-03	233	210
Prostate cancer	Parkinson's disease	Gene Ontology	peptide biosynthetic process	up-down	1.89	-1.46	3.20e-08	4.79e-03	517	461
Prostate cancer	Parkinson's disease	Gene Ontology	catalytic activity acting on rna	up-down	1.93	-1.58	3.40e-08	5.48e-03	319	256
Prostate cancer	Parkinson's disease	Gene Ontology	organelle subcompartment	up-down	1.45	-1.54	5.87e-03	7.94e-03	292	257
Prostate cancer	Parkinson's disease	Gene Ontology	peptide metabolic process	up-down	1.62	-1.42	1.57e-06	1.02e-02	634	573
Prostate cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	2.32	-1.51	3.20e-08	1.04e-02	337	314
Prostate cancer	Parkinson's disease	Gene Ontology	establishment of protein localization to organelle	up-down	1.39	-1.39	7.82e-03	2.11e-02	438	433
Prostate cancer	Parkinson's disease	Gene Ontology	adenyl nucleotide binding	up-down	1.29	-1.27	8.83e-04	2.55e-02	1282	1146
Prostate cancer	Parkinson's disease	Gene Ontology	mitotic metaphase plate congression	up-down	1.82	-1.71	2.31e-02	2.78e-02	41	35
Prostate cancer	Parkinson's disease	Gene Ontology	nucleoid	up-down	1.95	-1.74	4.43e-03	2.81e-02	37	36
Prostate cancer	Parkinson's disease	Gene Ontology	atpase activity	up-down	1.57	-1.42	4.03e-04	3.08e-02	355	318
Prostate cancer	Parkinson's disease	Gene Ontology	ncrna processing	up-down	1.99	-1.44	3.20e-08	3.13e-02	311	262
Prostate cancer	Parkinson's disease	Gene Ontology	ribosome	up-down	2.26	-1.53	3.20e-08	3.44e-02	162	149
Prostate cancer	Parkinson's disease	Gene Ontology	kinetochore	up-down	1.97	-1.55	7.77e-05	3.54e-02	118	100
Prostate cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex	up-down	1.85	-1.36	3.20e-08	3.62e-02	536	480
Prostate cancer	Parkinson's disease	Gene Ontology	nucleotide phosphorylation	up-down	1.53	-1.55	3.04e-02	4.08e-02	111	111
Prostate cancer	Parkinson's disease	Gene Ontology	ribonucleoprotein complex binding	up-down	2.03	-1.56	3.87e-05	4.70e-02	108	97
Prostate cancer	Parkinson's disease	Gene Ontology	adp metabolic process	up-down	1.61	-1.54	4.06e-02	4.95e-02	102	105
Prostate cancer	Alzheimer's disease	Gene Ontology	anatomical structure formation involved in morphogenesis	down-up	-1.68	2.09	3.20e-08	5.63e-09	960	883
Prostate cancer	Alzheimer's disease	Gene Ontology	animal organ morphogenesis	down-up	-1.7	2.05	3.20e-08	5.63e-09	943	846
Prostate cancer	Alzheimer's disease	Gene Ontology	appendage development	down-up	-1.58	2.4	2.31e-02	5.63e-09	160	142
Prostate cancer	Alzheimer's disease	Gene Ontology	biological adhesion	down-up	-1.6	1.92	3.20e-08	5.63e-09	1169	1084
Prostate cancer	Alzheimer's disease	Gene Ontology	blood vessel morphogenesis	down-up	-1.71	2.36	1.26e-06	5.63e-09	519	510
Prostate cancer	Alzheimer's disease	Gene Ontology	bone development	down-up	-1.84	2.34	1.10e-04	5.63e-09	191	175
Prostate cancer	Alzheimer's disease	Gene Ontology	cardiovascular system development	down-up	-1.73	2.32	5.47e-08	5.63e-09	625	601
