disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of blood pressure	down-up	-1.99	1.45	1.10e-05	2.65e-02	161	161
Cervical cancer	Alzheimer's disease	Gene Ontology	antibacterial humoral response	down-up	-1.77	1.83	3.37e-02	2.84e-02	29	30
Cervical cancer	Alzheimer's disease	Gene Ontology	steroid hydroxylase activity	down-up	-2.09	1.87	2.15e-03	2.84e-02	30	28
Cervical cancer	Alzheimer's disease	Gene Ontology	mammary gland epithelium development	down-up	-2.02	1.66	6.26e-04	3.16e-02	61	60
Cervical cancer	Alzheimer's disease	Gene Ontology	steroid binding	down-up	-1.77	1.57	2.64e-03	3.16e-02	87	79
Cervical cancer	Alzheimer's disease	Gene Ontology	plasma membrane protein complex	down-up	-1.24	1.29	4.70e-02	3.33e-02	490	441
Cervical cancer	Alzheimer's disease	Gene Ontology	leukotriene metabolic process	down-up	-1.85	1.79	2.00e-02	3.39e-02	22	21
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of animal organ formation	down-up	-2.19	1.73	8.42e-04	3.48e-02	34	31
Cervical cancer	Alzheimer's disease	Gene Ontology	antimicrobial humoral response	down-up	-1.62	1.6	2.08e-02	3.66e-02	92	81
Cervical cancer	Alzheimer's disease	Gene Ontology	terpenoid metabolic process	down-up	-1.68	1.54	7.21e-03	3.70e-02	97	89
Cervical cancer	Alzheimer's disease	Gene Ontology	endothelial cell migration	down-up	-1.49	1.45	2.27e-02	3.89e-02	176	174
Cervical cancer	Alzheimer's disease	Gene Ontology	animal organ formation	down-up	-2.33	1.64	6.41e-06	3.94e-02	57	54
Cervical cancer	Alzheimer's disease	Gene Ontology	cerebellar purkinje cell granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation	down-up	-1.68	1.77	4.94e-02	4.06e-02	5	6
Cervical cancer	Alzheimer's disease	Gene Ontology	response to fungus	down-up	-1.7	1.67	2.91e-02	4.36e-02	38	35
Cervical cancer	Alzheimer's disease	Gene Ontology	ventricular septum morphogenesis	down-up	-1.65	1.67	4.37e-02	4.42e-02	38	35
Cervical cancer	Alzheimer's disease	Gene Ontology	metanephric tubule morphogenesis	down-up	-1.9	1.79	1.51e-02	4.48e-02	9	7
Cervical cancer	Alzheimer's disease	Gene Ontology	negative regulation of cytokine secretion	down-up	-1.58	1.66	3.93e-02	4.64e-02	56	49
Cervical cancer	Alzheimer's disease	Gene Ontology	negative regulation of growth	down-up	-1.4	1.42	4.58e-02	4.99e-02	218	204
Cervical cancer	Alzheimer's disease	Gene Ontology	amide biosynthetic process	up-down	1.46	-2.19	1.10e-03	5.63e-09	655	566
Cervical cancer	Alzheimer's disease	Gene Ontology	anaphase promoting complex dependent catabolic process	up-down	2.3	-2.58	4.21e-07	5.63e-09	71	67
Cervical cancer	Alzheimer's disease	Gene Ontology	atp metabolic process	up-down	1.75	-2.61	1.88e-04	5.63e-09	243	227
Cervical cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on rna	up-down	2.39	-2.15	5.85e-09	5.63e-09	327	257
Cervical cancer	Alzheimer's disease	Gene Ontology	catalytic complex	up-down	2.25	-2.04	5.85e-09	5.63e-09	1182	990
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular amide metabolic process	up-down	1.34	-1.91	9.54e-03	5.63e-09	883	770
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule catabolic process	up-down	1.75	-1.75	5.85e-09	5.63e-09	980	816
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular macromolecule localization	up-down	1.38	-1.71	1.05e-05	5.63e-09	1645	1416
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular protein catabolic process	up-down	1.69	-1.96	8.77e-08	5.63e-09	656	531
Cervical cancer	Alzheimer's disease	Gene Ontology	cellular protein containing complex assembly	up-down	1.81	-2.06	5.85e-09	5.63e-09	831	747
Cervical cancer	Alzheimer's disease	Gene Ontology	envelope	up-down	1.77	-2.48	5.85e-09	5.63e-09	1006	826
Cervical cancer	Alzheimer's disease	Gene Ontology	hydrolase activity acting on acid anhydrides	up-down	1.74	-1.84	5.85e-09	5.63e-09	742	613
Cervical cancer	Alzheimer's disease	Gene Ontology	intracellular protein transport	up-down	1.32	-1.94	1.10e-02	5.63e-09	957	833
Cervical cancer	Alzheimer's disease	Gene Ontology	intracellular transport	up-down	1.35	-2.01	4.47e-04	5.63e-09	1456	1265
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial envelope	up-down	1.42	-2.76	2.68e-03	5.63e-09	620	488
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial gene expression	up-down	2.34	-2.89	5.85e-09	5.63e-09	144	109
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial matrix	up-down	1.52	-2.5	2.85e-03	5.63e-09	409	343
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial protein complex	up-down	1.84	-3.42	1.05e-04	5.63e-09	200	168
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial translation	up-down	2.26	-2.91	1.98e-08	5.63e-09	118	92
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial translational termination	up-down	2.15	-2.71	1.13e-05	5.63e-09	74	58
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial transport	up-down	1.5	-2.3	2.13e-02	5.63e-09	217	186
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrion	up-down	1.45	-2.44	4.89e-06	5.63e-09	1330	1099
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrion organization	up-down	1.73	-2.63	2.02e-06	5.63e-09	446	374
Cervical cancer	Alzheimer's disease	Gene Ontology	modification dependent macromolecule catabolic process	up-down	1.73	-2.14	1.29e-07	5.63e-09	535	426
Cervical cancer	Alzheimer's disease	Gene Ontology	ncrna metabolic process	up-down	2.22	-2.18	5.85e-09	5.63e-09	398	313
Cervical cancer	Alzheimer's disease	Gene Ontology	ncrna processing	up-down	2.2	-2.13	5.85e-09	5.63e-09	322	264
Cervical cancer	Alzheimer's disease	Gene Ontology	organellar ribosome	up-down	2.22	-2.77	2.92e-06	5.63e-09	75	56
Cervical cancer	Alzheimer's disease	Gene Ontology	organelle inner membrane	up-down	1.63	-3.05	5.73e-05	5.63e-09	442	340
Cervical cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound biosynthetic process	up-down	1.21	-1.72	4.31e-02	5.63e-09	1506	1277
Cervical cancer	Alzheimer's disease	Gene Ontology	peptidase complex	up-down	2.17	-2.57	6.79e-06	5.63e-09	74	71
Cervical cancer	Alzheimer's disease	Gene Ontology	peptide biosynthetic process	up-down	1.58	-2.15	7.76e-05	5.63e-09	533	461
Cervical cancer	Alzheimer's disease	Gene Ontology	peptide metabolic process	up-down	1.43	-1.95	2.96e-03	5.63e-09	653	576
Cervical cancer	Alzheimer's disease	Gene Ontology	proteasomal protein catabolic process	up-down	1.74	-2.08	1.98e-06	5.63e-09	415	338
Cervical cancer	Alzheimer's disease	Gene Ontology	protein containing complex assembly	up-down	1.52	-1.67	1.31e-08	5.63e-09	1472	1324
Cervical cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation	up-down	1.89	-2.04	5.85e-09	5.63e-09	786	616
Cervical cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein conjugation or removal	up-down	1.91	-2.03	5.85e-09	5.63e-09	934	748
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex	up-down	2.07	-2.11	5.85e-09	5.63e-09	559	480
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleoprotein complex biogenesis	up-down	2.22	-2.33	5.85e-09	5.63e-09	362	315
Cervical cancer	Alzheimer's disease	Gene Ontology	ribosome biogenesis	up-down	2.01	-2.23	2.93e-08	5.63e-09	254	211
Cervical cancer	Alzheimer's disease	Gene Ontology	rna binding	up-down	2.31	-1.84	5.85e-09	5.63e-09	1383	1178
Cervical cancer	Alzheimer's disease	Gene Ontology	rna processing	up-down	2.4	-1.83	5.85e-09	5.63e-09	773	653
Cervical cancer	Alzheimer's disease	Gene Ontology	scf dependent proteasomal ubiquitin dependent protein catabolic process	up-down	1.75	-2.56	1.18e-02	5.63e-09	80	69
Cervical cancer	Alzheimer's disease	Gene Ontology	translational elongation	up-down	1.84	-2.73	1.69e-03	5.63e-09	113	90
Cervical cancer	Alzheimer's disease	Gene Ontology	translational termination	up-down	2.02	-2.76	8.65e-05	5.63e-09	88	72
Cervical cancer	Alzheimer's disease	Gene Ontology	trna metabolic process	up-down	2.15	-2.47	8.68e-08	5.63e-09	161	126
Cervical cancer	Alzheimer's disease	Gene Ontology	endopeptidase complex	up-down	2.16	-2.61	4.34e-05	5.80e-09	56	55
Cervical cancer	Alzheimer's disease	Gene Ontology	ribose phosphate metabolic process	up-down	1.4	-2.02	3.18e-02	1.70e-08	362	328
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle g2 m phase transition	up-down	2.51	-2.18	5.85e-09	3.66e-08	188	173
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amino acid metabolic process	up-down	1.98	-2.56	1.16e-03	6.99e-08	53	52
Cervical cancer	Alzheimer's disease	Gene Ontology	catalytic activity acting on a trna	up-down	1.99	-2.42	3.34e-05	8.71e-08	106	83
Cervical cancer	Alzheimer's disease	Gene Ontology	protein catabolic process	up-down	1.54	-1.72	1.38e-05	9.09e-08	789	648
Cervical cancer	Alzheimer's disease	Gene Ontology	ribonucleotide binding	up-down	1.64	-1.54	5.85e-09	1.28e-07	1629	1386
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleolus	up-down	2.11	-1.72	5.85e-09	1.33e-07	788	667
Cervical cancer	Alzheimer's disease	Gene Ontology	cell cycle g2 m phase transition	up-down	2.49	-2.07	5.85e-09	1.64e-07	241	218
Cervical cancer	Alzheimer's disease	Gene Ontology	protein polyubiquitination	up-down	1.76	-2.06	6.76e-05	1.83e-07	267	219
Cervical cancer	Alzheimer's disease	Gene Ontology	negative regulation of cell cycle g2 m phase transition	up-down	2.14	-2.33	8.04e-06	3.09e-07	90	84
Cervical cancer	Alzheimer's disease	Gene Ontology	nucleobase containing small molecule metabolic process	up-down	1.38	-1.8	1.59e-02	3.35e-07	539	475
Cervical cancer	Alzheimer's disease	Gene Ontology	protein modification by small protein removal	up-down	2.03	-2.03	9.53e-08	4.07e-07	235	218
Cervical cancer	Alzheimer's disease	Gene Ontology	ubiquitin like protein transferase activity	up-down	1.65	-1.98	3.45e-04	4.55e-07	349	257
Cervical cancer	Alzheimer's disease	Gene Ontology	protein localization to organelle	up-down	1.56	-1.65	5.45e-06	5.09e-07	805	715
Cervical cancer	Alzheimer's disease	Gene Ontology	transferase complex	up-down	2.23	-1.71	5.85e-09	9.44e-07	693	565
Cervical cancer	Alzheimer's disease	Gene Ontology	mitochondrial large ribosomal subunit	up-down	2.09	-2.46	1.79e-04	1.25e-06	50	35
Cervical cancer	Alzheimer's disease	Gene Ontology	posttranscriptional regulation of gene expression	up-down	2.19	-1.81	5.85e-09	1.32e-06	491	445
Cervical cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amine metabolic process	up-down	1.67	-2.36	3.09e-02	1.50e-06	71	70
Cervical cancer	Alzheimer's disease	Gene Ontology	organelle localization	up-down	1.68	-1.73	1.94e-06	2.02e-06	549	479
Cervical cancer	Alzheimer's disease	Gene Ontology	ligase activity	up-down	1.65	-2.2	1.55e-02	2.05e-06	123	101
