disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Parkinson's disease	Stomach cancer	HallMark	il6 jak stat3 signaling	up-up	2.09	2.04	1.26e-05	1.76e-05	85	78
Parkinson's disease	Stomach cancer	HallMark	complement	up-up	1.56	1.93	2.79e-03	3.57e-06	178	164
Parkinson's disease	Stomach cancer	HallMark	coagulation	up-up	1.6	1.62	3.50e-03	2.82e-03	130	121
Parkinson's disease	Stomach cancer	HallMark	allograft rejection	up-up	1.44	2.25	7.95e-03	5.00e-10	186	178
Parkinson's disease	Stomach cancer	HallMark	tgf beta signaling	up-up	1.65	1.48	1.04e-02	3.46e-02	49	50
Parkinson's disease	Stomach cancer	HallMark	interferon gamma response	up-up	1.44	2.49	1.44e-02	5.00e-10	170	172
Parkinson's disease	Stomach cancer	HallMark	interferon alpha response	up-up	1.51	2.27	1.74e-02	7.20e-08	77	79
Parkinson's disease	Stomach cancer	HallMark	epithelial mesenchymal transition	up-up	1.36	2.81	2.19e-02	5.00e-10	190	187
Parkinson's disease	Stomach cancer	HallMark	wnt beta catenin signaling	up-up	1.66	1.56	2.37e-02	3.46e-02	34	37
Parkinson's disease	Stomach cancer	HallMark	oxidative phosphorylation	down-down	-3.09	-1.77	5.00e-09	3.27e-05	187	172
Parkinson's disease	Stomach cancer	HallMark	fatty acid metabolism	down-down	-1.9	-2.2	2.09e-05	6.24e-08	138	130
Parkinson's disease	Stomach cancer	HallMark	adipogenesis	down-down	-1.69	-1.67	3.97e-04	3.42e-04	174	178
Parkinson's disease	Stomach cancer	HallMark	peroxisome	down-down	-1.51	-1.62	1.35e-02	2.03e-03	94	92
Parkinson's disease	Stomach cancer	HallMark	pancreas beta cells	down-down	-1.66	-1.94	1.65e-02	9.75e-04	39	39
Parkinson's disease	Thyroid cancer	HallMark	tnfa signaling via nfkb	up-up	2.02	1.62	1.63e-07	5.71e-04	190	196
Parkinson's disease	Thyroid cancer	HallMark	inflammatory response	up-up	1.99	2.28	8.68e-07	1.25e-09	192	200
Parkinson's disease	Thyroid cancer	HallMark	il2 stat5 signaling	up-up	1.92	1.64	4.49e-06	2.75e-04	172	198
Parkinson's disease	Thyroid cancer	HallMark	il6 jak stat3 signaling	up-up	2.09	2.01	1.26e-05	1.68e-05	85	87
Parkinson's disease	Thyroid cancer	HallMark	hypoxia	up-up	1.66	1.31	2.10e-04	3.11e-02	193	200
Parkinson's disease	Thyroid cancer	HallMark	p53 pathway	up-up	1.64	1.68	2.25e-04	3.23e-04	186	195
Parkinson's disease	Thyroid cancer	HallMark	complement	up-up	1.56	1.8	2.79e-03	1.17e-05	178	198
Parkinson's disease	Thyroid cancer	HallMark	coagulation	up-up	1.6	2.16	3.50e-03	5.56e-08	130	137
Parkinson's disease	Thyroid cancer	HallMark	allograft rejection	up-up	1.44	2.06	7.95e-03	2.09e-08	186	198
Parkinson's disease	Thyroid cancer	HallMark	interferon gamma response	up-up	1.44	2.29	1.44e-02	1.25e-09	170	196
Parkinson's disease	Thyroid cancer	HallMark	interferon alpha response	up-up	1.51	2.29	1.74e-02	5.56e-08	77	94
Parkinson's disease	Thyroid cancer	HallMark	epithelial mesenchymal transition	up-up	1.36	2.38	2.19e-02	1.25e-09	190	199
Parkinson's disease	Thyroid cancer	HallMark	wnt beta catenin signaling	up-up	1.66	1.72	2.37e-02	9.26e-03	34	41
Parkinson's disease	Thyroid cancer	HallMark	oxidative phosphorylation	down-down	-3.09	-2.56	5.00e-09	1.25e-09	187	196
Parkinson's disease	Thyroid cancer	HallMark	fatty acid metabolism	down-down	-1.9	-1.65	2.09e-05	1.49e-03	138	154
Parkinson's disease	Thyroid cancer	HallMark	adipogenesis	down-down	-1.69	-1.69	3.97e-04	2.84e-04	174	197
Parkinson's disease	Breast cancer	HallMark	tnfa signaling via nfkb	up-down	2.02	-1.81	1.63e-07	1.98e-06	190	196
Parkinson's disease	Breast cancer	HallMark	il2 stat5 signaling	up-down	1.92	-1.38	4.49e-06	1.41e-02	172	198
Parkinson's disease	Breast cancer	HallMark	hypoxia	up-down	1.66	-1.66	2.10e-04	7.03e-05	193	200
Parkinson's disease	Breast cancer	HallMark	p53 pathway	up-down	1.64	-1.33	2.25e-04	1.13e-02	186	195
Parkinson's disease	Breast cancer	HallMark	coagulation	up-down	1.6	-1.52	3.50e-03	4.93e-03	130	137
Parkinson's disease	Breast cancer	HallMark	epithelial mesenchymal transition	up-down	1.36	-1.26	2.19e-02	4.32e-02	190	199
Parkinson's disease	Breast cancer	HallMark	wnt beta catenin signaling	up-down	1.66	-1.54	2.37e-02	2.41e-02	34	41
Parkinson's disease	Breast cancer	HallMark	myogenesis	up-down	1.32	-2.08	3.80e-02	3.18e-09	194	198
Parkinson's disease	Breast cancer	HallMark	myc targets v1	down-up	-1.98	2.3	1.03e-06	8.33e-10	182	193
Parkinson's disease	Breast cancer	HallMark	mtorc1 signaling	down-up	-1.9	2.23	1.67e-06	8.33e-10	190	196
Parkinson's disease	Breast cancer	HallMark	dna repair	down-up	-1.47	1.76	2.19e-02	5.90e-05	128	146
Parkinson's disease	Breast cancer	HallMark	myc targets v2	down-up	-1.57	2.07	2.62e-02	8.83e-06	52	56
Parkinson's disease	Breast cancer	HallMark	glycolysis	down-up	-1.37	1.74	4.88e-02	1.17e-05	182	198
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	tnfa signaling via nfkb	up-down	2.02	-2.92	1.63e-07	5.00e-09	190	191
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	inflammatory response	up-down	1.99	-1.58	8.68e-07	8.09e-04	192	198
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	il2 stat5 signaling	up-down	1.92	-1.32	4.49e-06	4.66e-02	172	195
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	il6 jak stat3 signaling	up-down	2.09	-1.73	1.26e-05	2.73e-03	85	84
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	hypoxia	up-down	1.66	-2.03	2.10e-04	2.64e-07	193	195
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	p53 pathway	up-down	1.64	-1.33	2.25e-04	4.96e-02	186	187
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	complement	up-down	1.56	-1.51	2.79e-03	4.57e-03	178	191
Parkinson's disease	Chronic lymphocytic leukemia	HallMark	interferon gamma response	up-down	1.44	-1.34	1.44e-02	4.62e-02	170	187
Parkinson's disease	Lung cancer	HallMark	tnfa signaling via nfkb	up-down	2.02	-2.88	1.63e-07	8.33e-10	190	179
Parkinson's disease	Lung cancer	HallMark	inflammatory response	up-down	1.99	-2.39	8.68e-07	8.33e-10	192	197
Parkinson's disease	Lung cancer	HallMark	il2 stat5 signaling	up-down	1.92	-1.75	4.49e-06	1.04e-04	172	184
Parkinson's disease	Lung cancer	HallMark	il6 jak stat3 signaling	up-down	2.09	-1.79	1.26e-05	1.09e-03	85	78
Parkinson's disease	Lung cancer	HallMark	hypoxia	up-down	1.66	-1.51	2.10e-04	5.22e-03	193	181
Parkinson's disease	Lung cancer	HallMark	complement	up-down	1.56	-1.77	2.79e-03	6.20e-05	178	164
Parkinson's disease	Lung cancer	HallMark	allograft rejection	up-down	1.44	-1.47	7.95e-03	7.05e-03	186	172
Parkinson's disease	Lung cancer	HallMark	tgf beta signaling	up-down	1.65	-2.19	1.04e-02	2.31e-05	49	50
Parkinson's disease	Lung cancer	HallMark	interferon gamma response	up-down	1.44	-2.2	1.44e-02	5.03e-09	170	172
Parkinson's disease	Lung cancer	HallMark	interferon alpha response	up-down	1.51	-2.07	1.74e-02	2.31e-05	77	78
Parkinson's disease	Lung cancer	HallMark	myogenesis	up-down	1.32	-1.92	3.80e-02	5.43e-06	194	176
Parkinson's disease	Lung cancer	HallMark	oxidative phosphorylation	down-up	-3.09	1.62	5.00e-09	1.48e-03	187	171
Parkinson's disease	Lung cancer	HallMark	myc targets v1	down-up	-1.98	2.4	1.03e-06	8.33e-10	182	167
Parkinson's disease	Lung cancer	HallMark	mtorc1 signaling	down-up	-1.9	1.75	1.67e-06	1.05e-04	190	174
Parkinson's disease	Lung cancer	HallMark	dna repair	down-up	-1.47	1.68	2.19e-02	9.23e-04	128	131
Parkinson's disease	Lung cancer	HallMark	myc targets v2	down-up	-1.57	2.29	2.62e-02	1.21e-06	52	49
Parkinson's disease	Lung cancer	HallMark	glycolysis	down-up	-1.37	2.41	4.88e-02	8.33e-10	182	176
Parkinson's disease	Prostate cancer	HallMark	hypoxia	up-down	1.66	-1.79	2.10e-04	1.98e-05	193	184
Parkinson's disease	Prostate cancer	HallMark	tgf beta signaling	up-down	1.65	-1.53	1.04e-02	2.72e-02	49	51
Parkinson's disease	Prostate cancer	HallMark	interferon alpha response	up-down	1.51	-1.53	1.74e-02	1.52e-02	77	79
Parkinson's disease	Prostate cancer	HallMark	epithelial mesenchymal transition	up-down	1.36	-2.1	2.19e-02	1.48e-09	190	187
Parkinson's disease	Prostate cancer	HallMark	myogenesis	up-down	1.32	-2.07	3.80e-02	1.96e-08	194	177
Parkinson's disease	Prostate cancer	HallMark	myc targets v1	down-up	-1.98	2.61	1.03e-06	1.48e-09	182	169
Parkinson's disease	Prostate cancer	HallMark	mtorc1 signaling	down-up	-1.9	1.67	1.67e-06	4.74e-04	190	175
Parkinson's disease	Prostate cancer	HallMark	myc targets v2	down-up	-1.57	2.43	2.62e-02	4.26e-07	52	50
Parkinson's disease	Prostate cancer	HallMark	glycolysis	down-up	-1.37	1.42	4.88e-02	2.22e-02	182	177
Parkinson's disease	Brain cancer	Gene Ontology	adaptive immune response	up-up	2.01	1.84	1.26e-08	1.15e-06	319	339
Parkinson's disease	Brain cancer	Gene Ontology	anatomical structure formation involved in morphogenesis	up-up	1.61	1.67	1.26e-08	4.41e-09	882	961
Parkinson's disease	Brain cancer	Gene Ontology	biological adhesion	up-up	1.53	1.4	1.26e-08	7.62e-05	1082	1176
Parkinson's disease	Brain cancer	Gene Ontology	blood vessel morphogenesis	up-up	1.83	2.02	1.26e-08	4.41e-09	510	521
Parkinson's disease	Brain cancer	Gene Ontology	cardiovascular system development	up-up	1.77	1.91	1.26e-08	4.41e-09	599	626
Parkinson's disease	Brain cancer	Gene Ontology	chromatin	up-up	2.14	1.44	1.26e-08	7.24e-05	878	1000
Parkinson's disease	Brain cancer	Gene Ontology	chromatin organization	up-up	1.75	1.51	1.26e-08	1.67e-04	575	631
Parkinson's disease	Brain cancer	Gene Ontology	chromosome	up-up	1.6	1.87	1.26e-08	4.41e-09	1242	1430
Parkinson's disease	Brain cancer	Gene Ontology	cis regulatory region binding	up-up	2.22	1.51	1.26e-08	6.80e-04	493	521
Parkinson's disease	Brain cancer	Gene Ontology	cytokine production	up-up	1.8	1.87	1.26e-08	4.41e-09	606	644
Parkinson's disease	Brain cancer	Gene Ontology	dna binding transcription factor activity	up-up	2.14	1.22	1.26e-08	2.59e-02	908	1092
Parkinson's disease	Brain cancer	Gene Ontology	double stranded dna binding	up-up	1.99	1.6	1.26e-08	5.20e-07	754	839
Parkinson's disease	Brain cancer	Gene Ontology	extracellular structure organization	up-up	1.97	2.29	1.26e-08	4.41e-09	310	326
Parkinson's disease	Brain cancer	Gene Ontology	leukocyte differentiation	up-up	2.05	1.43	1.26e-08	6.14e-03	416	451
Parkinson's disease	Brain cancer	Gene Ontology	lymphocyte activation	up-up	1.87	1.64	1.26e-08	5.52e-06	529	572
Parkinson's disease	Brain cancer	Gene Ontology	lymphocyte differentiation	up-up	2.09	1.41	1.26e-08	1.54e-02	283	305
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of biosynthetic process	up-up	1.68	1.51	1.26e-08	1.84e-07	1167	1305
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of nucleobase containing compound metabolic process	up-up	1.78	1.45	1.26e-08	8.84e-06	1078	1201
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of rna biosynthetic process	up-up	1.92	1.38	1.26e-08	2.45e-04	950	1054
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of transcription by rna polymerase ii	up-up	2.03	1.45	1.26e-08	3.81e-04	667	737
Parkinson's disease	Brain cancer	Gene Ontology	nuclear chromosome	up-up	1.89	1.56	1.26e-08	9.65e-08	909	1040
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of cellular biosynthetic process	up-up	1.59	1.49	1.26e-08	3.49e-08	1557	1677
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of nucleobase containing compound metabolic process	up-up	1.61	1.53	1.26e-08	5.71e-09	1459	1592
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of rna metabolic process	up-up	1.67	1.49	1.26e-08	1.17e-07	1339	1464
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of transcription by rna polymerase ii	up-up	1.8	1.44	1.26e-08	3.88e-05	951	1023
Parkinson's disease	Brain cancer	Gene Ontology	regulation of cell population proliferation	up-up	1.5	1.61	1.26e-08	4.41e-09	1308	1370
Parkinson's disease	Brain cancer	Gene Ontology	regulation of immune system process	up-up	1.49	1.67	1.26e-08	4.41e-09	1182	1255
Parkinson's disease	Brain cancer	Gene Ontology	regulatory region nucleic acid binding	up-up	2.12	1.34	1.26e-08	4.35e-03	732	817
Parkinson's disease	Brain cancer	Gene Ontology	response to bacterium	up-up	1.85	1.68	1.26e-08	4.26e-06	458	506
Parkinson's disease	Brain cancer	Gene Ontology	sequence specific dna binding	up-up	2.06	1.51	1.26e-08	2.70e-06	861	987
Parkinson's disease	Brain cancer	Gene Ontology	sequence specific double stranded dna binding	up-up	2.12	1.54	1.26e-08	1.40e-05	680	759
Parkinson's disease	Brain cancer	Gene Ontology	transcription regulator activity	up-up	1.89	1.35	1.26e-08	3.34e-04	1210	1410
Parkinson's disease	Brain cancer	Gene Ontology	tube development	up-up	1.73	1.8	1.26e-08	4.41e-09	857	906
Parkinson's disease	Brain cancer	Gene Ontology	tube morphogenesis	up-up	1.76	1.84	1.26e-08	4.41e-09	694	735
Parkinson's disease	Brain cancer	Gene Ontology	inflammatory response	up-up	1.71	1.62	1.64e-08	6.78e-06	567	603
Parkinson's disease	Brain cancer	Gene Ontology	t cell activation	up-up	1.89	1.83	1.73e-08	1.96e-07	373	398
Parkinson's disease	Brain cancer	Gene Ontology	epithelial cell differentiation	up-up	1.73	1.33	2.91e-08	1.98e-02	532	573
Parkinson's disease	Brain cancer	Gene Ontology	regulation of cell activation	up-up	1.8	1.61	4.55e-08	1.02e-04	432	462
Parkinson's disease	Brain cancer	Gene Ontology	regulation of leukocyte differentiation	up-up	2.04	1.55	6.21e-08	4.63e-03	218	238
Parkinson's disease	Brain cancer	Gene Ontology	transcription coregulator activity	up-up	1.78	1.41	6.21e-08	6.25e-03	461	483
Parkinson's disease	Brain cancer	Gene Ontology	embryo development	up-up	1.55	1.45	1.10e-07	1.55e-04	796	895
Parkinson's disease	Brain cancer	Gene Ontology	t cell differentiation	up-up	2.1	1.69	1.23e-07	5.75e-04	197	211
Parkinson's disease	Brain cancer	Gene Ontology	leukocyte cell cell adhesion	up-up	1.95	1.85	1.36e-07	4.35e-06	281	291
Parkinson's disease	Brain cancer	Gene Ontology	regulation of lymphocyte activation	up-up	1.85	1.7	1.37e-07	3.82e-05	337	363
Parkinson's disease	Brain cancer	Gene Ontology	circulatory system development	up-up	1.52	1.73	1.38e-07	4.41e-09	880	934
Parkinson's disease	Brain cancer	Gene Ontology	chromatin binding	up-up	1.75	1.74	2.51e-07	2.90e-06	431	465
Parkinson's disease	Brain cancer	Gene Ontology	cell activation	up-up	1.43	1.73	2.55e-07	4.41e-09	1094	1153
Parkinson's disease	Brain cancer	Gene Ontology	immune system development	up-up	1.52	1.69	3.99e-07	7.47e-09	774	834
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of locomotion	up-up	1.69	1.51	4.16e-07	8.55e-04	466	485
Parkinson's disease	Brain cancer	Gene Ontology	regulation of vasculature development	up-up	1.91	1.8	6.22e-07	7.15e-06	274	287
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of immune system process	up-up	1.79	1.66	6.87e-07	5.31e-05	357	375
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of multicellular organismal process	up-up	1.47	1.25	7.45e-07	1.52e-02	967	1051
Parkinson's disease	Brain cancer	Gene Ontology	b cell activation	up-up	2.03	1.59	8.15e-07	2.66e-03	191	206
Parkinson's disease	Brain cancer	Gene Ontology	defense response to bacterium	up-up	2.1	1.51	8.27e-07	1.57e-02	156	185
Parkinson's disease	Brain cancer	Gene Ontology	defense response	up-up	1.34	1.65	9.10e-07	4.41e-09	1215	1304
Parkinson's disease	Brain cancer	Gene Ontology	response to molecule of bacterial origin	up-up	1.88	1.66	9.61e-07	2.45e-04	289	297
Parkinson's disease	Brain cancer	Gene Ontology	regulation of cell adhesion	up-up	1.6	1.62	9.65e-07	4.09e-06	562	588
Parkinson's disease	Brain cancer	Gene Ontology	covalent chromatin modification	up-up	1.73	1.32	1.76e-06	3.78e-02	364	403
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of intracellular signal transduction	up-up	1.49	1.22	2.01e-06	4.12e-02	792	858
Parkinson's disease	Brain cancer	Gene Ontology	cellular response to biotic stimulus	up-up	1.99	1.93	2.46e-06	4.00e-06	194	200
Parkinson's disease	Brain cancer	Gene Ontology	immune receptor activity	up-up	2.17	1.78	3.44e-06	2.36e-03	104	102
Parkinson's disease	Brain cancer	Gene Ontology	i kappab kinase nf kappab signaling	up-up	1.94	1.92	3.94e-06	1.93e-06	202	231
Parkinson's disease	Brain cancer	Gene Ontology	regulation of immune effector process	up-up	1.79	1.86	4.49e-06	5.02e-07	313	329
Parkinson's disease	Brain cancer	Gene Ontology	regulation of cellular component movement	up-up	1.47	1.25	5.20e-06	3.14e-02	801	866
Parkinson's disease	Brain cancer	Gene Ontology	response to biotic stimulus	up-up	1.36	1.86	5.42e-06	4.41e-09	1088	1173
Parkinson's disease	Brain cancer	Gene Ontology	skeletal system development	up-up	1.67	1.74	5.58e-06	1.17e-06	419	454
Parkinson's disease	Brain cancer	Gene Ontology	regulation of immune response	up-up	1.47	1.75	5.65e-06	4.41e-09	772	806
Parkinson's disease	Brain cancer	Gene Ontology	external side of plasma membrane	up-up	1.79	1.42	7.97e-06	2.32e-02	257	268
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of interleukin 6 production	up-up	2.29	1.86	8.50e-06	1.66e-03	76	81
Parkinson's disease	Brain cancer	Gene Ontology	cytokine binding	up-up	2.09	1.77	8.72e-06	1.80e-03	110	113
Parkinson's disease	Brain cancer	Gene Ontology	cell motility	up-up	1.3	1.29	8.91e-06	3.43e-03	1242	1370
Parkinson's disease	Brain cancer	Gene Ontology	humoral immune response	up-up	1.92	1.41	9.59e-06	3.64e-02	192	187
Parkinson's disease	Brain cancer	Gene Ontology	embryonic organ development	up-up	1.7	1.41	1.12e-05	1.54e-02	347	380
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of cytokine production	up-up	1.68	1.91	1.15e-05	1.89e-08	364	385
Parkinson's disease	Brain cancer	Gene Ontology	regulation of t cell activation	up-up	1.83	1.7	1.21e-05	9.97e-05	256	271
Parkinson's disease	Brain cancer	Gene Ontology	regulation of adaptive immune response	up-up	2.05	1.83	1.26e-05	3.47e-04	129	139
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of vasculature development	up-up	1.97	1.82	1.37e-05	1.87e-04	158	163
Parkinson's disease	Brain cancer	Gene Ontology	phagocytosis	up-up	1.83	1.48	1.38e-05	1.38e-02	214	215
Parkinson's disease	Brain cancer	Gene Ontology	regulation of t cell differentiation	up-up	2.09	1.58	1.54e-05	1.40e-02	113	119
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of hemopoiesis	up-up	2.09	1.52	1.55e-05	2.94e-02	113	120
Parkinson's disease	Brain cancer	Gene Ontology	regulation of lymphocyte differentiation	up-up	2	1.52	1.61e-05	1.75e-02	136	148
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of cell activation	up-up	1.76	1.75	1.85e-05	2.50e-05	263	276
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of immune system process	up-up	1.44	1.71	1.94e-05	4.41e-09	841	886
Parkinson's disease	Brain cancer	Gene Ontology	embryonic morphogenesis	up-up	1.61	1.46	2.01e-05	2.13e-03	462	516
Parkinson's disease	Brain cancer	Gene Ontology	extracellular matrix	up-up	1.62	1.98	2.13e-05	4.41e-09	412	458
Parkinson's disease	Brain cancer	Gene Ontology	cell surface	up-up	1.48	1.51	2.25e-05	4.65e-05	665	697
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of cell population proliferation	up-up	1.46	1.71	2.25e-05	6.52e-09	732	765
Parkinson's disease	Brain cancer	Gene Ontology	chromosome organization	up-up	1.41	2.05	2.42e-05	4.41e-09	892	991
Parkinson's disease	Brain cancer	Gene Ontology	leukocyte proliferation	up-up	1.79	1.93	3.01e-05	5.08e-07	246	256
Parkinson's disease	Brain cancer	Gene Ontology	leukocyte migration	up-up	1.65	1.57	3.06e-05	7.12e-04	373	374
Parkinson's disease	Brain cancer	Gene Ontology	collagen metabolic process	up-up	2.09	1.99	4.36e-05	3.07e-04	93	94
Parkinson's disease	Brain cancer	Gene Ontology	interleukin 6 production	up-up	2.03	1.81	5.04e-05	4.86e-04	115	127
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of multi organism process	up-up	1.85	2.11	5.18e-05	8.51e-08	173	176
Parkinson's disease	Brain cancer	Gene Ontology	regulation of leukocyte proliferation	up-up	1.86	2	5.26e-05	1.72e-06	183	192
Parkinson's disease	Brain cancer	Gene Ontology	tumor necrosis factor superfamily cytokine production	up-up	1.94	2.07	5.26e-05	3.95e-06	124	131
Parkinson's disease	Brain cancer	Gene Ontology	negative regulation of lymphocyte activation	up-up	2.01	1.57	5.31e-05	1.56e-02	120	123
Parkinson's disease	Brain cancer	Gene Ontology	immune effector process	up-up	1.41	2.03	5.37e-05	4.41e-09	922	948
Parkinson's disease	Brain cancer	Gene Ontology	cell cell adhesion	up-up	1.48	1.25	5.81e-05	4.49e-02	632	704
Parkinson's disease	Brain cancer	Gene Ontology	regulation of leukocyte mediated immunity	up-up	1.86	1.64	6.08e-05	3.01e-03	161	171
Parkinson's disease	Brain cancer	Gene Ontology	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	up-up	1.79	1.83	6.93e-05	1.40e-05	205	222
Parkinson's disease	Brain cancer	Gene Ontology	cytokine receptor activity	up-up	2.08	1.61	7.73e-05	3.05e-02	84	85
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of i kappab kinase nf kappab signaling	up-up	1.94	1.96	7.73e-05	8.02e-06	143	163
Parkinson's disease	Brain cancer	Gene Ontology	transcription factor complex	up-up	1.68	1.82	8.59e-05	2.13e-06	298	309
Parkinson's disease	Brain cancer	Gene Ontology	collagen containing extracellular matrix	up-up	1.66	2.27	9.15e-05	4.41e-09	327	354
Parkinson's disease	Brain cancer	Gene Ontology	myeloid cell differentiation	up-up	1.65	1.39	1.00e-04	2.03e-02	329	349
Parkinson's disease	Brain cancer	Gene Ontology	positive regulation of leukocyte differentiation	up-up	1.95	1.74	1.00e-04	2.62e-03	127	130
Parkinson's disease	Brain cancer	Gene Ontology	transcription factor binding	up-up	1.48	1.31	1.02e-04	2.36e-02	545	572
Parkinson's disease	Brain cancer	Gene Ontology	in utero embryonic development	up-up	1.71	1.47	1.19e-04	8.72e-03	299	330
Parkinson's disease	Brain cancer	Gene Ontology	response to cytokine	up-up	1.35	1.86	1.40e-04	4.41e-09	971	967
