disease.1	disease.2	category	pathway	overlap	nes.1	nes.2	fdr.1	fdr.2	genes.1	ngenes.2
Head and neck cancer	Alzheimer's disease	Gene Ontology	telomerase rna localization	up-down	1.94	-2.12	1.23e-02	4.42e-04	16	16
Head and neck cancer	Alzheimer's disease	Gene Ontology	organonitrogen compound catabolic process	up-down	1.3	-1.43	1.64e-02	4.85e-04	1047	911
Head and neck cancer	Alzheimer's disease	Gene Ontology	atpase activity	up-down	2.2	-1.66	1.48e-08	5.30e-04	357	320
Head and neck cancer	Alzheimer's disease	Gene Ontology	fc epsilon receptor signaling pathway	up-down	1.9	-1.96	9.15e-04	5.50e-04	95	102
Head and neck cancer	Alzheimer's disease	Gene Ontology	post translational protein modification	up-down	1.7	-1.67	1.57e-04	5.94e-04	315	270
Head and neck cancer	Alzheimer's disease	Gene Ontology	interleukin 1 mediated signaling pathway	up-down	1.91	-1.96	8.63e-04	5.98e-04	88	88
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cellular catabolic process	up-down	1.54	-1.5	7.55e-05	6.11e-04	695	627
Head and neck cancer	Alzheimer's disease	Gene Ontology	spliceosomal tri snrnp complex	up-down	2.03	-2.13	2.74e-03	8.09e-04	27	27
Head and neck cancer	Alzheimer's disease	Gene Ontology	trna modification	up-down	1.8	-1.96	1.02e-02	8.15e-04	79	58
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna splicing	up-down	1.76	-1.63	3.25e-06	1.06e-03	358	320
Head and neck cancer	Alzheimer's disease	Gene Ontology	positive regulation of telomerase rna localization to cajal body	up-down	1.78	-2.09	3.15e-02	1.14e-03	12	12
Head and neck cancer	Alzheimer's disease	Gene Ontology	mrna processing	up-down	1.81	-1.6	4.51e-07	1.21e-03	409	365
Head and neck cancer	Alzheimer's disease	Gene Ontology	sm like protein family complex	up-down	2.21	-1.93	1.06e-05	1.40e-03	62	58
Head and neck cancer	Alzheimer's disease	Gene Ontology	u2 type spliceosomal complex	up-down	1.97	-1.93	3.92e-04	1.70e-03	78	70
Head and neck cancer	Alzheimer's disease	Gene Ontology	cell cycle phase transition	up-down	2.19	-1.49	1.48e-08	1.81e-03	520	479
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of establishment of planar polarity	up-down	2.04	-1.88	4.77e-05	2.02e-03	100	88
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of protein containing complex assembly	up-down	1.39	-1.58	3.84e-02	2.29e-03	352	321
Head and neck cancer	Alzheimer's disease	Gene Ontology	preribosome	up-down	2.32	-1.97	4.42e-07	2.33e-03	61	53
Head and neck cancer	Alzheimer's disease	Gene Ontology	threonine type peptidase activity	up-down	1.99	-2.05	5.42e-03	2.68e-03	15	17
Head and neck cancer	Alzheimer's disease	Gene Ontology	kinetochore	up-down	2.48	-1.78	1.48e-08	2.90e-03	118	101
Head and neck cancer	Alzheimer's disease	Gene Ontology	pyruvate metabolic process	up-down	1.64	-1.74	2.64e-02	2.91e-03	130	132
Head and neck cancer	Alzheimer's disease	Gene Ontology	spliceosomal complex	up-down	1.89	-1.74	2.14e-04	3.09e-03	150	135
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cell cycle phase transition	up-down	2.09	-1.54	1.48e-08	3.14e-03	384	351
Head and neck cancer	Alzheimer's disease	Gene Ontology	cellular nitrogen compound catabolic process	up-down	1.59	-1.49	1.25e-04	3.20e-03	459	427
Head and neck cancer	Alzheimer's disease	Gene Ontology	ribosomal large subunit biogenesis	up-down	1.74	-1.93	2.44e-02	3.39e-03	49	48
Head and neck cancer	Alzheimer's disease	Gene Ontology	hematopoietic stem cell differentiation	up-down	2.12	-1.86	3.68e-05	3.48e-03	74	75
Head and neck cancer	Alzheimer's disease	Gene Ontology	dna repair	up-down	2.48	-1.5	1.48e-08	3.85e-03	457	394
Head and neck cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide antigen via mhc class i	up-down	2.23	-1.84	1.73e-06	3.95e-03	79	79
Head and neck cancer	Alzheimer's disease	Gene Ontology	cellular ketone metabolic process	up-down	1.74	-1.63	8.30e-04	4.11e-03	202	197
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cellular ketone metabolic process	up-down	1.94	-1.7	5.34e-05	4.13e-03	150	141
Head and neck cancer	Alzheimer's disease	Gene Ontology	cellular response to oxygen levels	up-down	1.83	-1.63	1.98e-04	4.16e-03	195	197
Head and neck cancer	Alzheimer's disease	Gene Ontology	spliceosomal snrnp assembly	up-down	2.18	-1.96	7.52e-05	4.45e-03	35	33
Head and neck cancer	Alzheimer's disease	Gene Ontology	catalytic step 2 spliceosome	up-down	1.88	-1.83	1.95e-03	4.52e-03	71	64
Head and neck cancer	Alzheimer's disease	Gene Ontology	protein localization to chromosome telomeric region	up-down	1.97	-1.99	3.15e-03	5.08e-03	21	25
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of mrna metabolic process	up-down	1.86	-1.59	4.28e-06	5.10e-03	269	250
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna export from nucleus	up-down	2.04	-1.72	1.47e-05	5.26e-03	105	101
Head and neck cancer	Alzheimer's disease	Gene Ontology	nuclear export	up-down	1.97	-1.66	1.76e-05	5.27e-03	156	148
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of dna templated transcription in response to stress	up-down	1.95	-1.73	8.54e-05	5.31e-03	105	104
Head and neck cancer	Alzheimer's disease	Gene Ontology	establishment of rna localization	up-down	2.02	-1.69	6.08e-06	5.52e-03	152	150
Head and neck cancer	Alzheimer's disease	Gene Ontology	membrane docking	up-down	1.72	-1.71	2.06e-03	6.36e-03	158	142
Head and neck cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton organization	up-down	1.76	-1.49	6.90e-07	6.47e-03	457	389
Head and neck cancer	Alzheimer's disease	Gene Ontology	organelle assembly	up-down	1.34	-1.41	2.14e-02	6.47e-03	673	571
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna polymerase complex	up-down	1.89	-1.81	8.44e-04	7.01e-03	86	83
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of microtubule based process	up-down	1.6	-1.62	1.31e-02	7.17e-03	184	166
Head and neck cancer	Alzheimer's disease	Gene Ontology	u2 type catalytic step 2 spliceosome	up-down	2.02	-1.91	2.44e-03	7.54e-03	28	24
Head and neck cancer	Alzheimer's disease	Gene Ontology	antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii	up-down	1.65	-1.78	4.73e-02	7.81e-03	74	82
Head and neck cancer	Alzheimer's disease	Gene Ontology	organic cyclic compound catabolic process	up-down	1.59	-1.43	1.77e-04	8.02e-03	496	469
Head and neck cancer	Alzheimer's disease	Gene Ontology	ficolin 1 rich granule	up-down	1.7	-1.69	1.16e-02	8.18e-03	99	111
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of hematopoietic progenitor cell differentiation	up-down	2.14	-1.79	1.41e-05	8.23e-03	77	75
Head and neck cancer	Alzheimer's disease	Gene Ontology	small nuclear ribonucleoprotein complex	up-down	2.14	-1.86	5.34e-05	9.04e-03	53	51
Head and neck cancer	Alzheimer's disease	Gene Ontology	morphogenesis of a polarized epithelium	up-down	2.02	-1.68	1.89e-05	9.60e-03	129	113
Head and neck cancer	Alzheimer's disease	Gene Ontology	fc receptor signaling pathway	up-down	1.77	-1.62	1.48e-03	1.04e-02	145	158
Head and neck cancer	Alzheimer's disease	Gene Ontology	small subunit processome	up-down	2.16	-1.86	2.19e-04	1.05e-02	31	28
Head and neck cancer	Alzheimer's disease	Gene Ontology	nucleobase containing compound transport	up-down	1.98	-1.58	2.90e-06	1.06e-02	191	179
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cellular localization	up-down	1.37	-1.37	9.85e-03	1.08e-02	679	626
Head and neck cancer	Alzheimer's disease	Gene Ontology	centrosome	up-down	1.82	-1.47	1.85e-08	1.10e-02	496	417
Head and neck cancer	Alzheimer's disease	Gene Ontology	multi organism localization	up-down	2.06	-1.85	2.57e-04	1.11e-02	49	50
Head and neck cancer	Alzheimer's disease	Gene Ontology	precatalytic spliceosome	up-down	1.93	-1.85	3.36e-03	1.13e-02	48	42
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cellular protein localization	up-down	1.41	-1.44	1.23e-02	1.14e-02	459	429
Head and neck cancer	Alzheimer's disease	Gene Ontology	nuclear pore	up-down	2.15	-1.77	1.67e-05	1.14e-02	65	70
Head and neck cancer	Alzheimer's disease	Gene Ontology	cellular response to heat	up-down	1.85	-1.64	5.75e-04	1.17e-02	105	107
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna capping	up-down	1.8	-1.89	3.73e-02	1.19e-02	30	30
Head and neck cancer	Alzheimer's disease	Gene Ontology	spindle organization	up-down	2.39	-1.66	1.48e-08	1.29e-02	138	127
Head and neck cancer	Alzheimer's disease	Gene Ontology	carbohydrate derivative metabolic process	up-down	1.28	-1.34	3.37e-02	1.34e-02	933	835
Head and neck cancer	Alzheimer's disease	Gene Ontology	positive regulation of telomere maintenance via telomere lengthening	up-down	1.92	-1.88	7.97e-03	1.34e-02	28	30
Head and neck cancer	Alzheimer's disease	Gene Ontology	non canonical wnt signaling pathway	up-down	1.85	-1.64	4.30e-04	1.37e-02	131	119
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna dependent dna biosynthetic process	up-down	2.08	-1.73	2.35e-04	1.63e-02	57	59
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna polymerase activity	up-down	1.86	-1.81	1.10e-02	1.72e-02	35	29
Head and neck cancer	Alzheimer's disease	Gene Ontology	small nucleolar ribonucleoprotein complex	up-down	1.83	-1.86	2.53e-02	1.73e-02	18	17
Head and neck cancer	Alzheimer's disease	Gene Ontology	microtubule associated complex	up-down	1.62	-1.62	1.57e-02	1.83e-02	131	104
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of cellular amide metabolic process	up-down	1.48	-1.48	1.46e-02	1.92e-02	333	300
Head and neck cancer	Alzheimer's disease	Gene Ontology	rna modification	up-down	1.81	-1.61	1.09e-03	2.04e-02	141	106
Head and neck cancer	Alzheimer's disease	Gene Ontology	proteasome core complex beta subunit complex	up-down	1.82	-1.86	2.34e-02	2.08e-02	9	10
Head and neck cancer	Alzheimer's disease	Gene Ontology	histone mrna metabolic process	up-down	1.99	-1.83	3.54e-03	2.21e-02	22	17
Head and neck cancer	Alzheimer's disease	Gene Ontology	regulation of telomere maintenance via telomere lengthening	up-down	2.13	-1.69	6.12e-05	2.60e-02	47	46
Head and neck cancer	Alzheimer's disease	Gene Ontology	mitotic cell cycle	up-down	2.2	-1.31	1.48e-08	2.61e-02	851	792
Head and neck cancer	Alzheimer's disease	Gene Ontology	signal sequence binding	up-down	1.9	-1.76	8.13e-03	2.70e-02	37	40
Head and neck cancer	Alzheimer's disease	Gene Ontology	smn sm protein complex	up-down	1.91	-1.85	1.53e-02	2.72e-02	15	13
Head and neck cancer	Alzheimer's disease	Gene Ontology	spindle	up-down	2.17	-1.46	1.48e-08	2.80e-02	297	261
Head and neck cancer	Alzheimer's disease	Gene Ontology	establishment of protein localization to telomere	up-down	1.96	-1.75	5.28e-03	2.82e-02	13	16
Head and neck cancer	Alzheimer's disease	Gene Ontology	postreplication repair	up-down	2.02	-1.73	5.83e-04	2.85e-02	46	39
Head and neck cancer	Alzheimer's disease	Gene Ontology	dna templated transcription elongation	up-down	1.72	-1.59	1.30e-02	2.95e-02	92	89
Head and neck cancer	Alzheimer's disease	Gene Ontology	response to heat	up-down	1.76	-1.52	1.87e-03	2.98e-02	140	140
Head and neck cancer	Alzheimer's disease	Gene Ontology	microtubule organizing center	up-down	1.71	-1.36	1.08e-07	3.16e-02	640	520
Head and neck cancer	Alzheimer's disease	Gene Ontology	microtubule cytoskeleton organization involved in mitosis	up-down	2.3	-1.53	2.50e-08	3.45e-02	112	109
Head and neck cancer	Alzheimer's disease	Gene Ontology	nuclear exosome rnase complex	up-down	2	-1.77	4.54e-03	3.64e-02	15	14
Head and neck cancer	Alzheimer's disease	Gene Ontology	host cellular component	up-down	1.71	-1.63	2.57e-02	3.78e-02	61	59
Head and neck cancer	Alzheimer's disease	Gene Ontology	spindle microtubule	up-down	2.23	-1.66	6.20e-06	3.82e-02	47	48
Head and neck cancer	Alzheimer's disease	Gene Ontology	condensed chromosome centromeric region	up-down	2.54	-1.57	1.48e-08	3.88e-02	101	87
Head and neck cancer	Alzheimer's disease	Gene Ontology	ncrna export from nucleus	up-down	2	-1.7	2.72e-03	4.01e-02	31	31
Head and neck cancer	Alzheimer's disease	Gene Ontology	innate immune response activating cell surface receptor signaling pathway	up-down	1.98	-1.6	1.39e-04	4.04e-02	93	90
Head and neck cancer	Alzheimer's disease	Gene Ontology	90s preribosome	up-down	1.98	-1.75	3.40e-03	4.18e-02	25	21
Head and neck cancer	Alzheimer's disease	Gene Ontology	ciliary basal body plasma membrane docking	up-down	1.91	-1.54	1.16e-03	4.35e-02	84	77
Head and neck cancer	Alzheimer's disease	Gene Ontology	response to endoplasmic reticulum stress	up-down	1.49	-1.41	2.95e-02	4.68e-02	243	215
Head and neck cancer	Alzheimer's disease	Gene Ontology	dna templated transcription termination	up-down	2.25	-1.58	1.76e-06	4.82e-02	65	58
Head and neck cancer	Alzheimer's disease	Canonical Pathways	reactome - formation of the cornified envelope	down-up	-2.09	2.17	1.19e-04	1.33e-05	76	73
